Cutter.bway.x,Cutter.bway.y,Cutter.hloc.x,Cutter.hloc.y,Cutter.maxmph.x,Cutter.maxmph.y,Cutter.mph.x,Cutter.mph.y,Cutter.pfx_x.x,Cutter.pfx_x.y,Cutter.pfx_z.x,Cutter.pfx_z.y,Cutter.vloc.x,Cutter.vloc.y,Cutter.x,Cutter.y,FIP.x,FIP.y,Fourseam.bway.x,Fourseam.bway.y,Fourseam.hloc.x,Fourseam.hloc.y,Fourseam.maxmph.x,Fourseam.maxmph.y,Fourseam.mph.x,Fourseam.mph.y,Fourseam.pfx_x.x,Fourseam.pfx_x.y,Fourseam.pfx_z.x,Fourseam.pfx_z.y,Fourseam.vloc.x,Fourseam.vloc.y,Fourseam.x,Fourseam.y,mlbam_id,yearID,tjs_label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73930434782609,4.67231958762887,4.94,7.76,-0.12,0.24,100.19,100.77,97.52,97.1,-7.12,-6.84,9.46,9.63,0.26,-0.01,162,322,489294,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.884,3.18704587155963,0,10.24,-0.52,0.11,93.84,94.99,92.89,92.54,-4.94,-5.95,9.52,8.44,1.33,0.02,6,127,489334,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.095,3.4,6.98,4.49,0.35,0.34,94.2,94.27,91.79,91.62,-4.82,-4.79,10.1,10.13,0.27,0.14,129,245,493416,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84334020618557,2.568,5.41,4.76,0.23,0.73,92.2,93.24,90.13,90.62,6.6,4.45,8.14,10.14,-0.26,0.17,74,21,499107,2014,0
4.92,6.44,-0.16,0.03,93.97,92.69,88.66,87.93,0.02,-0.44,5.09,4.38,-0.42,-0.32,447,559,3.818,4.23191931540342,7.48,7.78,0.01,0.07,96.01,93.72,92.07,90.79,3.41,3.07,9.64,8.62,0,-0.17,1605,1028,500779,2013,0
9.09,0,-0.05,0,93.06,0,91.18,0,-0.79,0,7.48,0,-0.35,0,22,0,5.82227272727273,5.15403225806452,8.88,3.05,0.16,0.14,96.33,96.88,94.37,94.47,-5.29,-3.12,10.76,10.44,-0.17,-0.16,169,131,501822,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16642857142857,3.39085365853659,0,3.45,0.52,0.43,91.53,92,89.47,89.45,-5.25,-6.37,8.27,8.27,0.02,-0.04,16,58,501873,2012,0
9.26,0,0.4,0,91.25,0,88.67,0,0.03,0,3.37,0,-0.61,0,54,0,4.07812048192771,2.79729007633588,5.84,7.27,0.32,0.32,94.38,93.74,91.82,91.81,-3.76,-3.48,8.8,9.41,0.34,0.35,257,220,502004,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16393653516295,3.00318772563177,6.21,5.87,0.47,0.39,98.25,98.85,93.88,94.81,-0.44,-1.53,10.79,10.97,0.16,0.27,1482,1175,502009,2011,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.798,4.10938848920863,3.33,7.14,0.38,0.24,93.73,94.24,91.21,90.59,4.37,4.8,12.11,11.19,-0.68,-0.14,30,378,502102,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40094117647059,5.45214285714286,6.96,4.69,0.46,0.31,96.76,95.51,93.97,93.52,-4.5,-4.87,9.45,8.7,0.08,-0.02,115,64,502139,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.798,4.32151933701657,3.98,3.19,0.13,0.18,95.97,95.35,92.38,92.6,5.03,5.33,8.27,9.51,-0.41,-0.38,201,282,502154,2013,0
0,0,-1.01,0.08,82.52,85.92,82.52,82.31,2.22,1.79,4.18,4.67,2.2,-0.25,1,21,6.534,6.32554838709677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502166,2015,0
5.66,7.48,0.08,0.15,97.34,97.74,93.13,93.77,-3.3,-2.88,7.1,7.09,0.33,0.24,654,428,4.22745794392523,3.20028528072838,8.31,7.53,0.22,0.21,98.01,99.19,94.29,95.59,-6.54,-6.64,7.38,7.53,0.28,0.23,698,784,502188,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83818556701031,4.41163636363636,5.74,7.3,0.3,0.37,96.85,95.76,94.1,92.65,-3.69,-4.13,9.85,8.71,0.06,-0.05,679,315,502202,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09883627608347,4.18747457627119,5.07,6.82,0.33,0.13,94.57,95.47,90.97,92.29,-7.73,-6.59,6.84,8.28,0.06,0.22,276,308,502239,2011,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85788659793814,4.1816265060241,6.75,5.57,0.14,0.18,97.51,97.19,95.29,94.83,-6.86,-7.07,8.78,8.72,0.01,-0.03,400,359,502304,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24210810810811,2.93527868852459,4.72,8.6,-0.02,0.17,98.76,99.03,95.89,96.63,-6.68,-7.06,9.13,8.12,0.01,0.06,254,721,502304,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96067164179104,7.585,2.5,2.22,0.15,0.12,89.99,88.11,86.92,85.87,-6.99,-7.73,2.06,3.23,1.11,0.85,240,90,503285,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25307399577167,3.99155172413793,5.04,5.92,0.3,0.37,98.16,98.39,93.09,94.18,-4.57,-4.94,8.79,9.4,-0.12,-0.32,1984,692,504379,2013,0
0,0,0.15,0,94.5,0,90.09,0,-2.95,0,4.98,0,-0.72,0,26,0,3.18436363636364,5.17685053380783,6.34,6.15,0.25,0.25,98.61,98.75,94.71,94.84,-3.82,-4.55,7.98,7.64,-0.16,-0.1,284,520,506693,2013,0
6.23,5.43,0.05,0.13,92.1,93.96,87.78,88.26,2.64,2.14,4.03,5.65,-0.38,-0.59,530,276,5.7299381443299,5.85157142857143,6.07,5.22,0.13,0.36,95.03,95.59,92.15,91.48,-3.82,-0.17,9.93,10.73,0.15,0.08,247,268,516589,2014,0
0,0,0.25,0,94.21,0,91.45,0,0.06,0,6.07,0,-0.87,0,19,0,3.43543540669856,2.68914285714286,6.95,4.62,0.18,0.23,102.09,102.39,98.79,99.03,-3.69,-5.11,10.24,10.1,0.23,0.18,532,801,516969,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06622302158273,5.13928571428571,4.66,3.74,0.38,0.68,97.37,96.71,93.26,93.16,-5.92,-4.18,10.17,10.1,-0.23,-0.22,536,214,517414,2012,0
4.35,0,0.09,0,88.02,0,85.73,0,-5.34,0,3.99,0,0.24,0,23,0,9.132,4.98917647058824,7.94,5.97,0.26,-0.26,92.47,92.95,89.49,91,-9.27,-6,7.65,10.37,0.14,0.36,63,134,518444,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84704347826087,5.52389189189189,7.21,6.64,0.16,0.23,96.98,97.88,92.8,94,-2.09,-1.72,7.27,7.35,-0.11,-0.37,915,301,518452,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01767729831144,3.3195,1.3,0,0.36,0.03,93.45,89.2,90.21,89.2,-5.8,-7.08,6.71,5.92,0.42,3.32,154,1,518790,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01587096774194,3.62925,7.9,6.76,0.36,0.46,97.54,95.98,93.12,92.98,-2.81,-2.22,10.22,10.02,0.13,0.02,367,488,518875,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40332994923858,3.43139705882353,6.59,5.88,0.12,0.13,98.2,98.26,93.05,93.71,-3.36,-4.79,10.33,10.48,-0.07,0.09,577,1055,519105,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91163516068053,4.05796703296703,3.6,6.68,0.03,0.08,96.52,96.39,93.58,91.54,-5.59,-5.97,8.79,8.1,0.44,0.27,389,599,519144,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.025,4.204,7.8,6.74,0.1,0.28,95.7,95.03,92,92.91,9.27,8.05,7.6,6.78,0.19,0.09,295,178,519259,2011,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.095,5.025,0,7.8,-0.15,0.1,91.81,95.7,91.11,92,8.07,9.27,11.05,7.6,0.36,0.19,14,295,519259,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40269230769231,3.31703539823009,8.9,7.29,0.11,0.32,97.39,99.2,95.46,95.7,-5.73,-3.99,8.87,9.05,0.26,0.42,146,343,519322,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42811764705882,6.60568421052632,5.36,3.41,0.21,0.03,97.21,99.46,93.72,97.27,-3.3,-3.72,9.28,8.18,-0.29,-0.16,56,88,523848,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83141013824885,3.55262711864407,7.61,8.55,0.15,0.16,96.8,96.97,92.95,93.55,-7.75,-7.46,7.51,7.66,0.31,0.24,368,304,541640,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91660869565217,6.432,6.25,5.84,0.19,0.34,98.91,98.33,96.42,95.76,-7.04,-6.08,7.97,8.17,-0.24,0.12,128,137,542432,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65877844311377,5.16716494845361,6.46,5.99,0.11,0.16,97.68,98.1,94.23,94.87,-3.34,-3.49,8.71,8.69,-0.12,0.11,573,317,543022,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65803846153846,3.23344927536232,7.28,7.29,0.23,0.11,101.46,100.85,96.52,96.65,-6.97,-8,7.76,7.42,0.06,-0.12,1648,1179,543037,2015,0
0,2.78,-0.8,0.16,88.77,95.73,88.77,92.39,-0.5,-0.81,4.15,7.69,-1.72,0.09,1,72,3.59345454545455,4.1341061452514,6.73,6.16,0.36,0.25,101.1,98.98,97.11,94.98,-6.76,-5.49,8.33,8.85,-0.22,0.08,1188,926,543135,2013,0
0,0,0,-0.8,0,88.77,0,88.77,0,-0.5,0,4.15,0,-1.72,0,1,3.37240066777963,3.59345454545455,7.48,6.73,0.3,0.36,101.08,101.1,96.77,97.11,-7.63,-6.76,7.81,8.33,-0.2,-0.22,1938,1188,543135,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20407207207207,4.01574193548387,6.54,7.8,0.34,0.42,97.46,96.62,93.65,94.02,7.77,8.48,8.25,9.8,-0.14,-0.36,703,205,543272,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96710638297872,3.47224242424242,5.45,6.38,0.41,0.44,97.32,96.79,93.97,93.88,-3.9,-4.39,9.75,10.2,0.4,0.4,734,846,543331,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47910743801653,2.67914754098361,6.52,4.89,0.47,0.49,95.66,95.25,93.55,92.87,4.91,5.58,5.81,7.12,-0.27,-0.54,399,409,543359,2014,0
0,20,0.91,0.35,93.07,92.89,92.15,91.83,-2.97,-1.81,9.23,8.14,0.12,0.22,2,5,4.5272384341637,3.84280139372822,5.4,7.12,0.36,0.34,96.03,97.62,92.85,93.9,-5.45,-5.96,9.05,8.95,-0.09,0.03,1612,1390,543408,2015,0
0,0,0.22,0,93.77,0,90.64,0,0.77,0,4.7,0,-0.82,0,19,0,6.345,3.94391891891892,2.7,7.34,0.37,0.15,96.76,98.57,94.31,95.11,-2.81,-0.87,9.4,9,0.03,-0.06,74,286,543634,2012,0
5.18,6.82,0.29,0.3,90.42,90.09,87.34,88.15,2.98,2.96,2.4,4.46,-0.76,-0.52,386,132,3.534,3.90847058823529,4.38,5.47,0.12,0.44,95.82,95.44,93.52,93.56,-2.82,-2.51,10.11,10.25,0.26,0.09,251,128,543935,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81201047120419,2.9413023255814,7.92,6.29,0.24,0.16,99.35,99.5,95.98,95.65,-5.77,-6.12,9.27,8.84,0.14,-0.04,1276,1941,544931,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27485714285714,3.97107692307692,0,0,-0.14,0,94.33,0,94.33,0,-5.68,0,9.16,0,1.4,0,1,0,547348,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.285,1.354,5.54,7.14,-0.17,0.06,104.28,105.81,98.96,100.56,3.75,6.27,10.67,8.9,-0.01,-0.01,740,196,547973,2011,0
0,0,1.45,0,86.63,0,84.57,0,-0.35,0,2.71,0,-0.21,0,7,0,3.78366878980892,3.295,5.97,0.97,0.09,0.37,97.52,96.05,92.86,92.67,7.57,7.57,9.3,9.73,0.25,0.04,1492,103,571561,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.134,1.3363795620438,6.49,5.57,0.28,0.4,102.2,101.86,97.35,97.96,-2.83,-3.86,9.77,9.69,0.23,-0.02,709,413,571704,2015,0
2.54,2.87,-0.85,-0.16,90.42,91.67,87.28,87.36,0.28,1.15,4.35,4.58,-0.26,-0.07,355,209,2.90986206896552,3.212,4.37,6.6,0.26,0.04,94.9,93.98,90.37,90.41,2.94,4.16,9.52,8.34,-0.2,-0.08,229,379,572971,2015,0
4.23,20,0.21,0.14,95.1,93.97,91.47,91.7,1.18,1.37,6.47,5.27,0.1,-0.09,71,15,3.210125,3.2355,6.79,6.18,0.35,0.34,96.96,98.7,92.38,94.22,-0.77,-2,8.28,8.81,-0.16,-0.18,486,761,573109,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.634,5.32430769230769,5.08,8.23,0.56,0.29,93.17,92.68,90.26,89.85,-4.43,-5.72,10.31,10.21,0.08,0.14,118,401,573185,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.474,3.132,5.07,5.71,0.14,0.19,97.53,95.94,93.79,94.44,-4.03,-2.98,9.67,9.95,0.04,-0.03,276,70,592340,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48867980295566,3.09252631578947,4.26,5.26,0.05,0.11,99.68,98.87,96.87,95.9,-6.25,-6.34,7.7,7.81,0.1,-0.02,141,57,595014,2015,0
12.5,0,0.44,-0.06,85.23,84.41,84.2,84.41,-1.92,-2.01,3.7,0.87,0.04,1.03,8,1,5.095,4.32045454545455,0,0,-0.22,0.68,87.1,86.64,86,86.64,-5.64,-10.24,6.73,7.81,0.22,0.13,7,1,599899,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60302654867257,3.31661538461538,6.02,5.65,0.44,0.64,94.01,93.81,91.47,91.43,-7.92,-7.93,8.65,8.47,-0.4,-0.27,349,177,607374,2015,0
