"mlbam_id","year","Change","Fourseam","Slider","Curve","Sinker","Split","Cutter","Knuckler","Slow.Curve","Screwball"
491159,2014,NA,NA,123,NA,NA,NA,398,NA,NA,NA
491159,2013,NA,NA,217,NA,NA,NA,522,NA,NA,NA
491159,2012,2,NA,175,NA,NA,NA,465,NA,NA,NA
491159,2011,NA,NA,34,NA,NA,NA,146,NA,NA,NA
491159,2010,NA,NA,192,NA,NA,NA,381,NA,NA,NA
444427,2013,NA,NA,2,NA,10,NA,NA,NA,NA,NA
444427,2011,20,NA,41,NA,160,NA,NA,NA,NA,NA
444427,2010,121,NA,78,NA,854,NA,NA,NA,NA,NA
519344,2014,98,587,548,252,609,NA,NA,NA,NA,NA
519344,2013,93,374,468,297,468,NA,NA,NA,NA,NA
519344,2012,NA,2,1,2,3,NA,NA,NA,NA,NA
572193,2015,41,79,71,NA,107,NA,191,NA,NA,NA
572193,2012,12,16,18,NA,50,NA,NA,NA,NA,NA
434565,2011,85,153,NA,NA,NA,NA,NA,NA,NA,NA
434565,2010,331,783,NA,NA,NA,NA,NA,NA,NA,NA
527054,2015,252,1382,744,251,627,NA,NA,NA,NA,NA
527054,2014,283,1276,650,342,694,NA,NA,NA,NA,1
527054,2013,151,1370,594,317,500,NA,NA,NA,NA,NA
527054,2012,9,66,NA,24,NA,NA,NA,NA,NA,NA
527054,2011,69,241,NA,60,NA,NA,NA,NA,NA,NA
527054,2010,4,11,NA,2,NA,NA,NA,NA,NA,NA
501870,2015,12,35,NA,22,1,NA,25,NA,NA,NA
501870,2014,4,9,NA,5,NA,NA,6,NA,NA,NA
501870,2013,NA,11,NA,7,NA,NA,4,NA,NA,NA
501870,2012,121,434,NA,245,16,NA,285,NA,NA,NA
501870,2011,52,318,NA,176,32,NA,156,NA,NA,NA
476531,2012,5,14,32,NA,5,NA,NA,NA,NA,NA
476531,2011,3,18,5,NA,5,NA,NA,NA,NA,NA
599899,2013,10,NA,NA,13,19,NA,NA,NA,NA,3
599899,2012,58,7,NA,108,218,NA,8,NA,2,15
599899,2011,62,1,NA,244,424,NA,1,NA,3,53
435620,2010,52,118,92,NA,111,NA,NA,NA,NA,NA
452237,2010,20,133,NA,76,NA,NA,NA,NA,NA,NA
547888,2015,NA,442,527,173,323,650,255,NA,NA,NA
547888,2014,2,426,427,114,389,515,123,NA,NA,NA
425226,2011,35,37,38,NA,98,NA,81,NA,NA,NA
425226,2010,212,211,146,NA,415,NA,323,NA,NA,NA
452676,2011,154,NA,NA,141,471,NA,371,NA,NA,NA
452676,2010,431,NA,NA,226,1326,NA,725,NA,NA,NA
538227,2013,31,38,14,5,7,NA,3,NA,NA,NA
538227,2012,178,356,150,52,107,NA,14,NA,NA,NA
538227,2011,285,429,195,41,128,NA,20,NA,NA,NA
538227,2010,672,685,219,135,299,NA,29,NA,NA,NA
592789,2015,385,983,86,579,672,NA,NA,NA,NA,NA
592789,2014,2,8,NA,3,NA,NA,NA,NA,NA,NA
592789,2013,NA,11,NA,4,NA,NA,NA,NA,NA,NA
425789,2013,22,13,NA,11,8,NA,11,NA,NA,NA
425789,2011,2,9,NA,NA,NA,NA,1,NA,NA,NA
425789,2010,175,209,NA,17,5,NA,96,NA,NA,NA
461872,2015,NA,140,54,NA,NA,NA,NA,NA,NA,NA
461872,2014,52,217,382,NA,733,NA,NA,NA,NA,NA
461872,2013,49,59,467,NA,917,NA,NA,NA,NA,NA
461872,2012,87,61,403,NA,875,NA,NA,NA,NA,NA
461872,2011,158,319,379,NA,818,NA,NA,NA,NA,NA
400085,2015,2,10,6,NA,NA,NA,NA,NA,NA,NA
122987,2012,NA,50,NA,59,206,97,171,NA,NA,NA
122987,2010,NA,415,NA,214,484,180,312,NA,NA,NA
491696,2015,NA,25,NA,1,NA,NA,NA,NA,NA,NA
445590,2015,144,254,192,29,131,NA,NA,NA,NA,NA
445590,2014,700,1472,512,248,22,NA,NA,NA,5,NA
445590,2013,800,1680,572,401,21,NA,NA,NA,NA,NA
445590,2012,413,724,328,175,85,NA,NA,NA,NA,NA
445590,2011,49,109,43,13,NA,NA,NA,NA,NA,NA
467008,2015,3,206,544,NA,337,10,4,NA,NA,NA
467008,2014,6,120,335,NA,425,16,NA,NA,NA,NA
467008,2013,NA,91,342,NA,551,46,NA,NA,NA,NA
467008,2012,NA,206,317,NA,569,38,NA,NA,NA,NA
467008,2011,NA,169,191,NA,82,32,NA,NA,NA,NA
467008,2010,NA,159,95,NA,10,16,NA,NA,NA,NA
573186,2015,69,33,94,93,300,NA,66,NA,NA,NA
573186,2014,141,745,140,334,381,NA,336,NA,NA,NA
573186,2013,14,43,7,11,NA,NA,5,NA,NA,NA
519326,2015,35,474,176,NA,41,NA,NA,NA,NA,NA
519326,2014,21,164,59,NA,4,NA,NA,NA,NA,NA
434718,2015,213,390,381,NA,NA,NA,NA,NA,NA,NA
434718,2014,172,455,350,NA,NA,NA,NA,NA,NA,NA
434718,2013,168,469,349,NA,NA,NA,NA,NA,NA,NA
434718,2012,110,310,274,NA,NA,NA,NA,NA,NA,NA
434718,2011,146,508,263,NA,NA,NA,NA,NA,NA,NA
434718,2010,33,449,213,NA,NA,NA,NA,NA,NA,NA
544931,2015,279,1276,11,455,16,NA,NA,NA,NA,NA
544931,2014,679,1941,47,569,119,NA,NA,NA,NA,NA
544931,2013,457,1638,NA,650,99,NA,NA,NA,NA,NA
544931,2012,420,1285,NA,496,414,NA,NA,NA,NA,NA
544931,2011,43,177,NA,44,64,NA,NA,NA,NA,NA
544931,2010,175,445,NA,271,173,NA,NA,NA,NA,NA
573185,2015,60,118,90,2,20,NA,NA,NA,NA,NA
573185,2014,122,401,212,44,160,NA,NA,NA,NA,NA
573185,2013,295,1264,728,61,318,NA,NA,NA,NA,NA
573185,2012,88,331,166,26,57,NA,NA,NA,NA,NA
493547,2013,NA,26,33,14,NA,NA,NA,NA,NA,NA
493547,2012,18,188,188,114,NA,NA,NA,NA,NA,NA
519322,2015,89,313,296,NA,138,NA,NA,NA,NA,NA
519322,2014,148,244,231,NA,190,NA,NA,NA,NA,NA
519322,2013,95,300,307,NA,265,NA,NA,NA,NA,NA
519322,2012,21,146,121,NA,186,NA,NA,NA,NA,NA
519322,2011,17,343,364,NA,361,NA,NA,NA,NA,NA
519322,2010,8,285,344,NA,252,NA,NA,NA,NA,NA
502621,2010,2,6,1,8,20,NA,NA,NA,NA,NA
425530,2010,57,233,71,NA,NA,NA,NA,NA,NA,NA
592781,2015,28,107,35,NA,2,NA,NA,NA,NA,NA
592781,2014,28,384,141,NA,NA,NA,NA,NA,NA,NA
592781,2013,6,78,14,NA,NA,NA,NA,NA,NA,NA
592781,2012,4,62,28,NA,NA,NA,NA,NA,NA,NA
502139,2014,21,98,31,37,49,NA,NA,NA,NA,NA
502139,2013,32,115,56,30,33,NA,NA,NA,NA,NA
502139,2012,4,64,32,7,45,NA,NA,NA,NA,NA
502139,2011,4,101,67,14,54,NA,NA,NA,NA,NA
543819,2013,18,16,NA,NA,29,NA,20,NA,NA,NA
543819,2012,118,176,113,21,185,NA,8,NA,NA,NA
543819,2011,60,366,198,48,317,NA,78,NA,NA,NA
459999,2013,NA,9,1,2,NA,NA,NA,NA,NA,NA
459999,2011,NA,106,37,28,NA,NA,NA,NA,NA,NA
459999,2010,NA,261,76,36,NA,NA,NA,NA,NA,NA
449777,2013,NA,NA,2,NA,NA,NA,10,NA,NA,NA
449777,2012,NA,NA,11,NA,NA,NA,34,NA,NA,NA
449777,2011,NA,NA,82,NA,NA,NA,63,NA,NA,NA
449777,2010,NA,NA,69,NA,NA,NA,51,NA,NA,NA
431162,2015,54,39,NA,24,176,NA,54,NA,NA,NA
431162,2014,189,296,NA,86,303,NA,244,NA,NA,NA
431162,2013,228,313,NA,69,353,NA,321,NA,NA,NA
431162,2012,38,32,NA,24,105,NA,62,NA,NA,NA
431162,2011,266,160,NA,389,1443,NA,845,NA,NA,NA
431162,2010,121,65,NA,125,623,NA,421,NA,NA,NA
458094,2013,2,58,28,NA,4,NA,NA,NA,NA,NA
458094,2011,2,10,NA,6,NA,NA,NA,NA,NA,NA
458094,2010,6,89,37,NA,4,NA,NA,NA,NA,NA
489334,2015,NA,6,28,8,19,NA,NA,NA,NA,NA
489334,2014,7,127,326,140,571,NA,NA,NA,NA,NA
489334,2013,3,47,379,160,678,NA,NA,NA,NA,NA
489334,2012,6,94,453,167,746,NA,NA,NA,NA,NA
489334,2011,1,17,31,25,75,NA,NA,NA,NA,NA
489334,2010,124,977,532,267,241,NA,NA,NA,NA,NA
543809,2014,9,61,51,54,150,NA,NA,NA,NA,NA
543809,2013,4,50,44,16,83,NA,NA,NA,NA,NA
543809,2012,5,12,3,NA,8,NA,NA,NA,NA,NA
122620,2010,NA,27,3,1,NA,NA,NA,NA,NA,NA
543805,2012,41,NA,101,NA,97,NA,NA,NA,NA,NA
543805,2011,85,6,226,NA,139,NA,NA,NA,NA,NA
543803,2015,4,17,17,6,NA,NA,NA,NA,NA,NA
543803,2013,5,8,4,2,NA,NA,NA,NA,NA,NA
407901,2010,NA,250,261,NA,NA,80,NA,NA,NA,NA
464400,2014,1,3,7,NA,18,NA,NA,NA,NA,NA
464400,2011,34,180,302,NA,351,NA,NA,NA,NA,NA
464400,2010,3,32,6,NA,NA,NA,NA,NA,NA,NA
400089,2015,NA,59,50,NA,8,NA,NA,NA,NA,NA
400089,2014,1,670,287,6,65,NA,NA,NA,NA,NA
400089,2013,NA,821,176,NA,134,NA,NA,NA,NA,NA
400089,2012,NA,601,481,NA,95,NA,NA,NA,NA,NA
400089,2011,1,425,217,NA,54,NA,NA,NA,NA,NA
400089,2010,1,674,205,NA,78,NA,NA,NA,NA,NA
465657,2015,94,830,128,108,NA,NA,NA,NA,NA,NA
465657,2014,74,557,106,95,NA,NA,2,NA,NA,NA
465657,2013,13,294,81,46,NA,NA,NA,NA,NA,NA
465657,2012,1,22,4,4,NA,NA,NA,NA,NA,NA
465657,2011,68,741,113,79,NA,NA,126,NA,NA,NA
465657,2010,122,785,96,80,NA,NA,93,NA,NA,NA
458567,2011,1,NA,134,130,40,NA,299,NA,NA,NA
458567,2010,3,NA,199,216,91,NA,779,NA,NA,NA
519301,2015,41,258,NA,57,NA,NA,NA,NA,NA,NA
519301,2011,11,33,NA,9,10,NA,NA,NA,NA,NA
519301,2010,30,19,NA,38,119,NA,NA,NA,NA,NA
462515,2015,145,57,146,NA,139,NA,NA,NA,NA,NA
462515,2012,58,54,63,NA,107,NA,NA,NA,NA,NA
462515,2011,6,7,1,NA,NA,NA,NA,NA,NA,NA
607087,2014,4,50,42,4,NA,NA,NA,NA,NA,NA
501983,2014,5,14,NA,NA,NA,NA,NA,NA,NA,NA
430636,2010,91,590,272,3,157,NA,NA,NA,NA,NA
592767,2015,22,563,NA,244,NA,NA,205,NA,NA,NA
592767,2014,96,1316,NA,710,14,NA,392,NA,NA,NA
592767,2013,5,753,NA,202,NA,NA,385,NA,NA,NA
592767,2012,78,977,NA,520,16,NA,221,NA,NA,NA
519293,2015,1,511,430,97,22,NA,NA,NA,NA,NA
519293,2014,16,555,359,131,66,NA,NA,NA,NA,NA
519293,2013,19,197,160,68,134,NA,NA,NA,NA,NA
519293,2012,96,547,83,310,368,NA,NA,NA,NA,NA
519293,2011,3,18,2,2,NA,NA,NA,NA,NA,NA
595001,2015,69,302,164,94,20,NA,NA,NA,NA,NA
502136,2011,42,63,115,NA,123,NA,NA,NA,NA,NA
502136,2010,45,164,152,NA,247,NA,NA,NA,NA,NA
501925,2015,1,188,285,NA,494,NA,NA,NA,NA,NA
501925,2014,NA,240,332,NA,571,NA,NA,NA,NA,NA
501925,2013,NA,300,319,NA,387,NA,NA,NA,NA,NA
501925,2012,NA,326,328,NA,440,NA,NA,NA,NA,NA
501925,2011,NA,273,306,NA,437,NA,NA,NA,NA,NA
501925,2010,10,202,160,NA,263,NA,NA,NA,NA,NA
460105,2011,7,21,9,1,NA,NA,NA,NA,NA,NA
460105,2010,180,324,120,67,NA,NA,NA,NA,NA,NA
434672,2011,10,22,NA,6,NA,NA,NA,NA,NA,NA
434672,2010,13,42,NA,31,NA,NA,NA,NA,NA,NA
605476,2015,63,NA,464,NA,508,NA,NA,NA,NA,NA
605476,2014,19,7,68,NA,92,NA,NA,NA,NA,NA
605476,2013,11,8,32,NA,65,NA,NA,NA,NA,NA
605476,2012,25,10,50,NA,86,NA,NA,NA,NA,NA
458713,2014,49,247,130,23,131,NA,NA,NA,NA,NA
458713,2013,133,662,243,148,280,NA,NA,NA,NA,NA
458713,2011,68,346,152,114,275,NA,NA,NA,NA,NA
458713,2010,236,875,NA,354,725,NA,458,NA,NA,NA
460657,2012,27,59,33,NA,77,NA,NA,NA,NA,NA
460657,2011,34,68,78,NA,92,NA,NA,NA,NA,NA
460657,2010,39,206,222,NA,168,NA,NA,NA,NA,NA
460104,2011,NA,38,NA,15,NA,NA,NA,NA,NA,NA
460104,2010,12,97,NA,29,NA,NA,NA,NA,NA,NA
448609,2015,NA,461,253,NA,17,218,NA,NA,NA,NA
448609,2014,NA,523,259,NA,28,118,NA,NA,NA,NA
448609,2013,NA,446,263,NA,25,27,NA,NA,NA,NA
448609,2012,NA,465,291,NA,144,51,NA,NA,NA,NA
448609,2011,NA,695,255,NA,NA,84,NA,NA,NA,NA
448609,2010,NA,811,302,NA,3,29,NA,NA,NA,NA
446213,2010,NA,33,13,NA,12,NA,NA,NA,NA,NA
400067,2010,543,72,255,NA,904,NA,NA,NA,NA,NA
543779,2015,236,1005,93,NA,NA,NA,NA,NA,NA,NA
543779,2014,24,494,31,16,NA,NA,NA,NA,NA,NA
543779,2013,50,654,NA,68,NA,NA,NA,NA,NA,NA
543779,2012,10,118,NA,30,NA,NA,NA,NA,NA,NA
592741,2015,NA,565,183,NA,NA,355,NA,NA,NA,NA
592741,2014,NA,128,60,NA,NA,16,NA,NA,NA,NA
533167,2015,12,634,282,149,479,428,NA,NA,NA,NA
533167,2014,NA,577,418,193,579,487,NA,NA,NA,NA
533167,2013,NA,24,16,3,23,27,NA,NA,NA,NA
276912,2010,5,6,3,188,718,NA,NA,NA,NA,NA
448306,2015,697,912,NA,606,475,NA,611,NA,12,NA
448306,2014,937,1197,NA,514,570,NA,1061,NA,NA,NA
448306,2013,930,1081,NA,463,437,NA,814,NA,NA,NA
448306,2012,1038,667,NA,657,517,NA,727,NA,NA,NA
448306,2011,1004,1107,NA,764,228,NA,572,NA,NA,NA
448306,2010,852,1183,NA,453,387,NA,527,NA,NA,NA
430941,2012,NA,62,NA,29,NA,NA,NA,NA,NA,NA
430941,2011,NA,365,NA,227,NA,NA,NA,NA,NA,NA
430941,2010,NA,475,NA,255,NA,NA,NA,NA,NA,NA
282656,2012,NA,275,45,216,177,52,NA,NA,NA,NA
282656,2010,NA,643,138,543,467,144,NA,NA,NA,NA
543766,2015,4,NA,209,NA,NA,NA,805,NA,NA,NA
543766,2014,14,NA,339,NA,6,NA,880,NA,NA,NA
543766,2013,29,NA,264,9,35,NA,919,NA,NA,NA
543766,2012,29,NA,103,32,20,NA,769,NA,NA,NA
543766,2011,2,NA,40,34,39,NA,450,NA,NA,NA
543766,2010,2,NA,NA,1,5,NA,6,NA,NA,NA
622663,2015,135,477,316,NA,NA,NA,NA,NA,NA,NA
622663,2014,3,6,3,NA,NA,NA,NA,NA,NA,NA
463037,2013,5,29,7,NA,1,NA,NA,NA,NA,NA
463037,2011,1,73,29,NA,NA,NA,NA,NA,NA,NA
465015,2012,5,NA,88,NA,133,NA,NA,NA,NA,NA
434629,2012,94,291,104,26,28,NA,NA,NA,NA,NA
434629,2011,6,31,15,NA,NA,NA,NA,NA,NA,NA
434629,2010,93,223,50,NA,NA,NA,NA,NA,NA,NA
519267,2015,3,441,212,248,NA,NA,NA,NA,NA,NA
519267,2014,1,136,17,63,8,NA,NA,NA,NA,NA
519267,2013,21,327,22,150,11,NA,NA,NA,NA,NA
519267,2012,18,374,13,209,81,NA,NA,NA,NA,NA
519267,2011,7,120,NA,91,49,NA,NA,NA,NA,NA
452737,2012,13,92,5,25,20,NA,31,NA,NA,NA
452737,2011,54,135,NA,53,26,NA,85,NA,NA,NA
543754,2012,44,198,270,NA,90,NA,NA,NA,NA,NA
543754,2011,47,93,98,NA,15,NA,NA,NA,NA,NA
435401,2014,5,11,NA,1,NA,NA,NA,NA,NA,NA
435401,2013,11,35,NA,3,NA,NA,NA,NA,NA,NA
435401,2011,3,18,NA,NA,NA,NA,NA,NA,NA,NA
544759,2015,4,381,85,NA,NA,NA,164,NA,NA,NA
544759,2014,13,25,26,NA,52,NA,NA,NA,NA,NA
544759,2013,5,NA,25,2,92,NA,25,NA,NA,NA
544759,2012,NA,NA,2,NA,7,NA,2,NA,NA,NA
519263,2015,57,108,NA,20,NA,NA,NA,NA,NA,NA
150011,2010,NA,82,63,NA,108,NA,NA,NA,NA,NA
534576,2014,22,NA,65,NA,210,NA,NA,NA,NA,NA
489295,2015,NA,31,15,NA,93,NA,NA,NA,NA,NA
489295,2014,5,42,119,NA,752,NA,NA,NA,NA,NA
489295,2010,3,121,56,NA,16,NA,NA,NA,NA,NA
459411,2012,11,1,1,5,34,NA,3,NA,NA,NA
459411,2010,16,30,54,NA,272,NA,NA,NA,NA,NA
519259,2012,NA,14,NA,72,44,NA,NA,NA,NA,NA
519259,2011,NA,295,NA,403,171,NA,NA,NA,NA,NA
519259,2010,NA,178,NA,126,NA,NA,NA,NA,NA,NA
453286,2015,441,1987,607,275,NA,NA,38,NA,NA,NA
453286,2014,773,2047,522,377,13,NA,NA,NA,NA,NA
453286,2013,799,2140,561,278,NA,NA,NA,NA,NA,NA
453286,2012,701,2116,629,59,36,NA,NA,NA,NA,NA
453286,2011,743,2223,656,NA,NA,NA,NA,NA,NA,NA
453286,2010,675,2190,510,NA,NA,NA,NA,NA,NA,NA
489294,2015,26,117,176,28,314,NA,NA,NA,NA,NA
489294,2014,30,51,132,NA,393,NA,NA,NA,NA,NA
489294,2013,10,162,204,NA,755,NA,NA,NA,NA,NA
489294,2012,29,322,165,NA,99,NA,NA,NA,NA,NA
489294,2011,NA,6,2,NA,1,NA,NA,NA,NA,NA
489294,2010,3,24,6,NA,14,NA,NA,NA,NA,NA
543746,2015,12,86,NA,63,222,NA,132,NA,NA,NA
543746,2014,20,131,NA,19,38,NA,82,NA,NA,NA
543746,2013,35,273,NA,1,101,NA,120,NA,NA,NA
543746,2012,3,82,NA,14,15,NA,15,NA,NA,NA
543746,2011,2,15,NA,NA,NA,NA,7,NA,NA,NA
444849,2010,NA,16,8,NA,NA,NA,NA,NA,NA,NA
456045,2014,10,82,13,NA,NA,NA,NA,NA,NA,NA
456045,2013,33,227,84,NA,5,NA,NA,NA,NA,NA
456045,2012,9,250,141,NA,NA,NA,NA,NA,NA,NA
456045,2011,NA,17,12,NA,NA,NA,NA,NA,NA,NA
434578,2014,129,157,153,85,440,NA,NA,NA,NA,NA
434578,2013,643,464,432,336,1317,NA,NA,NA,NA,NA
434578,2012,422,728,NA,457,1399,NA,NA,NA,NA,NA
434578,2011,607,1155,286,266,942,NA,NA,NA,NA,NA
434578,2010,608,1086,78,533,1043,NA,NA,NA,NA,NA
502327,2015,519,1916,217,159,1,NA,326,NA,NA,1
502327,2014,492,1458,NA,209,22,NA,196,NA,NA,17
502327,2013,607,1609,NA,244,20,NA,171,NA,NA,105
502327,2012,188,916,NA,116,3,NA,107,NA,NA,95
502327,2011,3,58,NA,4,NA,NA,NA,NA,NA,28
429722,2015,198,701,496,NA,57,NA,NA,NA,NA,NA
429722,2014,407,1256,996,NA,309,NA,NA,NA,NA,NA
429722,2013,244,1229,1327,NA,729,NA,NA,NA,NA,NA
429722,2012,195,1732,1063,NA,NA,NA,NA,NA,NA,NA
429722,2011,100,2055,1342,NA,NA,NA,NA,NA,NA,NA
429722,2010,182,2101,1314,NA,NA,NA,NA,NA,NA,NA
490313,2014,NA,12,NA,10,3,27,NA,NA,NA,NA
490313,2011,NA,64,44,3,29,13,NA,NA,NA,NA
454972,2010,20,52,7,NA,NA,NA,NA,NA,NA,NA
456043,2014,NA,23,NA,6,3,8,NA,NA,NA,NA
456043,2013,NA,208,NA,67,24,54,NA,NA,NA,NA
456043,2012,NA,914,NA,227,20,313,NA,NA,NA,NA
456043,2011,NA,1086,NA,329,46,366,NA,NA,NA,NA
456043,2010,NA,2322,NA,683,29,568,NA,NA,NA,NA
500674,2013,4,81,NA,35,1,NA,NA,NA,NA,NA
500674,2012,NA,142,NA,76,41,NA,NA,NA,NA,NA
500674,2011,3,281,NA,153,32,NA,NA,NA,NA,NA
500674,2010,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
434671,2015,452,977,398,215,333,NA,147,NA,NA,NA
434671,2014,453,788,495,172,207,NA,NA,NA,NA,NA
434671,2013,800,1147,728,224,397,NA,NA,NA,NA,NA
434671,2012,646,1219,745,322,321,NA,NA,NA,NA,NA
434671,2011,557,1410,687,244,297,NA,NA,NA,NA,NA
434671,2010,420,1089,819,318,564,NA,NA,NA,NA,NA
592717,2015,67,216,11,193,1009,NA,48,NA,NA,NA
592717,2014,4,86,NA,51,321,NA,NA,NA,NA,NA
592717,2013,28,73,NA,29,17,NA,NA,NA,NA,NA
430083,2013,NA,5,4,NA,5,NA,NA,NA,NA,NA
430083,2012,NA,46,31,6,18,30,NA,NA,NA,NA
430083,2011,NA,551,140,16,105,250,NA,NA,NA,NA
430083,2010,NA,543,186,41,40,208,NA,NA,NA,NA
502253,2013,224,186,183,NA,310,NA,NA,NA,NA,NA
502253,2011,120,111,66,NA,197,NA,NA,NA,NA,NA
502253,2010,303,11,170,NA,608,NA,NA,NA,NA,NA
572102,2015,110,649,137,147,NA,NA,NA,NA,NA,NA
572102,2014,9,44,7,1,NA,NA,NA,NA,NA,NA
572102,2013,22,76,12,13,NA,NA,NA,NA,NA,NA
448200,2010,35,34,81,49,140,NA,143,NA,NA,NA
502188,2015,NA,698,824,NA,733,425,654,NA,NA,NA
502188,2014,NA,784,724,NA,1052,400,428,NA,NA,NA
502188,2013,NA,914,696,NA,971,562,365,NA,NA,NA
502188,2012,NA,897,437,45,616,524,272,NA,NA,NA
502188,2011,NA,570,471,4,352,169,NA,NA,NA,NA
502188,2010,NA,221,NA,75,16,52,29,NA,NA,NA
519242,2015,915,1349,653,NA,399,NA,NA,NA,NA,NA
519242,2014,802,1123,509,NA,329,NA,NA,NA,NA,NA
519242,2013,645,1131,986,NA,591,NA,NA,NA,NA,NA
519242,2012,455,1131,812,NA,675,NA,NA,NA,NA,NA
519242,2011,130,371,400,NA,205,NA,NA,NA,NA,NA
519242,2010,22,241,109,NA,NA,NA,NA,NA,NA,NA
517593,2015,NA,1548,182,119,439,613,40,NA,NA,NA
517593,2014,NA,1301,219,3,109,224,NA,NA,NA,NA
517593,2013,NA,566,112,NA,35,170,NA,NA,NA,NA
477569,2015,154,604,NA,258,NA,NA,NA,NA,NA,NA
477569,2014,230,590,NA,166,NA,NA,NA,NA,NA,NA
477569,2013,103,263,NA,86,5,NA,5,NA,NA,NA
477569,2012,275,551,NA,226,41,NA,NA,NA,NA,NA
477569,2011,341,741,NA,226,70,NA,NA,NA,NA,NA
477569,2010,117,365,NA,79,NA,NA,NA,NA,NA,NA
493416,2012,NA,129,51,28,47,NA,NA,NA,NA,NA
493416,2011,5,245,83,129,71,NA,NA,NA,NA,NA
493416,2010,NA,560,242,62,73,NA,NA,NA,NA,NA
519240,2015,10,NA,221,NA,325,NA,NA,NA,NA,NA
519240,2014,5,23,316,NA,390,NA,NA,NA,NA,NA
519240,2013,28,NA,140,NA,300,NA,NA,NA,NA,NA
519240,2012,31,51,180,NA,498,NA,NA,NA,NA,NA
519240,2011,100,63,333,NA,572,NA,NA,NA,NA,NA
519240,2010,186,258,425,NA,469,NA,NA,NA,NA,NA
547943,2014,441,1270,378,335,NA,NA,NA,NA,NA,NA
547943,2013,736,1776,451,312,NA,NA,NA,NA,NA,NA
594986,2015,82,341,63,NA,170,NA,234,NA,NA,NA
594986,2014,9,40,17,NA,71,NA,26,NA,NA,NA
453895,2015,NA,4,1,2,21,NA,NA,NA,NA,NA
460701,2015,66,193,86,56,116,NA,17,NA,NA,NA
460701,2014,154,210,198,74,204,NA,90,NA,NA,NA
460701,2013,103,212,326,30,77,NA,113,NA,NA,NA
460701,2012,151,265,460,73,129,NA,126,NA,NA,NA
460701,2011,117,419,404,49,39,NA,57,NA,NA,NA
460701,2010,76,431,323,22,1,NA,NA,NA,NA,NA
452240,2011,21,439,135,NA,NA,NA,NA,NA,NA,NA
452240,2010,16,225,96,NA,NA,NA,NA,NA,NA,NA
543734,2015,393,409,154,91,532,NA,550,NA,NA,NA
543734,2014,10,22,14,9,78,NA,59,NA,NA,NA
543734,2013,128,158,41,58,352,NA,272,NA,NA,NA
543734,2012,64,93,NA,37,143,NA,170,NA,NA,NA
434666,2011,12,3,42,13,186,NA,NA,NA,NA,NA
434666,2010,25,29,81,23,182,NA,NA,NA,NA,NA
502130,2014,NA,16,4,4,NA,NA,NA,NA,NA,NA
502130,2013,NA,17,7,NA,NA,NA,NA,NA,NA,NA
502130,2012,NA,60,11,11,NA,NA,NA,NA,NA,NA
502130,2011,4,412,127,NA,NA,NA,NA,NA,NA,NA
502130,2010,10,493,144,NA,NA,NA,NA,NA,NA,NA
592705,2015,82,159,NA,35,NA,NA,NA,NA,NA,NA
592704,2013,15,124,50,41,33,NA,NA,NA,NA,NA
592704,2012,5,29,18,10,8,NA,NA,NA,NA,NA
592704,2011,2,202,89,21,1,NA,NA,NA,NA,NA
592704,2010,1,61,22,4,3,NA,NA,NA,NA,NA
607968,2015,25,94,31,NA,3,NA,NA,NA,NA,NA
607968,2014,31,59,33,NA,1,NA,NA,NA,NA,NA
434884,2014,2,78,15,30,10,NA,NA,NA,NA,NA
434884,2010,448,1076,190,246,123,NA,NA,NA,NA,NA
594985,2014,NA,NA,28,NA,105,NA,NA,NA,NA,NA
594985,2013,NA,NA,25,NA,41,NA,NA,NA,NA,NA
594985,2012,NA,NA,25,NA,67,NA,NA,NA,NA,NA
607706,2014,76,48,30,8,75,NA,NA,NA,NA,NA
607706,2013,70,110,35,7,180,NA,43,NA,NA,NA
573127,2015,NA,299,207,NA,NA,NA,NA,NA,NA,NA
573127,2014,NA,255,75,NA,NA,NA,NA,NA,NA,NA
573127,2013,NA,85,29,NA,NA,NA,NA,NA,NA,NA
475115,2015,14,538,1344,NA,1113,NA,199,NA,NA,NA
475115,2014,137,798,1316,NA,1046,NA,NA,NA,NA,NA
475115,2013,129,1293,754,NA,144,14,NA,NA,NA,NA
475115,2012,110,513,350,NA,398,28,NA,NA,NA,NA
475115,2011,71,251,111,NA,127,NA,NA,NA,NA,NA
475115,2010,21,294,171,NA,202,5,10,NA,NA,NA
543726,2015,1,629,170,194,NA,NA,NA,NA,NA,NA
543726,2014,65,912,202,98,153,NA,NA,NA,NA,NA
543726,2013,25,850,207,7,8,NA,NA,NA,NA,NA
543726,2012,1,938,195,5,5,NA,NA,NA,NA,NA
605452,2015,71,NA,386,NA,619,NA,NA,NA,NA,NA
605452,2014,NA,NA,3,NA,14,NA,NA,NA,NA,NA
424325,2015,NA,15,NA,1,3,NA,NA,NA,NA,NA
519229,2015,2,2,21,NA,27,NA,NA,NA,NA,NA
519229,2014,15,59,35,NA,34,NA,4,NA,NA,NA
572096,2015,200,896,70,32,NA,NA,NA,NA,NA,NA
572096,2014,214,1039,20,57,NA,NA,NA,NA,NA,NA
572096,2013,214,1160,17,61,NA,NA,NA,NA,NA,NA
572096,2012,8,410,27,65,NA,NA,NA,NA,NA,NA
543725,2014,NA,117,67,22,56,16,NA,NA,NA,NA
543725,2013,NA,145,73,40,71,17,NA,NA,NA,NA
