"mlbam_id","year","Change","Fourseam","Slider","Curve","Sinker","Split","Cutter","Knuckler","Slow.Curve","Screwball"
543725,2012,19,204,78,NA,82,27,NA,NA,NA,NA
543725,2011,1,2,1,NA,3,NA,NA,NA,NA,NA
543725,2010,3,64,26,NA,3,NA,NA,NA,NA,NA
466459,2013,NA,362,248,NA,NA,44,NA,NA,NA,NA
466459,2012,NA,37,11,NA,NA,8,NA,NA,NA,NA
466459,2011,NA,41,9,NA,NA,15,NA,NA,NA,NA
466459,2010,NA,22,NA,NA,NA,1,18,NA,NA,NA
449820,2010,106,194,30,1,NA,NA,NA,NA,NA,NA
489267,2015,NA,16,17,1,NA,NA,NA,NA,NA,NA
460349,2011,1,10,6,NA,NA,NA,NA,NA,NA,NA
460349,2010,76,232,74,NA,NA,NA,NA,NA,NA,NA
504083,2015,14,124,74,NA,22,NA,NA,NA,NA,NA
504083,2014,NA,12,3,NA,NA,NA,NA,NA,NA,NA
444468,2015,38,396,401,NA,254,NA,22,NA,NA,NA
444468,2014,11,513,164,NA,214,NA,79,NA,NA,NA
444468,2013,3,498,176,NA,198,NA,103,NA,NA,NA
489265,2015,36,207,518,NA,112,NA,NA,NA,NA,NA
489265,2014,99,224,478,1,128,NA,9,NA,NA,NA
489265,2013,63,208,479,NA,183,NA,55,NA,NA,NA
489265,2012,49,214,588,NA,150,NA,NA,NA,NA,NA
489265,2011,13,224,353,NA,69,NA,NA,NA,NA,NA
489265,2010,48,302,438,NA,213,NA,NA,NA,NA,NA
461865,2014,2,24,NA,1,NA,NA,NA,NA,NA,NA
460069,2013,19,125,NA,7,11,NA,NA,NA,NA,NA
460069,2012,545,1736,2,424,346,NA,NA,NA,NA,NA
460069,2011,634,1721,50,303,634,NA,NA,NA,NA,NA
460069,2010,746,1634,199,381,308,NA,NA,NA,NA,NA
544836,2015,4,403,NA,68,NA,NA,123,NA,NA,NA
544836,2014,NA,14,3,NA,NA,NA,NA,NA,NA,NA
544836,2013,8,66,12,NA,NA,NA,NA,NA,NA,NA
544836,2012,NA,20,7,NA,NA,NA,NA,NA,NA,NA
543716,2015,118,292,89,NA,NA,NA,NA,NA,NA,NA
449161,2014,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
449161,2013,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
449161,2012,14,424,202,28,NA,NA,NA,NA,NA,NA
449161,2010,4,111,11,21,NA,NA,NA,NA,NA,NA
469134,2015,8,224,84,158,103,NA,NA,NA,NA,NA
469134,2014,17,343,245,76,122,NA,43,NA,NA,NA
469134,2013,57,791,510,266,540,NA,108,NA,NA,NA
469134,2012,8,916,293,99,15,NA,121,NA,NA,NA
469134,2011,139,871,308,167,60,NA,NA,NA,NA,NA
469134,2010,52,698,232,184,114,NA,NA,NA,NA,NA
502158,2013,26,474,279,123,195,NA,NA,NA,NA,NA
502158,2012,44,517,392,117,365,NA,NA,NA,NA,NA
502158,2011,1,108,75,38,51,NA,NA,NA,NA,NA
502158,2010,25,136,76,22,92,NA,NA,NA,NA,NA
475054,2015,4,126,228,NA,317,NA,NA,NA,NA,NA
475054,2014,NA,13,18,NA,15,NA,NA,NA,NA,NA
475054,2013,NA,43,133,NA,160,NA,NA,NA,NA,NA
516853,2014,4,27,NA,2,NA,NA,NA,NA,NA,NA
516853,2012,5,21,NA,6,NA,NA,7,NA,NA,NA
434643,2015,76,561,NA,546,406,NA,NA,NA,NA,NA
434643,2014,61,97,NA,145,146,NA,NA,NA,NA,NA
434643,2013,100,254,NA,341,400,NA,NA,NA,NA,NA
434643,2012,328,972,NA,983,902,NA,NA,NA,NA,NA
434643,2011,300,973,NA,1159,688,NA,NA,NA,NA,NA
434643,2010,349,1128,NA,1154,549,NA,NA,NA,NA,NA
444126,2011,NA,NA,12,NA,16,NA,NA,NA,NA,NA
444126,2010,23,7,32,3,85,NA,NA,NA,NA,NA
469159,2014,1,44,NA,12,NA,NA,NA,NA,NA,NA
469159,2013,39,327,NA,86,7,NA,NA,NA,NA,NA
469159,2012,37,379,60,44,57,NA,NA,NA,NA,NA
469159,2011,130,836,NA,255,5,NA,NA,NA,NA,NA
469159,2010,23,455,NA,79,NA,NA,NA,NA,NA,NA
477557,2014,NA,11,NA,1,7,NA,7,NA,NA,NA
477557,2012,NA,7,NA,NA,NA,NA,11,NA,NA,NA
477557,2011,4,45,NA,12,117,NA,89,NA,NA,NA
477557,2010,5,116,NA,68,286,NA,317,NA,NA,NA
408061,2015,362,176,NA,100,208,NA,NA,NA,NA,NA
408061,2014,313,259,NA,167,329,NA,NA,NA,NA,NA
408061,2013,184,365,NA,158,32,NA,NA,NA,NA,NA
408061,2012,248,414,NA,234,326,NA,NA,NA,NA,NA
408061,2011,246,386,NA,260,364,NA,NA,NA,NA,NA
408061,2010,166,484,NA,212,88,NA,NA,NA,NA,NA
593958,2015,387,1332,230,NA,39,NA,16,NA,NA,NA
593958,2013,24,91,45,NA,NA,NA,NA,NA,NA,NA
444553,2012,5,49,24,NA,NA,NA,NA,NA,NA,NA
444553,2011,60,1006,376,NA,NA,NA,NA,NA,NA,NA
607074,2015,213,778,727,NA,633,NA,NA,NA,NA,NA
407845,2015,419,173,8,NA,513,NA,NA,NA,NA,NA
407845,2014,386,177,2,NA,665,NA,NA,NA,NA,NA
407845,2013,479,177,NA,NA,677,NA,NA,NA,NA,NA
407845,2012,409,75,5,NA,612,NA,NA,NA,NA,NA
407845,2011,161,189,70,NA,213,NA,NA,NA,NA,NA
407845,2010,397,363,16,NA,512,NA,NA,NA,NA,NA
500909,2013,23,1,17,NA,74,NA,NA,NA,NA,NA
500909,2011,3,18,NA,2,2,NA,NA,NA,NA,NA
500909,2010,2,5,NA,NA,5,NA,NA,NA,NA,NA
570663,2015,7,623,236,NA,NA,NA,NA,NA,NA,NA
570663,2013,17,59,27,NA,NA,NA,NA,NA,NA,NA
453203,2015,NA,13,NA,1,NA,NA,NA,NA,NA,NA
519208,2015,NA,6,NA,3,NA,NA,NA,NA,NA,NA
502356,2013,2,NA,5,NA,5,NA,NA,NA,NA,NA
502356,2012,10,26,227,NA,167,NA,NA,NA,NA,NA
502356,2010,4,134,40,7,NA,NA,NA,NA,NA,NA
425146,2013,36,17,25,NA,17,NA,NA,NA,NA,NA
425146,2011,2,19,10,NA,NA,NA,NA,NA,NA,NA
425146,2010,231,374,343,62,667,NA,NA,NA,NA,NA
502085,2015,17,NA,NA,291,14,NA,640,NA,NA,NA
502085,2014,10,NA,NA,378,NA,NA,684,NA,NA,NA
502085,2013,4,NA,NA,285,3,NA,767,NA,NA,NA
502085,2012,16,NA,NA,203,NA,NA,846,NA,NA,NA
502085,2011,28,NA,NA,256,NA,NA,947,NA,NA,NA
502085,2010,5,NA,1,305,NA,NA,921,NA,NA,NA
594977,2015,22,59,NA,54,84,NA,NA,NA,NA,NA
594977,2014,2,5,NA,1,1,NA,NA,NA,NA,NA
543699,2015,123,248,270,197,938,NA,NA,NA,NA,NA
543699,2014,306,489,445,253,1541,NA,NA,NA,NA,NA
543699,2013,58,29,152,74,446,NA,NA,NA,NA,NA
543698,2015,NA,7,NA,15,28,11,NA,NA,NA,NA
543698,2014,NA,4,NA,129,466,63,NA,NA,NA,NA
543698,2013,NA,NA,NA,5,73,5,NA,NA,NA,NA
543698,2011,NA,NA,NA,2,11,3,NA,NA,NA,NA
553878,2015,35,563,141,NA,1,NA,NA,NA,NA,NA
553878,2014,5,24,7,NA,NA,NA,NA,NA,NA,NA
553878,2012,7,15,4,NA,NA,NA,NA,NA,NA,NA
346800,2010,NA,33,15,NA,50,NA,NA,NA,NA,NA
121250,2013,NA,NA,NA,NA,100,NA,853,NA,NA,NA
121250,2012,NA,NA,NA,NA,18,NA,121,NA,NA,NA
121250,2011,NA,NA,NA,NA,111,NA,801,NA,NA,NA
121250,2010,NA,NA,NA,NA,147,NA,865,NA,NA,NA
429721,2011,4,NA,NA,41,74,NA,NA,NA,NA,NA
429721,2010,2,NA,NA,8,37,NA,NA,NA,NA,NA
346799,2010,NA,36,32,NA,NA,NA,NA,NA,NA,NA
516589,2015,8,39,1,42,118,NA,145,NA,NA,NA
516589,2014,69,247,NA,270,142,NA,530,NA,4,NA
516589,2013,58,268,6,187,156,NA,276,NA,NA,NA
516589,2012,15,52,30,9,30,NA,NA,NA,NA,NA
592677,2015,28,91,118,NA,NA,NA,NA,NA,NA,NA
592677,2014,14,45,31,NA,NA,NA,NA,NA,NA,NA
592677,2013,NA,5,1,NA,NA,NA,NA,NA,NA,NA
446341,2014,3,10,4,8,10,NA,NA,NA,NA,NA
446341,2012,NA,34,NA,22,NA,NA,NA,NA,NA,NA
446341,2011,NA,3,1,2,NA,NA,NA,NA,NA,NA
450580,2010,6,235,44,NA,2,NA,NA,NA,NA,NA
572070,2015,1,1548,1081,186,424,NA,NA,NA,NA,NA
572070,2014,15,976,804,157,765,NA,NA,NA,NA,NA
572070,2013,37,942,622,106,714,NA,NA,NA,NA,NA
572070,2012,65,431,291,32,364,NA,NA,NA,NA,NA
572070,2011,14,83,85,NA,67,NA,NA,NA,NA,NA
572070,2010,3,5,5,NA,21,NA,NA,NA,NA,NA
453385,2015,36,58,NA,51,493,NA,33,NA,NA,NA
453385,2013,137,NA,NA,138,700,NA,127,NA,NA,NA
453385,2012,552,NA,NA,327,2103,NA,415,NA,NA,NA
453385,2011,194,NA,NA,111,1064,NA,400,NA,NA,NA
453385,2010,486,NA,NA,138,2011,NA,655,NA,NA,NA
446488,2014,NA,2,60,NA,181,28,NA,NA,NA,NA
446488,2013,NA,31,200,NA,402,132,NA,NA,NA,NA
446488,2012,NA,18,2,NA,23,1,NA,NA,NA,NA
446488,2010,NA,11,5,NA,13,NA,NA,NA,NA,NA
121125,2011,18,436,162,NA,NA,NA,NA,NA,NA,NA
121125,2010,13,643,233,NA,NA,NA,NA,NA,NA,NA
453353,2013,31,27,NA,55,242,NA,111,NA,NA,NA
453353,2012,14,2,NA,5,49,NA,18,NA,NA,NA
453353,2011,60,73,NA,62,226,NA,114,NA,NA,NA
453353,2010,16,13,NA,19,89,NA,25,NA,NA,NA
457456,2015,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
457456,2011,316,967,276,90,791,NA,NA,NA,NA,NA
457456,2010,9,47,37,13,22,NA,NA,NA,NA,NA
121096,2013,1,NA,8,NA,20,NA,NA,NA,NA,NA
121096,2011,5,11,10,NA,32,NA,NA,NA,NA,NA
121096,2010,59,92,221,18,220,NA,NA,NA,NA,NA
434592,2013,73,146,43,27,91,NA,NA,NA,NA,NA
434592,2012,34,790,66,219,NA,NA,NA,NA,NA,NA
434592,2011,36,916,NA,255,28,NA,NA,NA,NA,NA
434592,2010,21,294,NA,81,6,NA,NA,NA,NA,NA
448656,2013,1,6,10,NA,NA,NA,NA,NA,NA,NA
448656,2011,16,96,53,NA,NA,NA,NA,NA,NA,NA
474256,2013,3,25,47,NA,91,NA,NA,NA,NA,NA
519175,2014,18,386,173,NA,NA,NA,NA,NA,NA,NA
519175,2013,37,249,101,NA,NA,NA,NA,NA,NA,NA
519175,2011,5,82,35,NA,11,NA,NA,NA,NA,NA
607068,2015,6,4,9,NA,32,NA,NA,NA,NA,NA
607068,2012,4,NA,5,NA,16,NA,NA,NA,NA,NA
592665,2015,9,671,321,NA,NA,NA,NA,NA,NA,NA
592665,2014,6,731,236,NA,NA,NA,NA,NA,NA,NA
592665,2013,83,735,388,NA,NA,NA,NA,NA,NA,NA
592665,2012,102,696,132,NA,NA,NA,NA,NA,NA,NA
592665,2011,9,95,33,NA,NA,NA,NA,NA,NA,NA
445170,2015,8,205,66,NA,NA,NA,NA,NA,NA,NA
445170,2014,58,159,273,13,666,NA,NA,NA,NA,NA
445170,2013,79,776,383,NA,42,NA,NA,NA,NA,NA
445170,2012,5,60,19,NA,7,NA,NA,NA,NA,NA
489232,2013,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
595371,2015,1,5,24,NA,28,NA,NA,NA,NA,NA
595371,2012,NA,9,16,NA,20,NA,NA,NA,NA,NA
607067,2015,17,163,NA,99,150,NA,99,NA,NA,NA
459988,2012,3,5,8,1,3,NA,NA,NA,NA,NA
459988,2010,2,24,19,8,15,NA,7,NA,NA,NA
592662,2015,178,1136,399,17,417,NA,NA,NA,NA,NA
592662,2014,142,337,68,NA,NA,NA,NA,NA,NA,NA
444884,2011,NA,384,157,12,NA,32,NA,NA,NA,NA
444884,2010,NA,617,222,82,NA,18,NA,NA,NA,NA
502051,2015,1,151,35,NA,NA,NA,NA,NA,NA,NA
502051,2012,1,113,7,29,NA,NA,NA,NA,NA,NA
400010,2014,9,27,20,4,7,NA,NA,NA,NA,NA
400010,2013,20,162,59,34,14,NA,NA,NA,NA,NA
400010,2012,47,475,331,45,21,NA,NA,NA,NA,NA
400010,2011,92,432,229,69,77,NA,NA,NA,NA,NA
400010,2010,56,362,254,107,155,NA,NA,NA,NA,NA
519169,2015,14,185,107,25,NA,NA,NA,NA,NA,NA
519169,2014,13,122,11,35,1,NA,NA,NA,NA,NA
519169,2013,NA,9,1,1,NA,NA,NA,NA,NA,NA
474284,2015,114,159,49,47,NA,NA,NA,NA,NA,NA
474284,2014,188,380,202,144,17,NA,NA,NA,NA,NA
474284,2013,71,197,67,58,6,NA,NA,NA,NA,NA
474284,2012,32,48,13,14,NA,NA,NA,NA,NA,NA
449060,2014,NA,7,12,NA,18,NA,NA,NA,NA,NA
449060,2013,1,9,7,NA,14,NA,NA,NA,NA,NA
449060,2012,6,53,295,NA,269,NA,NA,NA,NA,NA
449060,2011,2,64,133,NA,88,NA,NA,NA,NA,NA
449060,2010,1,57,54,NA,43,NA,NA,NA,NA,NA
519168,2015,23,184,30,56,NA,NA,NA,NA,NA,NA
519168,2014,67,420,16,132,NA,NA,NA,NA,NA,NA
519168,2013,3,16,NA,7,NA,NA,NA,NA,NA,NA
459987,2015,37,372,281,90,NA,NA,NA,NA,NA,NA
459987,2014,135,151,321,105,577,NA,NA,NA,NA,NA
459987,2013,172,109,113,113,528,NA,NA,NA,NA,NA
459987,2012,39,128,32,61,168,NA,NA,NA,NA,NA
459987,2011,130,291,57,109,98,NA,NA,NA,NA,NA
459987,2010,47,82,70,23,68,NA,NA,NA,NA,NA
573109,2015,253,470,301,5,24,NA,31,NA,NA,NA
573109,2014,179,486,223,73,39,NA,71,NA,NA,NA
573109,2013,188,761,283,79,5,NA,15,NA,NA,NA
573109,2012,19,83,25,18,NA,NA,7,NA,NA,NA
573109,2011,10,79,22,7,NA,NA,43,NA,NA,NA
430673,2014,45,109,20,NA,NA,NA,NA,NA,NA,NA
430673,2013,32,52,50,NA,NA,NA,NA,NA,NA,NA
430673,2012,335,471,256,NA,NA,NA,NA,NA,NA,NA
430673,2011,219,463,474,NA,NA,NA,NA,NA,NA,NA
430673,2010,175,618,365,NA,NA,NA,NA,NA,NA,NA
598287,2015,61,NA,53,NA,135,NA,NA,NA,NA,NA
598287,2013,NA,NA,41,NA,52,NA,NA,NA,NA,NA
519166,2015,1,156,65,25,NA,NA,NA,NA,NA,NA
519166,2014,NA,544,135,80,NA,NA,NA,NA,NA,NA
519166,2013,2,11,NA,NA,NA,NA,NA,NA,NA,NA
519166,2012,17,61,4,19,NA,NA,NA,NA,NA,NA
519166,2011,22,85,NA,17,NA,NA,NA,NA,NA,NA
542432,2015,46,128,40,NA,NA,NA,NA,NA,NA,NA
542432,2014,36,137,31,NA,NA,NA,NA,NA,NA,NA
500724,2015,NA,259,101,NA,NA,24,NA,NA,NA,NA
500724,2014,NA,11,4,NA,1,2,NA,NA,NA,NA
500724,2013,NA,236,137,NA,34,6,NA,NA,NA,NA
400141,2011,17,21,14,1,67,NA,12,NA,NA,NA
400141,2010,2,33,5,NA,11,NA,21,NA,NA,NA
541640,2015,556,618,397,116,718,NA,NA,NA,NA,NA
541640,2014,346,405,178,128,314,NA,NA,NA,NA,NA
541640,2013,221,368,244,124,422,NA,NA,NA,NA,NA
541640,2012,199,304,122,63,241,NA,NA,NA,NA,NA
541640,2010,2,NA,NA,1,2,NA,NA,NA,NA,NA
468517,2012,NA,334,21,14,NA,58,NA,NA,NA,NA
469735,2010,128,119,14,NA,9,NA,NA,NA,NA,NA
493351,2015,2,17,7,2,NA,NA,NA,NA,NA,NA
548384,2013,17,62,60,18,79,NA,1,NA,NA,NA
548384,2012,39,87,NA,51,119,NA,119,NA,NA,NA
430605,2015,5,13,NA,NA,5,NA,NA,NA,NA,NA
430605,2013,1,3,NA,NA,9,NA,NA,NA,NA,NA
500779,2015,326,1272,NA,1035,565,NA,151,NA,NA,NA
500779,2014,428,1770,NA,816,217,NA,90,NA,NA,NA
500779,2013,350,1605,NA,655,280,NA,447,NA,NA,NA
500779,2012,109,1028,NA,326,128,NA,559,NA,NA,NA
430589,2015,5,NA,307,NA,417,NA,NA,NA,NA,NA
430589,2014,2,1,252,NA,417,NA,NA,NA,NA,NA
430589,2013,NA,NA,302,NA,503,NA,NA,NA,NA,NA
430589,2012,15,NA,254,NA,573,NA,NA,NA,NA,NA
430589,2011,4,NA,462,NA,726,NA,NA,NA,NA,NA
430589,2010,5,NA,350,NA,717,NA,NA,NA,NA,NA
534812,2015,NA,744,1,241,NA,15,NA,NA,NA,NA
534812,2014,NA,695,67,152,7,43,NA,NA,NA,NA
534812,2013,NA,75,NA,17,NA,6,NA,NA,NA,NA
534812,2012,NA,98,1,27,NA,2,NA,NA,NA,NA
407816,2014,NA,73,6,NA,100,101,NA,NA,NA,NA
407816,2013,NA,185,89,NA,175,98,NA,NA,NA,NA
407816,2012,NA,292,41,NA,328,192,NA,NA,NA,NA
407816,2011,NA,509,81,NA,166,163,NA,NA,NA,NA
407816,2010,NA,438,86,NA,26,256,NA,NA,NA,NA
474029,2015,NA,102,NA,NA,NA,508,193,NA,NA,NA
474029,2014,NA,153,NA,NA,NA,487,247,NA,NA,NA
474029,2013,NA,69,3,NA,1,43,NA,NA,NA,NA
474029,2012,NA,18,1,NA,NA,11,NA,NA,NA,NA
474029,2011,NA,60,16,NA,NA,38,NA,NA,NA,NA
446367,2014,NA,38,NA,14,NA,7,NA,NA,NA,NA
446367,2013,NA,302,NA,107,1,65,NA,NA,NA,NA
446367,2012,NA,112,NA,57,83,45,NA,NA,NA,NA
453515,2014,6,27,14,NA,NA,NA,NA,NA,NA,NA
453515,2013,47,355,119,9,NA,NA,NA,NA,NA,NA
453515,2011,92,471,114,NA,NA,NA,NA,NA,NA,NA
453515,2010,2,490,99,20,NA,NA,NA,NA,NA,NA
543668,2014,1,23,10,1,NA,NA,NA,NA,NA,NA
543668,2013,5,142,51,16,NA,NA,NA,NA,NA,NA
543668,2012,13,321,104,8,NA,NA,NA,NA,NA,NA
456034,2015,819,1060,NA,297,840,NA,602,NA,NA,NA
456034,2014,761,661,NA,329,1531,NA,556,NA,NA,NA
456034,2013,469,422,NA,309,1107,NA,501,NA,NA,NA
456034,2012,386,401,NA,354,1551,NA,510,NA,NA,NA
456034,2011,413,774,NA,340,1884,NA,365,NA,NA,NA
456034,2010,169,1940,175,565,720,NA,NA,NA,NA,NA
519151,2015,6,166,118,104,26,NA,NA,NA,NA,NA
519151,2014,NA,113,128,77,63,NA,NA,NA,NA,NA
519151,2013,66,642,168,224,90,NA,NA,NA,NA,NA
519151,2012,3,63,8,38,NA,NA,NA,NA,NA,NA
519145,2014,13,332,125,NA,NA,NA,NA,NA,NA,NA
519145,2011,NA,7,8,NA,NA,NA,NA,NA,NA,NA
519145,2010,1,25,6,NA,NA,NA,NA,NA,NA,NA
519144,2015,279,732,41,380,1067,NA,233,NA,NA,NA
519144,2014,411,761,236,473,1019,NA,136,NA,NA,NA
519144,2013,433,564,183,464,1187,NA,NA,NA,NA,NA
519144,2012,386,389,442,97,1508,NA,NA,NA,NA,NA
519144,2011,378,599,619,84,1384,NA,NA,NA,NA,NA
519144,2010,250,517,446,73,1290,NA,NA,NA,NA,NA
456421,2012,1,26,NA,23,40,NA,NA,NA,NA,NA
519141,2015,37,833,NA,438,121,NA,NA,NA,NA,NA
519141,2014,11,488,NA,311,336,NA,NA,NA,NA,NA
519141,2013,16,236,NA,125,58,NA,NA,NA,NA,NA
519141,2012,119,1105,NA,244,226,NA,NA,NA,NA,NA
519141,2011,25,154,NA,42,68,NA,NA,NA,NA,NA
430594,2010,73,202,44,NA,1,NA,NA,NA,NA,NA
464416,2015,10,129,88,12,40,NA,NA,NA,NA,NA
464416,2014,121,479,232,65,106,NA,NA,NA,NA,NA
464416,2011,3,22,9,NA,1,NA,NA,NA,NA,NA
334492,2011,127,102,NA,256,1353,NA,412,NA,NA,NA
334492,2010,118,170,NA,324,1453,NA,292,NA,NA,NA
501381,2015,291,NA,877,NA,5,NA,1375,NA,NA,NA
501381,2014,123,NA,386,NA,2,NA,617,NA,NA,NA
501381,2011,171,1684,870,NA,23,NA,NA,NA,NA,NA
501381,2010,1,7,2,NA,NA,NA,NA,NA,NA,NA
572038,2015,NA,264,151,63,NA,NA,NA,NA,NA,NA
516935,2015,NA,49,NA,NA,64,52,NA,NA,NA,NA
516935,2014,NA,268,NA,NA,33,286,NA,NA,NA,NA
516935,2013,NA,78,NA,NA,14,52,NA,NA,NA,NA
516935,2010,NA,7,NA,NA,NA,2,NA,NA,NA,NA
452061,2013,3,32,NA,7,NA,NA,NA,NA,NA,NA
452061,2012,14,8,NA,33,50,NA,NA,NA,NA,NA
452061,2011,19,83,NA,56,28,NA,NA,NA,NA,NA
452061,2010,3,24,NA,6,NA,NA,NA,NA,NA,NA
475479,2015,140,585,NA,269,511,NA,344,NA,NA,NA
475479,2014,146,398,NA,267,468,NA,541,NA,NA,NA
475479,2013,109,277,NA,282,546,NA,283,NA,NA,NA
475479,2012,125,375,NA,336,615,NA,298,NA,NA,NA
475479,2011,16,20,NA,17,52,NA,29,NA,NA,NA
120485,2013,224,926,NA,386,481,NA,956,NA,NA,NA
120485,2012,113,517,NA,159,203,NA,338,NA,NA,NA
120485,2010,152,1002,NA,314,248,NA,472,NA,NA,NA
543643,2014,32,83,39,NA,16,NA,2,NA,NA,NA
543643,2013,315,691,141,NA,249,NA,263,NA,NA,NA
502593,2015,114,NA,36,NA,570,NA,52,NA,NA,NA
502593,2014,210,5,144,NA,811,NA,NA,NA,NA,NA
502593,2013,15,NA,103,NA,204,NA,NA,NA,NA,NA
502593,2011,5,17,15,NA,31,NA,NA,NA,NA,NA
433589,2015,126,548,NA,246,NA,NA,184,NA,NA,NA
433589,2014,162,893,NA,425,NA,NA,323,NA,NA,NA
433589,2013,52,401,NA,148,NA,NA,156,NA,NA,NA
433589,2012,17,105,NA,19,NA,NA,31,NA,NA,NA
433589,2011,NA,7,NA,NA,NA,NA,2,NA,NA,NA
433589,2010,10,54,NA,2,NA,NA,6,NA,NA,NA
519128,2011,2,15,1,NA,NA,NA,NA,NA,NA,NA
502260,2015,NA,168,NA,50,24,NA,NA,NA,NA,NA
502260,2014,NA,259,NA,66,20,NA,NA,NA,NA,NA
502260,2013,NA,464,NA,201,70,NA,NA,NA,NA,NA
502260,2012,NA,790,NA,277,157,NA,NA,NA,NA,NA
502260,2011,NA,663,NA,199,132,NA,NA,NA,NA,NA
502260,2010,NA,69,NA,10,22,NA,NA,NA,NA,NA
543634,2012,21,74,34,NA,34,NA,19,NA,NA,NA
543634,2011,18,286,241,NA,182,NA,NA,NA,NA,NA
543634,2010,41,637,280,NA,4,NA,NA,NA,NA,NA
450282,2015,NA,542,247,1,44,NA,NA,NA,NA,NA
450282,2014,NA,550,246,NA,162,NA,NA,NA,NA,NA
450282,2013,NA,547,259,NA,157,NA,NA,NA,NA,NA
450282,2012,4,491,372,NA,179,NA,NA,NA,NA,NA
450282,2011,13,198,275,1,415,NA,NA,NA,NA,NA
450282,2010,17,94,84,NA,147,NA,NA,NA,NA,NA
554234,2015,308,NA,NA,217,1336,NA,NA,NA,NA,NA
460370,2014,NA,10,20,NA,NA,NA,NA,NA,NA,NA
460370,2012,19,30,63,NA,NA,NA,NA,NA,NA,NA
460370,2011,5,235,647,NA,NA,NA,NA,NA,NA,NA
460370,2010,246,362,465,NA,NA,NA,NA,NA,NA,NA
424144,2015,2,282,313,NA,137,NA,NA,NA,NA,NA
424144,2014,1,385,367,3,242,NA,NA,NA,NA,NA
424144,2013,1,457,345,NA,221,NA,1,NA,NA,NA
424144,2012,NA,266,174,NA,75,NA,NA,NA,NA,NA
424144,2010,45,483,198,NA,159,NA,57,NA,NA,NA
448722,2013,7,321,242,NA,NA,NA,NA,NA,NA,NA
448722,2012,NA,76,83,NA,NA,NA,NA,NA,NA,NA
448722,2011,NA,41,43,NA,NA,NA,NA,NA,NA,NA
453198,2014,30,572,208,NA,24,NA,NA,NA,NA,NA
453198,2013,NA,617,296,NA,NA,NA,NA,NA,NA,NA
453198,2012,NA,675,291,NA,NA,NA,NA,NA,NA,NA
453198,2011,NA,769,211,NA,NA,NA,NA,NA,NA,NA
453198,2010,NA,824,256,NA,NA,NA,NA,NA,NA,NA
466412,2012,24,29,115,NA,131,NA,NA,NA,NA,NA
466412,2011,1,18,33,NA,18,NA,NA,NA,NA,NA
466412,2010,13,15,9,NA,25,NA,NA,NA,NA,NA
503449,2015,92,312,473,NA,789,NA,NA,NA,NA,NA
503449,2014,168,1104,946,NA,1024,NA,NA,NA,NA,NA
503449,2013,205,977,820,NA,1108,NA,NA,NA,NA,NA
503449,2012,26,228,105,4,91,NA,NA,NA,NA,NA
503449,2011,2,14,NA,5,NA,NA,NA,NA,NA,NA
407908,2015,NA,247,NA,96,NA,145,NA,NA,NA,NA
407908,2014,NA,421,NA,286,2,369,7,NA,NA,NA
407908,2013,NA,520,NA,302,NA,415,NA,NA,NA,NA
407908,2012,NA,470,NA,259,NA,341,1,NA,NA,NA
407908,2011,NA,582,NA,195,NA,242,40,NA,NA,NA
407908,2010,NA,382,NA,165,NA,172,NA,NA,NA,NA
207267,2014,NA,143,NA,84,213,76,5,NA,NA,NA
207267,2012,NA,101,NA,79,167,22,67,NA,NA,NA
207267,2011,NA,903,NA,385,1019,505,225,NA,NA,NA
207267,2010,NA,364,NA,136,NA,272,27,NA,NA,NA
435140,2010,NA,30,NA,24,24,NA,NA,NA,NA,NA
459983,2011,25,243,38,44,2,NA,NA,NA,NA,NA
516414,2015,26,300,168,NA,NA,NA,NA,NA,NA,NA
516414,2013,2,15,5,NA,NA,NA,NA,NA,NA,NA
516414,2012,4,15,6,NA,NA,NA,NA,NA,NA,NA
408241,2015,129,543,73,136,240,NA,518,NA,NA,NA
408241,2014,316,1263,259,337,559,38,723,NA,NA,NA
408241,2013,259,972,146,238,400,NA,598,NA,NA,NA
408241,2012,379,1640,388,409,147,NA,520,NA,NA,NA
408241,2011,212,630,215,111,300,NA,364,NA,5,NA
408241,2010,153,555,249,102,396,NA,310,NA,1,NA
502748,2015,14,46,15,10,NA,NA,NA,NA,NA,NA
502748,2014,181,1353,354,435,7,NA,NA,NA,NA,NA
502748,2013,138,952,155,268,22,NA,NA,NA,NA,NA
502748,2012,7,40,NA,12,NA,NA,NA,NA,NA,NA
502748,2011,46,136,NA,28,NA,NA,NA,NA,NA,NA
502748,2010,1,20,NA,5,NA,NA,NA,NA,NA,NA
572021,2015,NA,71,15,NA,NA,NA,NA,NA,NA,NA
572021,2013,3,38,10,NA,3,NA,NA,NA,NA,NA
572020,2015,138,917,NA,157,NA,NA,64,NA,NA,NA
572020,2014,120,921,92,252,NA,NA,NA,NA,NA,NA
572020,2013,47,299,1,66,NA,NA,11,NA,NA,NA
572020,2012,7,52,1,15,NA,NA,NA,NA,NA,NA
572020,2011,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
134321,2012,NA,115,124,NA,436,220,NA,NA,NA,NA
134321,2011,NA,230,590,NA,1825,734,NA,NA,NA,NA
