yearID,playerID,HR,BB,HBP,SO,IPouts,FIP
2010,rowlary01,25,44,7,49,328,6.55460975609756
2010,thayeda01,1,0,0,2,6,7.579
2010,youngch03,1,11,0,15,60,3.879
2010,hendrma01,9,20,3,55,226,4.08784955752212
2010,jacksst01,4,6,0,7,34,8.02017647058823
2010,delroen01,0,4,1,4,30,3.779
2010,reyesjo03,2,3,0,2,10,12.379
2010,cuetojo01,19,56,9,138,557,3.97307540394973
2010,henslcl01,3,29,4,77,225,2.86566666666667
2010,hernafe02,17,70,8,232,749,3.04295193591455
2010,perezch01,4,28,5,61,189,3.53931746031746
2010,braybi01,4,10,0,30,85,3.85547058823529
2010,correke01,20,64,5,115,435,4.71348275862069
2010,lowede01,18,61,4,136,581,3.88967125645439
2010,leecl02,16,18,1,185,637,2.58449450549451
2010,breslcr01,9,29,0,71,224,3.90935714285714
2010,zieglbr01,4,28,3,41,182,4.11746153846154
2010,frenclu01,13,29,4,37,263,5.29192775665399
2010,perezol01,9,42,4,37,139,6.98547482014389
2010,mickoka01,1,3,0,4,11,6.89718181818182
2010,cainma01,22,61,4,177,670,3.64765671641791
2010,rayro01,0,5,0,3,11,5.53354545454545
2010,zitoba01,20,84,7,150,598,4.24789632107023
2010,loganbo02,3,20,1,38,120,3.729
2010,detwiro01,5,14,1,17,89,5.64079775280899
2010,lerewan01,9,9,2,18,79,7.40811392405063
2010,ramirra02,7,27,0,46,208,4.23284615384615
