Cutter.bway.x,Cutter.bway.y,Cutter.hloc.x,Cutter.hloc.y,Cutter.maxmph.x,Cutter.maxmph.y,Cutter.mph.x,Cutter.mph.y,Cutter.pfx_x.x,Cutter.pfx_x.y,Cutter.pfx_z.x,Cutter.pfx_z.y,Cutter.vloc.x,Cutter.vloc.y,Cutter.x,Cutter.y,FIP.x,FIP.y,Fourseam.bway.x,Fourseam.bway.y,Fourseam.hloc.x,Fourseam.hloc.y,Fourseam.maxmph.x,Fourseam.maxmph.y,Fourseam.mph.x,Fourseam.mph.y,Fourseam.pfx_x.x,Fourseam.pfx_x.y,Fourseam.pfx_z.x,Fourseam.pfx_z.y,Fourseam.vloc.x,Fourseam.vloc.y,Fourseam.x,Fourseam.y,mlbam_id,yearID,tjs_label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47957894736842,4.01545454545455,6.92,6.49,0.32,0.2,96.09,97.63,93.87,94.4,-5.09,-4.9,8.33,9.07,-0.11,-0.02,347,770,453184,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94282608695652,7.17205882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453580,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90184729064039,2.86566666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454535,2011,0
5.38,9.26,0.32,0.22,92.18,93.36,89.55,90.95,2.77,1.23,4.1,4.55,-0.67,-0.55,93,54,3.66625806451613,3.77029787234043,4.04,6.19,0.42,0.28,97.99,98.27,94.9,95.33,-2.16,-3.12,8.16,7.31,-0.15,-0.1,223,113,455119,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.001125,3.345,6.07,4.49,0.23,0.14,94.84,95.23,92.6,92.49,5.91,4.5,12.37,12.67,-0.17,0.16,428,601,455374,2013,0
3.32,6.02,0.08,-0.24,87.87,88.9,84.5,84.75,-1.05,0.31,3.6,4.79,-0.6,-0.27,361,332,4.01435483870968,4.68811300639659,7.03,4.7,0.33,0.22,95.2,95.3,91.32,91.1,4.14,3.86,11.98,12.16,0.2,0.13,1251,1511,457918,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02360975609756,5.77147058823529,8.45,6.6,0.42,0.43,94.67,94.98,91.28,91.19,-6.51,-6.04,8.37,8.96,0.01,0.11,414,970,458950,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50177966101695,5.45053191489362,5.11,4.86,0.21,0.22,94.56,95.96,91.17,93.07,-5.23,-5.12,9.32,9.26,0.25,0.23,137,370,460072,2012,0
7.69,4.88,0.31,0.38,92.1,91.68,89.18,88.6,-0.09,0.23,3.14,5.3,-0.01,0.07,39,123,10.595,3.08882978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461212,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51465517241379,5.54328571428571,9.65,9.68,0.18,-0.01,95.79,96.21,93.45,92.77,-4.88,-6.08,8.66,8.83,0.02,0.25,114,31,462522,2011,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15580952380952,6.13890909090909,8.99,4.76,0.16,0.12,99.36,97.17,96.91,93.69,-5.92,-7.31,7.23,6.28,0.03,-0.12,178,21,473879,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.352,2.73611881188119,6.76,5.97,0.23,0.22,98.52,100.26,95.53,96.22,-5.77,-6.02,8.59,7.92,0.12,0.16,355,603,475857,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3059185520362,4.29954545454545,4.5,7.2,0.07,0.33,97.32,97.03,93.92,93.17,-7.79,-8.03,7.65,7.72,-0.21,-0.32,711,472,476570,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68323529411765,4.29874301675978,8.25,6.48,0.42,0.43,94.28,93.11,90.71,90.11,-4.68,-5.01,7.69,7.6,-0.05,0.09,606,540,488786,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06613471502591,3.40181818181818,5.56,3.7,0.23,0.18,99.4,98.11,95.8,94.57,-3.99,-3.9,9.89,9.91,0.29,0.11,899,162,502042,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.132,4.798,0,3.98,0.11,0.13,97.23,95.97,96.27,92.38,4.98,5.03,8.33,8.27,-0.2,-0.41,6,201,502154,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.87277777777778,4.93409090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502165,2012,0
2.65,2.78,0.49,0.08,91.38,92.21,89.06,87.72,-0.28,0.09,3.69,2.52,-0.62,-0.22,113,36,3.91861538461538,3.89103614457831,0,5.66,0.29,0.15,94.43,94.51,93.55,92.05,-5.65,-6.06,9.15,7.39,0.39,0.29,10,106,502239,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.624,4.91578378378378,7.99,6.9,0.31,0.25,96.78,95.07,94.55,93.27,-4.11,-4.19,8.54,9.96,0.03,0.03,313,116,502522,2015,0
0,0,0.15,0,94.5,0,90.09,0,-2.95,0,4.98,0,-0.72,0,26,0,3.18436363636364,5.17685053380783,6.34,6.15,0.25,0.25,98.61,98.75,94.71,94.84,-3.82,-4.55,7.98,7.64,-0.16,-0.1,284,520,506693,2013,0
0,0,0,0.27,0,93.16,0,90.69,0,-2.38,0,4.63,0,-0.47,0,6,3.85041791044776,3.57585026737968,5.62,8.1,0.27,0.17,94.96,98.64,91.75,94.53,-4.26,-3.97,8.25,8.57,0.15,0.08,89,531,506693,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.882,5.36228571428571,6.25,10.42,0.64,0.27,96.49,99.1,94.54,96.76,-2.56,-3.19,7.36,8.49,0.09,-0.21,16,96,514639,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47284297520661,3.28540909090909,0,4.82,-0.61,0.11,94.45,94.44,92.79,91.65,8.55,10.21,8.14,4.74,0.13,-0.4,8,83,519008,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72357142857143,3.13790322580645,13.73,3.17,0.35,0.23,95.37,94.22,92.72,92.58,9.77,9.7,7.99,8.35,-0.3,-0.27,51,63,519240,2012,0
5.56,2.11,0.78,0.47,92.09,93.23,89.23,89.36,-1.97,-1.05,7.24,7.18,-0.43,-0.12,72,95,3.974,3.95018181818182,0,0,0,-0.11,0,91,0,90.9,0,-4.45,0,8.38,0,0.16,0,2,542923,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66021739130435,8.025,0,0,1.24,0.73,90.31,88.5,90.07,87.59,-8.51,-7.79,4.06,1.64,-0.5,1.03,3,5,543136,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96710638297872,3.47224242424242,5.45,6.38,0.41,0.44,97.32,96.79,93.97,93.88,-3.9,-4.39,9.75,10.2,0.4,0.4,734,846,543331,2014,0
4.35,6.95,0.61,0.42,91.69,94.92,87.9,87.79,0.78,1.51,4.28,3.77,-0.3,-0.59,644,187,3.44568831168831,4.53637158469945,6.38,7.5,0.21,0.31,98.91,97.6,95.11,94.34,-4.92,-3.89,8.98,8.8,0.28,0.08,1332,1987,571946,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60433201581028,3.66179310344828,6.76,7.11,0.24,0.21,99.35,98.39,97.13,95.37,-0.51,0.12,7.43,5.54,-0.02,-0.04,976,942,572070,2014,0
0,5.26,0,0.74,0,87.85,0,83.75,0,0.29,0,4.25,0,-0.16,0,19,3.68634782608696,3.83458536585366,6.33,7.08,0.11,0.11,93.27,93.02,90.65,90.58,5.06,5.14,11.11,10.65,-0.24,0.02,616,565,572362,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.632,3.90514285714286,4.35,7.69,0.25,-0.17,91.13,93.81,88.98,91.22,-3.93,-6.08,8.25,8.85,0.43,0.14,46,39,572947,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.80066666666667,3.932,9.09,11.27,0.49,0.19,94.99,96.71,93.12,93.37,-5.18,-3.21,9.14,9.83,-0.11,0.1,22,142,592527,2015,0
3.12,2.71,0.06,-0.13,90.63,91.21,86.05,87.39,1.94,3.79,5.4,5.02,-1.04,-0.66,385,221,2.31115789473684,3.82989932885906,6.91,6.65,0.32,0.21,95.9,96.37,91.98,92.29,3.91,4.06,12.07,11.99,-0.1,-0.01,753,977,592767,2013,0
1.61,11.29,0.38,0.31,98.62,94.46,91.39,91.2,0.11,1.53,7.48,7.44,-0.03,-0.16,62,62,3.68463157894737,2.248,4.99,5.26,0.26,0.34,100.35,98.3,95.4,95.23,-5.01,-4.53,10.19,10.22,0.17,0.07,441,190,592836,2014,0
0,0,0,0.24,0,90.68,0,89.57,0,-1.97,0,4.66,0,-0.52,0,2,3.21192207792208,3.17677611940299,6.07,6.39,0.28,0.27,101.03,102.2,96.53,98.06,-4.43,-4.13,8.2,8.22,-0.07,-0.07,856,626,593372,2015,0
