"mlbam_id","yearID","HR","BB","HBP","SO","IPouts","FIP","Change","Fourseam","Slider","Curve","Sinker","Split","Cutter","Knuckler","Slow.Curve","Screwball","Fourseam.bway","Change.bway","Slider.bway","Sinker.bway","Curve.bway","Split.bway","Cutter.bway","Knuckler.bway","Slow.Curve.bway","Screwball.bway","Fourseam.vloc","Change.vloc","Slider.vloc","Sinker.vloc","Curve.vloc","Split.vloc","Cutter.vloc","Knuckler.vloc","Slow.Curve.vloc","Screwball.vloc","Fourseam.hloc","Change.hloc","Slider.hloc","Sinker.hloc","Curve.hloc","Split.hloc","Cutter.hloc","Knuckler.hloc","Slow.Curve.hloc","Screwball.hloc","Fourseam.pfx_z","Change.pfx_z","Slider.pfx_z","Sinker.pfx_z","Curve.pfx_z","Split.pfx_z","Cutter.pfx_z","Knuckler.pfx_z","Slow.Curve.pfx_z","Screwball.pfx_z","Fourseam.pfx_x","Change.pfx_x","Slider.pfx_x","Sinker.pfx_x","Curve.pfx_x","Split.pfx_x","Cutter.pfx_x","Knuckler.pfx_x","Slow.Curve.pfx_x","Screwball.pfx_x","Fourseam.maxmph","Change.maxmph","Slider.maxmph","Sinker.maxmph","Curve.maxmph","Split.maxmph","Cutter.maxmph","Knuckler.maxmph","Slow.Curve.maxmph","Screwball.maxmph","Fourseam.mph","Change.mph","Slider.mph","Sinker.mph","Curve.mph","Split.mph","Cutter.mph","Knuckler.mph","Slow.Curve.mph","Screwball.mph"
110683,2010,9,39,5,55,248,4.76045161290323,23,210,0,6,653,0,437,0,0,0,8.57,0,0,3.98,33.33,0,2.52,0,0,0,0.12,-0.2,0,-0.36,-0.72,0,-0.81,0,0,0,0.16,1.15,0,0.4,0.24,0,0.52,0,0,0,9.13,2.55,0,5.07,-3.15,0,3.46,0,0,0,-4.48,-5.8,0,-8.91,4.03,0,3.49,0,0,0,96.94,86.07,0,96.88,81.91,0,90.47,0,0,0,92.98,82.82,0,92.82,78.18,0,86.88,0,0,0
110683,2011,2,33,6,31,180,4.375,25,273,0,7,414,0,241,0,0,0,5.86,4,0,4.83,0,0,5.81,0,0,0,0.07,-0.3,0,-0.47,-1.99,0,-0.77,0,0,0,0.27,0.95,0,0.3,0.68,0,0.44,0,0,0,8.54,4.4,0,4.88,0.04,0,2.02,0,0,0,-3.07,-5.16,0,-8.47,4.76,0,3.67,0,0,0,96.23,87.7,0,96.71,78.66,0,91.08,0,0,0,92.94,82.67,0,93.26,77.07,0,86.76,0,0,0
110683,2012,6,33,1,36,158,5.14563291139241,58,207,0,15,375,0,311,0,0,0,7.73,0,0,4.27,0,0,3.54,0,0,0,0.29,-0.56,0,-0.44,-0.89,0,-0.72,0,0,0,0.41,0.87,0,0.45,0.73,0,0.57,0,0,0,8.98,4.8,0,6.64,-1.78,0,2.08,0,0,0,-1.92,-4.33,0,-7.57,5.26,0,4.48,0,0,0,96.02,85.86,0,95.77,82.04,0,94.47,0,0,0,92.34,82.88,0,93,78.07,0,86.11,0,0,0
112020,2010,21,63,13,179,705,3.68751063829787,126,71,0,951,1652,0,709,0,0,0,8.45,4.76,0,7.93,4.21,0,4.65,0,0,0,0.49,-0.68,0,-0.22,-0.68,0,-0.42,0,0,0,0.11,0.8,0,0.21,0.42,0,0.3,0,0,0,8.71,5.85,0,5.56,-8.68,0,3.45,0,0,0,-4.19,-7.18,0,-8.46,7.31,0,1.68,0,0,0,94.55,87.47,0,95.95,78.01,0,91.39,0,0,0,92.08,84.98,0,92.03,74.77,0,86.99,0,0,0
112020,2011,16,55,6,191,712,3.06292134831461,77,690,0,847,1418,0,1091,0,0,0,5.51,6.49,0,6.77,4.72,0,6.23,0,0,0,0.12,-0.54,0,-0.23,-0.72,0,-0.48,0,0,0,0.08,0.82,0,0.35,0.44,0,0.34,0,0,0,8.28,3.4,0,4.81,-9.21,0,3.54,0,0,0,-4.09,-6.32,0,-8.54,7.95,0,1.64,0,0,0,97.18,88.38,0,96.63,78.78,0,94.6,0,0,0,93.71,86.27,0,92.85,75.43,0,88.36,0,0,0
112020,2012,2,3,2,12,51,4.095,25,189,0,86,106,0,107,0,0,0,5.29,0,0,3.77,1.16,0,4.67,0,0,0,-0.28,-0.89,0,-0.34,-0.61,0,-0.63,0,0,0,0.17,1.13,0,0.33,0.44,0,0.52,0,0,0,9.21,3.12,0,4.98,-8.32,0,4.76,0,0,0,-4.84,-8.32,0,-8.55,8.02,0,1.67,0,0,0,94.65,87.66,0,93.85,77.01,0,89.41,0,0,0,91.89,85.26,0,91.4,74.86,0,87.17,0,0,0
112526,2011,21,40,3,135,493,3.82824543610548,106,965,324,0,1087,0,34,0,0,0,4.87,3.77,6.48,6.62,0,0,5.88,0,0,0,0.17,-0.88,-0.88,-0.17,0,0,0.48,0,0,0,0.69,0.64,0.51,0.27,0,0,0.23,0,0,0,9.99,5.72,1.02,5.11,0,0,7.19,0,0,0,-4.98,-7.53,1.99,-8.98,0,0,-1.32,0,0,0,97.21,87.33,90.38,95.83,0,0,92.77,0,0,0,93.79,83.37,84.48,91.62,0,0,90.62,0,0,0
112526,2012,17,23,1,91,457,3.82366520787746,78,561,139,0,1269,0,1,0,0,0,5.53,5.13,5.04,7.8,0,0,0,0,0,0,0.04,-0.57,-0.68,-0.08,0,0,0.43,0,0,0,0.69,0.37,0.47,0.35,0,0,1.39,0,0,0,9.53,5.4,1.78,4.99,0,0,6.49,0,0,0,-5.72,-7.81,1.66,-9.25,0,0,-0.47,0,0,0,96.66,86.09,87.26,95.37,0,0,89.29,0,0,0,92.9,83.93,83.89,90.52,0,0,89.29,0,0,0
112526,2013,14,29,0,117,571,3.23188791593695,154,915,280,0,1611,0,11,0,0,0,5.79,9.09,3.21,7.95,0,0,9.09,0,0,0,0.05,-0.55,-0.94,-0.09,0,0,-0.2,0,0,0,0.68,0.45,0.51,0.33,0,0,0.56,0,0,0,9.3,6.02,1.97,5.3,0,0,6.9,0,0,0,-5.71,-7.47,1.16,-9.33,0,0,-1.66,0,0,0,97.09,87.07,89.17,95.31,0,0,91.86,0,0,0,93.02,83.42,84.16,89.97,0,0,89.41,0,0,0
112526,2014,22,30,5,151,607,3.57186820428336,170,899,354,0,1573,0,12,0,0,0,7.9,2.35,4.24,6.29,0,0,16.67,0,0,0,0,-0.98,-0.88,-0.21,0,0,-0.13,0,0,0,0.71,0.56,0.59,0.29,0,0,0.5,0,0,0,9.37,5.72,1.71,5.07,0,0,6.49,0,0,0,-4.45,-7.63,1.77,-9.09,0,0,-1.94,0,0,0,95.12,86.83,87.42,92.79,0,0,91.62,0,0,0,91.39,82.32,82.93,88.62,0,0,87.37,0,0,0
112526,2015,25,24,4,136,584,3.83776712328767,193,783,246,0,1480,0,25,0,0,0,5.75,4.66,3.66,8.31,0,0,0,0,0,0,0.1,-0.74,-0.9,-0.26,0,0,-0.23,0,0,0,0.63,0.6,0.65,0.24,0,0,0.75,0,0,0,9.4,5.61,1.98,4.99,0,0,6.18,0,0,0,-4.06,-7.37,1.54,-9,0,0,-0.81,0,0,0,95.1,86.18,87.14,92.99,0,0,91.02,0,0,0,91.1,82.17,82.86,88.13,0,0,86.96,0,0,0
115629,2010,2,6,2,18,48,3.954,5,250,43,31,0,0,0,0,0,0,6,20,4.65,0,3.23,0,0,0,0,0,0.21,-0.63,-0.41,0,-1.33,0,0,0,0,0,0.34,0.36,0.33,0,0.37,0,0,0,0,0,10.01,7.01,5.93,0,-5.12,0,0,0,0,0,-5.11,-6.13,0.9,0,2.3,0,0,0,0,0,96.92,85.13,92.79,0,81.13,0,0,0,0,0,93.22,82.25,88.56,0,78.53,0,0,0,0,0
115629,2011,1,10,0,28,145,2.75603448275862,8,511,191,92,0,0,0,0,0,0,5.68,0,5.76,0,6.52,0,0,0,0,0,0.25,-0.42,-0.46,0,-0.73,0,0,0,0,0,0.17,0.62,0.54,0,0.43,0,0,0,0,0,8.82,7.14,4.73,0,-6.24,0,0,0,0,0,-6.09,-4.16,1.93,0,3.09,0,0,0,0,0,97.6,89.64,91.47,0,81.39,0,0,0,0,0,93.39,86.53,88.05,0,78.38,0,0,0,0,0
115629,2012,5,13,0,23,126,4.47595238095238,28,511,127,63,0,0,0,0,0,0,8.22,3.57,3.15,0,0,0,0,0,0,0,0.19,-0.46,-0.71,0,-0.37,0,0,0,0,0,0.31,0.39,0.35,0,0.62,0,0,0,0,0,8.56,4.97,3.84,0,-7.75,0,0,0,0,0,-6.67,-5.23,1.89,0,4.5,0,0,0,0,0,96.27,88.93,90.12,0,81.21,0,0,0,0,0,92.93,85.93,86.92,0,77.55,0,0,0,0,0
115629,2013,6,10,1,55,212,3.06215094339623,42,721,195,50,0,0,0,0,0,0,6.24,2.38,2.56,0,2,0,0,0,0,0,0.14,-0.61,-0.67,0,-0.89,0,0,0,0,0,0.32,0.89,0.53,0,0.53,0,0,0,0,0,7.95,8.02,4.22,0,-7.38,0,0,0,0,0,-7.03,-6.89,1.09,0,3.82,0,0,0,0,0,97.25,87.49,91.79,0,82.94,0,0,0,0,0,93.57,84.52,88.51,0,78.96,0,0,0,0,0
115629,2014,3,13,0,32,163,3.38966871165644,9,1,140,57,610,0,0,0,0,0,0,11.11,4.29,6.72,1.75,0,0,0,0,0,0.09,-0.39,-0.61,0.15,-0.89,0,0,0,0,0,0.39,0.79,0.36,0.16,0.26,0,0,0,0,0,10.3,7.06,3.52,7.42,-3.95,0,0,0,0,0,-3.97,-5.69,1.14,-6.46,2.53,0,0,0,0,0,93,84.81,91.87,97.91,82.1,0,0,0,0,0,93,83.71,87.85,93.81,78.84,0,0,0,0,0
115629,2015,4,7,0,34,116,3.26331034482759,41,11,96,8,416,0,0,0,0,0,0,0,3.13,6.97,0,0,0,0,0,0,0.38,-0.2,-0.46,-0.08,-1.02,0,0,0,0,0,0.08,0.67,0.16,0.18,0.06,0,0,0,0,0,10.83,6.04,4.15,7.77,-6.23,0,0,0,0,0,-4.14,-6.86,1.15,-7.47,3.31,0,0,0,0,0,94.92,87.27,91.46,96.53,80.36,0,0,0,0,0,93.54,84.48,87.67,93.69,78.65,0,0,0,0,0
115817,2010,16,64,4,114,635,3.94829133858268,239,522,0,175,1470,0,644,0,172,0,4.79,0.84,0,4.69,3.43,0,4.66,0,4.65,0,-0.19,-1.06,0,-0.21,-0.55,0,-0.68,0,-0.68,0,0.83,1.01,0,0.66,0.67,0,0.74,0,0.64,0,9,4.11,0,6.45,-4.21,0,4.76,0,-4.41,0,-5.51,-7.26,0,-8.16,8.98,0,1.31,0,8.34,0,88.38,82.8,0,89.78,71.71,0,84.48,0,67.03,0,84.52,78.45,0,84.7,68.65,0,80.01,0,64.27,0
115817,2011,16,46,5,99,526,3.95465779467681,265,236,0,294,1041,0,718,0,107,0,2.97,3.4,0,5.19,7.48,0,4.6,0,6.54,0,-0.01,-0.93,0,-0.26,-0.43,0,-0.59,0,-0.74,0,0.78,1.03,0,0.71,0.6,0,0.58,0,0.59,0,9.44,3.63,0,6.39,-5.22,0,3.63,0,-4.66,0,-5.55,-7.25,0,-8.12,9.06,0,1.67,0,9.24,0,88.21,81.74,0,88.27,73.55,0,84.19,0,66.5,0,84.33,78.2,0,84.37,68.33,0,79.38,0,62.76,0
115817,2012,15,16,1,48,202,5.32272277227723,65,93,0,173,450,0,282,0,34,0,1.08,3.08,0,4.22,4.05,0,5.32,0,0,0,0.27,-0.89,0,-0.23,-0.68,0,-0.72,0,-1.11,0,0.76,0.94,0,0.83,0.77,0,0.79,0,0.33,0,9.42,3.89,0,6.06,-4.95,0,3.61,0,-4.79,0,-5.31,-7.14,0,-8.2,9.14,0,1.76,0,8.48,0,87.59,84,0,88.05,72.81,0,83.98,0,66.28,0,84.92,78.48,0,84.56,68.38,0,80.19,0,63.71,0
117955,2010,18,61,4,136,581,3.88967125645439,532,30,556,0,2057,0,124,0,0,0,6.67,1.69,2.16,3.99,0,0,1.61,0,0,0,0.08,-1.22,-0.95,-0.76,0,0,-0.32,0,0,0,0.68,0.65,0.9,0.34,0,0,0.09,0,0,0,7.58,1.26,-1.74,2,0,0,4.34,0,0,0,-6.7,-6.99,2.43,-9.37,0,0,-0.14,0,0,0,90.35,87.2,86.44,92.5,0,0,88.57,0,0,0,88.89,84.41,81.38,88.97,0,0,86.07,0,0,0
117955,2011,14,70,3,137,561,3.70414438502674,510,68,806,0,1537,0,284,0,0,0,2.94,1.96,4.22,3.51,0,0,2.82,0,0,0,0.13,-1.16,-0.88,-0.76,0,0,-0.48,0,0,0,0.36,0.82,0.83,0.46,0,0,0.11,0,0,0,7.38,0.28,-1.1,1.42,0,0,4.81,0,0,0,-7.01,-7.59,1.91,-9.71,0,0,-1.42,0,0,0,90.98,85.99,84.57,91.14,0,0,88.07,0,0,0,88.68,83.78,80.89,88.65,0,0,85.94,0,0,0
117955,2012,10,51,3,55,428,4.37070093457944,268,22,360,0,1546,0,153,0,0,0,9.09,1.87,6.11,4.72,0,0,3.92,0,0,0,0.52,-0.99,-0.74,-0.65,0,0,-0.11,0,0,0,0.19,0.64,0.66,0.39,0,0,0.22,0,0,0,6.27,0.06,-0.08,1.66,0,0,5.86,0,0,0,-7.14,-7.93,1.61,-9.68,0,0,-3.54,0,0,0,91.03,86.8,84.07,91.15,0,0,89.87,0,0,0,88.42,84.04,81.45,88.61,0,0,87.01,0,0,0
117955,2013,3,3,2,8,39,5.97107692307692,17,5,44,0,253,0,22,0,0,0,20,0,6.82,7.11,0,0,9.09,0,0,0,-0.15,-0.78,-1.21,-0.57,0,0,-0.06,0,0,0,-0.48,0.74,0.29,0.28,0,0,0.38,0,0,0,8.68,1.21,-0.66,3.03,0,0,6.36,0,0,0,-8.24,-7.53,1.92,-9.58,0,0,-1.48,0,0,0,89.82,85.47,82.88,91.16,0,0,87.99,0,0,0,88.87,84.32,81.18,88.83,0,0,86.57,0,0,0
119125,2010,2,16,2,22,108,4.079,70,234,234,0,95,0,0,0,0,0,8.97,0,5.98,6.32,0,0,0,0,0,0,-0.22,-0.67,-0.7,-0.41,0,0,0,0,0,0,0.15,0.7,0.72,0.39,0,0,0,0,0,0,8.3,3.64,0.95,4.63,0,0,0,0,0,0,6.33,7.63,-4.51,10.04,0,0,0,0,0,0,91.81,85.07,85.69,90.65,0,0,0,0,0,0,88.27,81.64,78.4,87.99,0,0,0,0,0,0
119125,2011,2,12,2,12,64,5.0875,33,132,123,0,96,0,0,0,0,0,4.55,6.06,4.88,4.17,0,0,0,0,0,0,-0.18,-0.63,-0.65,-0.47,0,0,0,0,0,0,0,0.66,0.75,0.24,0,0,0,0,0,0,8.08,3.08,1.65,4.36,0,0,0,0,0,0,6.98,8.24,-4.77,10.57,0,0,0,0,0,0,90.81,87.53,81.61,90.84,0,0,0,0,0,0,87.85,81.29,77.77,87.55,0,0,0,0,0,0
119154,2010,30,65,6,132,572,4.85697202797203,197,0,748,309,1311,0,642,0,0,0,0,2.03,4.55,5.26,2.27,0,4.83,0,0,0,0,-0.54,-0.25,0.09,-0.86,0,0.4,0,0,0,0,0.83,0.43,0.46,0.75,0,0.42,0,0,0,0,6.35,3.49,8.15,-7.37,0,9.67,0,0,0,0,-7.88,1.31,-7.3,6.09,0,-2.19,0,0,0,0,88.22,92.37,94.29,76.1,0,93.66,0,0,0,0,82.21,84.54,89.88,72.09,0,89.49,0,0,0
119154,2011,9,8,0,36,163,4.29493865030675,64,0,179,68,364,0,158,0,0,0,0,0,5.59,7.14,0,0,3.8,0,0,0,0,-0.4,-0.21,0.24,-1.02,0,0.45,0,0,0,0,0.8,0.34,0.43,0.64,0,0.44,0,0,0,0,6.52,1.71,7.29,-6.53,0,7.53,0,0,0,0,-6.02,2.15,-6.09,3.67,0,-2.01,0,0,0,0,84.65,90.98,92.51,75.27,0,92.32,0,0,0,0,82.4,83.72,89.97,72.57,0,89.59,0,0,0
119154,2012,13,56,3,107,483,3.91487577639752,152,0,525,172,1211,0,705,0,0,0,0,3.29,3.81,5.53,4.65,0,6.38,0,0,0,0,-0.45,-0.35,0.29,-0.64,0,0.41,0,0,0,0,0.98,0.52,0.53,0.7,0,0.49,0,0,0,0,6.46,1.43,7.87,-7.76,0,8.81,0,0,0,0,-7.78,2.22,-6.8,4.41,0,-1.26,0,0,0,0,86.51,89.65,94.07,77.11,0,93.54,0,0,0,0,83.06,84.23,90.76,73.28,0,90.33,0,0,0
119984,2010,4,15,2,65,185,2.64116216216216,13,712,0,343,103,0,0,0,0,0,5.62,0,0,6.8,5.83,0,0,0,0,0,0.04,-1.42,0,-0.23,-0.54,0,0,0,0,0,0.13,0.31,0,0.27,0.5,0,0,0,0,0,7.72,3.49,0,5.75,-0.25,0,0,0,0,0,1.81,8.66,0,8.18,-6.31,0,0,0,0,0,97.01,86.74,0,91.92,81.52,0,0,0,0,0,89.79,84.39,0,90.1,78.21,0,0,0,0,0
119984,2011,3,11,1,44,153,2.77009803921569,13,501,0,288,162,0,0,0,0,0,6.19,0,0,10.49,4.86,0,0,0,0,0,0.11,-0.93,0,-0.15,-0.6,0,0,0,0,0,0.06,0.46,0,0.15,0.48,0,0,0,0,0,7.31,3.96,0,7.2,-0.79,0,0,0,0,0,1.24,9.69,0,8.39,-5.63,0,0,0,0,0,91.36,85.83,0,93.44,82.69,0,0,0,0,0,89.03,83.72,0,89.94,77.77,0,0,0,0,0
119984,2012,3,15,4,52,170,2.95382352941176,12,520,0,210,131,0,0,0,0,0,4.42,16.67,0,7.63,3.33,0,0,0,0,0,-0.07,-1.18,0,-0.35,-0.92,0,0,0,0,0,-0.01,0.05,0,0.13,0.36,0,0,0,0,0,7.57,2.47,0,5.49,-2.72,0,0,0,0,0,2.18,9.67,0,8.65,-6.79,0,0,0,0,0,92.22,85.7,0,91.7,79.99,0,0,0,0,0,88.66,83.77,0,89.46,76.16,0,0,0,0,0
119984,2013,6,15,2,40,147,4.048,22,342,0,180,166,0,0,0,0,0,4.09,0,0,9.64,3.33,0,0,0,0,0,-0.2,-1,0,-0.43,-0.84,0,0,0,0,0,0.12,-0.17,0,0.09,0.22,0,0,0,0,0,8.31,3.63,0,7.79,-1.61,0,0,0,0,0,2.67,9.73,0,8.35,-6.42,0,0,0,0,0,90.3,84.04,0,90.94,78.76,0,0,0,0,0,87.9,82.58,0,88.61,75.72,0,0,0,0,0
120485,2010,13,41,3,101,387,3.84644186046512,152,1002,0,314,248,0,472,0,0,0,5.99,0.66,0,2.02,5.41,0,4.87,0,0,0,0.12,-0.88,0,-0.12,-0.35,0,-0.92,0,0,0,0.22,0.56,0,0.44,0.47,0,0.02,0,0,0,10.52,3.52,0,7.61,-2.23,0,2.11,0,0,0,2.11,9.09,0,8,-6.62,0,-2.7,0,0,0,93.96,84.55,0,93.32,83.06,0,91.04,0,0,0,90.1,81.05,0,89.82,76.07,0,83.93,0,0,0
120485,2012,8,21,0,69,226,3.47995575221239,113,517,0,159,203,0,338,0,0,0,5.8,0.89,0,3.45,6.29,0,2.96,0,0,0,0.15,-1,0,-0.44,-0.23,0,-1.11,0,0,0,0.15,0.43,0,0.24,0.48,0,0.06,0,0,0,10.74,4.04,0,8.41,-0.96,0,3.47,0,0,0,1.89,8.65,0,8.51,-6.98,0,-2.59,0,0,0,91.92,84.46,0,91.13,78.42,0,89.2,0,0,0,88.48,80.25,0,88.74,74.36,0,81.91,0,0,0
120485,2013,17,48,4,128,556,3.70087769784173,224,926,0,386,481,0,956,0,0,0,8.21,1.79,0,4.57,6.74,0,2.41,0,0,0,0.23,-0.87,0,-0.39,-0.36,0,-0.83,0,0,0,0.1,0.4,0,0.33,0.37,0,-0.11,0,0,0,9.85,3.27,0,7.12,-1.75,0,3.32,0,0,0,2.49,9.08,0,8.19,-6.22,0,-2.05,0,0,0,93,86.28,0,92.51,82.43,0,90.25,0,0,0,89.8,80.9,0,89.47,75.64,0,84.06,0,0,0
121096,2010,2,21,2,25,114,4.26321052631579,59,92,221,18,220,0,0,0,0,0,2.17,3.39,6.33,6.36,5.56,0,0,0,0,0,0.08,-1.06,-0.89,-0.36,-0.77,0,0,0,0,0,-0.02,0.38,0.66,0.11,0.64,0,0,0,0,0,7.57,2.37,2.58,4.85,-1.27,0,0,0,0,0,7.56,7.28,0.4,9.77,-0.94,0,0,0,0,0,93.1,87.75,87.79,94.81,83.09,0,0,0,0,0,90.78,85.12,84.63,90.66,79.91,0,0,0,0,0
121096,2011,0,2,2,1,5,9.025,5,11,10,0,32,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0.32,-0.04,-0.29,-0.26,0,0,0,0,0,0,-0.17,0.66,-0.04,0.39,0,0,0,0,0,0,6.41,4.23,2.42,3.29,0,0,0,0,0,0,8.82,11.52,2.54,11.76,0,0,0,0,0,0,90.19,86.02,85.19,91.93,0,0,0,0,0,0,89.15,84.12,83.76,89.09,0,0,0,0,0,0
121125,2010,4,18,1,50,165,3.24263636363636,13,643,233,0,0,0,0,0,0,0,4.98,23.08,3,0,0,0,0,0,0,0,0,0.03,-0.93,0,0,0,0,0,0,0,0.37,0.59,0.52,0,0,0,0,0,0,0,10.5,11.32,1.34,0,0,0,0,0,0,0,5,2.18,-3.21,0,0,0,0,0,0,0,95.02,87.13,85.94,0,0,0,0,0,0,0,91.85,85.59,83.14,0,0,0,0,0,0,0
121125,2011,8,11,0,21,99,5.90378787878788,18,436,162,0,0,0,0,0,0,0,6.65,0,3.09,0,0,0,0,0,0,0,-0.01,-0.06,-0.85,0,0,0,0,0,0,0,0.34,0.15,0.23,0,0,0,0,0,0,0,10.66,10.45,0.63,0,0,0,0,0,0,0,5.09,2.75,-3.44,0,0,0,0,0,0,0,92.95,86.72,84.55,0,0,0,0,0,0,0,89.75,84.91,81,0,0,0,0,0,0,0
121250,2010,2,11,5,45,180,2.81233333333333,0,0,0,0,147,0,865,0,0,0,0,0,0,1.36,0,0,5.09,0,0,0,0,0,0,-0.33,0,0,0.01,0,0,0,0,0,0,-0.97,0,0,-0.05,0,0,0,0,0,0,5.64,0,0,7.66,0,0,0,0,0,0,-4.47,0,0,2.17,0,0,0,0,0,0,96.46,0,0,95.97,0,0,0,0,0,0,93.23,0,0,92.29,0,0,0
121250,2011,3,8,2,60,184,2.19347826086957,0,0,0,0,111,0,801,0,0,0,0,0,0,0.9,0,0,4.37,0,0,0,0,0,0,-0.47,0,0,0.05,0,0,0,0,0,0,-0.93,0,0,0.16,0,0,0,0,0,0,5,0,0,7.14,0,0,0,0,0,0,-4.27,0,0,2.25,0,0,0,0,0,0,95.55,0,0,95.8,0,0,0,0,0,0,92.91,0,0,92.33,0,0,0
121250,2012,0,2,0,8,25,1.895,0,0,0,0,18,0,121,0,0,0,0,0,0,0,0,0,6.61,0,0,0,0,0,0,-0.09,0,0,-0.08,0,0,0,0,0,0,-0.58,0,0,0.18,0,0,0,0,0,0,4.63,0,0,7.94,0,0,0,0,0,0,-4.67,0,0,2.07,0,0,0,0,0,0,92.8,0,0,93.81,0,0,0,0,0,0,91.45,0,0,91.49,0,0,0
121250,2013,6,9,1,54,192,3.048,0,0,0,0,100,0,853,0,0,0,0,0,0,4,0,0,3.28,0,0,0,0,0,0,-0.23,0,0,0.05,0,0,0,0,0,0,-0.84,0,0,0.15,0,0,0,0,0,0,5.57,0,0,7.08,0,0,0,0,0,0,-4.65,0,0,2.3,0,0,0,0,0,0,94.8,0,0,94.49,0,0,0,0,0,0,92.63,0,0,91.63,0,0,0
123801,2010,19,36,5,84,420,4.52185714285714,0,271,0,74,0,0,0,1836,0,0,5.17,0,0,0,8.11,0,0,7.3,0,0,-0.18,0,0,0,-0.88,0,0,-0.27,0,0,0.35,0,0,0,0.42,0,0,0.16,0,0,9.74,0,0,0,-7.49,0,0,1.39,0,0,-5.43,0,0,0,8.2,0,0,1.64,0,0,75.45,0,0,0,66.92,0,0,69.4,0,0,72.97,0,0,0,60.01,0,0,66,0,0
123801,2011,25,47,8,93,464,4.99051724137931,0,210,0,57,0,0,0,2122,0,0,5.24,0,0,0,1.75,0,0,6.83,0,0,0.22,0,0,0,-0.91,0,0,0.14,0,0,0.45,0,0,0,0.48,0,0,0.2,0,0,9.28,0,0,0,-8.1,0,0,1.29,0,0,-6.01,0,0,0,8.19,0,0,0.91,0,0,75.53,0,0,0,69.04,0,0,70.25,0,0,73.39,0,0,0,61.16,0,0,66.32,0,0
124604,2010,3,25,3,28,175,4.22757142857143,12,67,49,225,471,0,100,0,0,0,8.96,8.33,6.12,4.25,3.56,0,6,0,0,0,-0.17,-1.19,-0.36,-0.34,-0.57,0,-0.09,0,0,0,0.16,0.11,0.37,0.21,0.3,0,0.03,0,0,0,8.75,1.14,0.75,5.19,-5.84,0,4.47,0,0,0,-6.8,-6.78,5.92,-9.01,9.43,0,0.11,0,0,0,93.73,88.5,88.17,94.36,82.97,0,91.33,0,0,0,92,86.13,84.37,91.57,79.36,0,88.96,0,0,0
124604,2011,6,30,5,48,205,4.29817073170732,1,15,51,268,515,0,304,0,0,0,6.67,0,7.84,6.21,3.73,0,6.91,0,0,0,-0.21,-2.23,-0.56,-0.42,-0.57,0,-0.26,0,0,0,0.11,0.51,0.45,0.28,0.33,0,0.08,0,0,0,8.47,-0.89,-0.95,4.69,-8.04,0,4.13,0,0,0,-5.33,-10.28,6.45,-9.34,9.34,0,0.33,0,0,0,94.26,85.44,86.31,95.59,83.13,0,92.38,0,0,0,92.11,85.44,83.9,92.33,79.74,0,89.63,0,0,0
124604,2012,2,30,4,54,203,3.39056650246305,0,37,64,279,525,0,263,0,0,0,10.81,0,9.38,9.33,3.94,0,5.7,0,0,0,-0.54,0,-0.56,-0.34,-0.89,0,-0.09,0,0,0,0.58,0,0.39,0.3,0.36,0,0.04,0,0,0,8.5,0,0.02,5.03,-8.02,0,4.4,0,0,0,-6.32,0,6.01,-8.77,8.36,0,0.5,0,0,0,94.67,0,87.45,94.68,82.2,0,92.56,0,0,0,92.37,0,84.18,92.07,79.29,0,89.79,0,0,0
124604,2013,4,23,5,65,210,3.13371428571429,106,17,35,281,247,0,474,0,0,0,11.76,3.77,2.86,5.26,1.42,0,9.49,0,0,0,-0.09,-1.05,-0.47,-0.49,-1.1,0,0.09,0,0,0,0.23,0.63,0.38,0.37,0.51,0,0.16,0,0,0,7.86,-0.2,0.13,4.22,-8.85,0,4,0,0,0,-7.28,-8.33,5.22,-9.44,9.88,0,0.93,0,0,0,93.03,86.18,87.64,92.89,81.11,0,91.52,0,0,0,90.79,84.24,84.22,90.48,78.38,0,88.41,0,0,0
124604,2014,3,27,4,54,211,3.47323222748815,105,19,35,223,253,0,454,0,0,0,0,5.71,0,6.32,2.24,0,10.35,0,0,0,0,-0.93,-0.43,-0.44,-0.96,0,-0.12,0,0,0,-0.04,0.5,0.02,0.04,0.32,0,0.18,0,0,0,7.33,0.94,-0.13,5.12,-7.62,0,3.77,0,0,0,-6.88,-7.76,5.48,-8.43,8.35,0,1.43,0,0,0,93.42,85.8,87.98,93.52,81.34,0,91.62,0,0,0,91.7,83.93,83.65,91.13,78.93,0,88.53,0,0,0
133225,2010,25,86,10,208,646,3.99386068111455,0,932,1325,0,1106,386,0,0,0,0,5.04,0,4.68,4.34,0,1.81,0,0,0,0,0.43,0,-0.74,0.15,0,-0.9,0,0,0,0,0.35,0,0.53,0.36,0,0.47,0,0,0,0,10.58,0,0.69,8.06,0,3.11,0,0,0,0,-3.8,0,1.49,-7.53,0,-4.11,0,0,0,0,95.07,0,90.85,95.19,0,87.87,0,0,0,0,91.79,0,85.46,91.8,0,82.53,0,0,0,0
