mlbam_id,prev_yearID,yearID,key_bbref,birth_year,HR.x,BB.x,HBP.x,SO.x,IPouts.x,FIP.x,Change.x,Fourseam.x,Slider.x,Curve.x,Sinker.x,Split.x,Cutter.x,Knuckler.x,Slow.Curve.x,Screwball.x,Fourseam.bway.x,Change.bway.x,Slider.bway.x,Sinker.bway.x,Curve.bway.x,Split.bway.x,Cutter.bway.x,Knuckler.bway.x,Slow.Curve.bway.x,Screwball.bway.x,Fourseam.vloc.x,Change.vloc.x,Slider.vloc.x,Sinker.vloc.x,Curve.vloc.x,Split.vloc.x,Cutter.vloc.x,Knuckler.vloc.x,Slow.Curve.vloc.x,Screwball.vloc.x,Fourseam.hloc.x,Change.hloc.x,Slider.hloc.x,Sinker.hloc.x,Curve.hloc.x,Split.hloc.x,Cutter.hloc.x,Knuckler.hloc.x,Slow.Curve.hloc.x,Screwball.hloc.x,Fourseam.pfx_z.x,Change.pfx_z.x,Slider.pfx_z.x,Sinker.pfx_z.x,Curve.pfx_z.x,Split.pfx_z.x,Cutter.pfx_z.x,Knuckler.pfx_z.x,Slow.Curve.pfx_z.x,Screwball.pfx_z.x,Fourseam.pfx_x.x,Change.pfx_x.x,Slider.pfx_x.x,Sinker.pfx_x.x,Curve.pfx_x.x,Split.pfx_x.x,Cutter.pfx_x.x,Knuckler.pfx_x.x,Slow.Curve.pfx_x.x,Screwball.pfx_x.x,Fourseam.maxmph.x,Change.maxmph.x,Slider.maxmph.x,Sinker.maxmph.x,Curve.maxmph.x,Split.maxmph.x,Cutter.maxmph.x,Knuckler.maxmph.x,Slow.Curve.maxmph.x,Screwball.maxmph.x,Fourseam.mph.x,Change.mph.x,Slider.mph.x,Sinker.mph.x,Curve.mph.x,Split.mph.x,Cutter.mph.x,Knuckler.mph.x,Slow.Curve.mph.x,Screwball.mph.x,HR.y,BB.y,HBP.y,SO.y,IPouts.y,FIP.y,Change.y,Fourseam.y,Slider.y,Curve.y,Sinker.y,Split.y,Cutter.y,Knuckler.y,Slow.Curve.y,Screwball.y,Fourseam.bway.y,Change.bway.y,Slider.bway.y,Sinker.bway.y,Curve.bway.y,Split.bway.y,Cutter.bway.y,Knuckler.bway.y,Slow.Curve.bway.y,Screwball.bway.y,Fourseam.vloc.y,Change.vloc.y,Slider.vloc.y,Sinker.vloc.y,Curve.vloc.y,Split.vloc.y,Cutter.vloc.y,Knuckler.vloc.y,Slow.Curve.vloc.y,Screwball.vloc.y,Fourseam.hloc.y,Change.hloc.y,Slider.hloc.y,Sinker.hloc.y,Curve.hloc.y,Split.hloc.y,Cutter.hloc.y,Knuckler.hloc.y,Slow.Curve.hloc.y,Screwball.hloc.y,Fourseam.pfx_z.y,Change.pfx_z.y,Slider.pfx_z.y,Sinker.pfx_z.y,Curve.pfx_z.y,Split.pfx_z.y,Cutter.pfx_z.y,Knuckler.pfx_z.y,Slow.Curve.pfx_z.y,Screwball.pfx_z.y,Fourseam.pfx_x.y,Change.pfx_x.y,Slider.pfx_x.y,Sinker.pfx_x.y,Curve.pfx_x.y,Split.pfx_x.y,Cutter.pfx_x.y,Knuckler.pfx_x.y,Slow.Curve.pfx_x.y,Screwball.pfx_x.y,Fourseam.maxmph.y,Change.maxmph.y,Slider.maxmph.y,Sinker.maxmph.y,Curve.maxmph.y,Split.maxmph.y,Cutter.maxmph.y,Knuckler.maxmph.y,Slow.Curve.maxmph.y,Screwball.maxmph.y,Fourseam.mph.y,Change.mph.y,Slider.mph.y,Sinker.mph.y,Curve.mph.y,Split.mph.y,Cutter.mph.y,Knuckler.mph.y,Slow.Curve.mph.y,Screwball.mph.y
407924,2011,2012,acostma01,1981,7,25,3,46,142,4.84852112676056,170,193,269,0,149,0,33,0,0,0,4.66,4.71,7.43,2.68,0,0,6.06,0,0,0,0.19,-0.33,-0.59,0,0,0,-0.02,0,0,0,0.44,0.58,0.49,0.23,0,0,0.8,0,0,0,10.44,6.88,0.81,8.71,0,0,7.88,0,0,0,-4.1,-5.09,1.79,-6.85,0,0,1.03,0,0,0,97.92,91.66,86.62,97.85,0,0,94.05,0,0,0,94.96,88.06,82.87,94.97,0,0,89.53,0,0,0,6,15,2,46,141,3.81223404255319,96,177,243,0,235,0,1,0,0,0,5.08,4.17,8.64,5.11,0,0,0,0,0,0,0.13,-0.57,-0.56,0.02,0,0,0.44,0,0,0,0.42,0.35,0.5,0.2,0,0,0.73,0,0,0,9.94,7.03,0.02,9.01,0,0,6.29,0,0,0,-3.04,-4.6,2.87,-6.02,0,0,-3.2,0,0,0,98.21,90.95,86.47,98.77,0,0,93.75,0,0,0,95.43,86.6,82.28,95.46,0,0,93.75,0,0,0
425647,2011,2012,carradj01,1977,2,0,1,3,11,9.36772727272727,5,13,0,11,14,0,17,0,0,0,0,0,0,7.14,18.18,0,5.88,0,0,0,-0.28,-1.2,0,-0.44,-0.86,0,-0.05,0,0,0,0.21,0.1,0,0.16,0.3,0,0.49,0,0,0,8.09,2.9,0,3.94,-3.89,0,3.4,0,0,0,-4.94,-5.47,0,-8.25,9.52,0,0.43,0,0,0,91.71,88.72,0,91.39,80.93,0,89.51,0,0,0,90.41,85.93,0,89.76,78.53,0,87.69,0,0,0,7,16,6,27,148,5.11283783783784,91,104,0,222,133,0,285,0,0,0,11.54,5.49,0,5.26,4.5,0,7.72,0,0,0,0.32,-0.48,0,-0.35,-0.7,0,0.02,0,0,0,0.26,0.34,0,0.29,0.36,0,0.21,0,0,0,8.01,-1.26,0,4.4,-2.86,0,4.1,0,0,0,-3.21,-5.96,0,-7.53,9.17,0,0.62,0,0,0,92.52,88.29,0,92.59,81.28,0,90.94,0,0,0,90.06,84.35,0,89.81,77.02,0,87.26,0,0,0
425657,2011,2012,lopezja02,1977,1,14,0,28,108,3.06722222222222,44,41,159,38,370,0,0,0,0,0,4.88,2.27,5.66,4.32,2.63,0,0,0,0,0,-0.46,-0.71,-0.94,-0.72,-1.46,0,0,0,0,0,0.03,0.57,0.67,0.32,0.86,0,0,0,0,0,6.25,0.95,3.52,-0.03,-1.46,0,0,0,0,0,9.21,10.87,1.81,10.69,-4.1,0,0,0,0,0,90.31,84.48,84.22,90.91,76.77,0,0,0,0,0,87.64,80.94,82.07,87.65,75.18,0,0,0,0,0,0,26,3,40,159,3.15707547169811,35,30,209,71,440,0,0,0,0,0,3.33,5.71,1.91,2.73,1.41,0,0,0,0,0,-0.49,-1.1,-0.93,-0.84,-1.3,0,0,0,0,0,0.31,0.24,0.43,0.4,0.82,0,0,0,0,0,6.18,1.88,3.13,-0.16,-1.72,0,0,0,0,0,9.52,11.36,2.51,11.14,-2.93,0,0,0,0,0,92.42,85.42,85.49,92.47,78.33,0,0,0,0,0,88.26,81.49,82.75,88.65,76.08,0,0,0,0,0
425657,2012,2013,lopezja02,1977,1,12,0,37,118,2.41240677966102,37,29,154,67,334,0,0,0,0,0,3.45,2.7,1.3,5.69,2.99,0,0,0,0,0,-0.48,-1.11,-1.02,-0.69,-1.22,0,0,0,0,0,-0.03,0.23,0.84,0.42,0.86,0,0,0,0,0,4.86,2.84,3.27,0.26,-1.23,0,0,0,0,0,10.34,11.9,1.61,11.1,-4.4,0,0,0,0,0,89.95,82.28,83.16,90.37,76.31,0,0,0,0,0,87.61,80.14,80.65,87.04,73.93,0,0,0,0,0,1,14,0,28,108,3.06722222222222,44,41,159,38,370,0,0,0,0,0,4.88,2.27,5.66,4.32,2.63,0,0,0,0,0,-0.46,-0.71,-0.94,-0.72,-1.46,0,0,0,0,0,0.03,0.57,0.67,0.32,0.86,0,0,0,0,0,6.25,0.95,3.52,-0.03,-1.46,0,0,0,0,0,9.21,10.87,1.81,10.69,-4.1,0,0,0,0,0,90.31,84.48,84.22,90.91,76.77,0,0,0,0,0,87.64,80.94,82.07,87.65,75.18,0,0,0,0,0
425747,2012,2013,contrjo01,1971,1,6,0,5,15,7.248,0,12,43,0,43,16,0,0,0,0,0,0,4.65,2.33,0,0,0,0,0,0,-0.51,0,-1.06,-0.92,0,-0.52,0,0,0,0,0.5,0,0.64,0.14,0,0.87,0,0,0,0,7.55,0,2.05,4.09,0,-2.05,0,0,0,0,-5.94,0,0.63,-9.3,0,-5.11,0,0,0,0,94.83,0,90.98,93.6,0,81.05,0,0,0,0,92.56,0,86.42,92.01,0,79.53,0,0,0,0,1,3,1,15,41,2.72914634146341,0,53,69,0,53,34,0,0,0,0,5.66,0,5.8,0,0,0,0,0,0,0,-0.38,0,-0.79,-0.49,0,-0.89,0,0,0,0,-0.13,0,0.2,-0.11,0,0.26,0,0,0,0,7.86,0,2,5.37,0,-1.89,0,0,0,0,-3.04,0,1.32,-7.68,0,-4.02,0,0,0,0,95.36,0,90.25,94.78,0,82.13,0,0,0,0,93.06,0,87.78,92.77,0,80.1,0,0,0,0
429719,2011,2012,jacksed01,1983,23,58,2,168,569,3.84895430579965,247,1430,917,130,260,0,137,0,0,0,6.36,3.24,3.71,3.85,2.31,0,5.11,0,0,0,-0.21,-0.95,-1.26,-0.43,-0.83,0,-0.21,0,0,0,0.15,0.83,0.29,0.38,0.4,0,0.26,0,0,0,8.7,6.97,1.32,6.72,-4.2,0,4.82,0,0,0,-4.21,-8.89,0.46,-7.42,2.01,0,-1.65,0,0,0,98.64,90.74,90.33,97.93,84.42,0,96.26,0,0,0,94.24,86.97,86.45,93.83,79.79,0,93.06,0,0,0,16,62,2,148,599,3.54586811352254,332,1590,1208,109,354,0,31,0,0,0,7.74,2.41,4.8,2.54,1.83,0,9.68,0,0,0,0.03,-0.69,-0.8,-0.25,-0.98,0,0.02,0,0,0,0.16,0.7,0.26,0.33,0.66,0,0.09,0,0,0,9.41,6.84,2.27,7.6,-3.25,0,6.55,0,0,0,-3.93,-8.07,0.05,-7.35,1.64,0,-1.92,0,0,0,99.1,91.87,91.92,99.32,85.94,0,97,0,0,0,95.07,87.3,87.87,94.87,81.03,0,94.88,0,0,0
429722,2011,2012,santaer01,1982,39,61,9,133,534,5.62870786516854,195,1732,1063,0,0,0,0,0,0,0,5.54,3.08,6.02,0,0,0,0,0,0,0,-0.1,-0.78,-0.85,0,0,0,0,0,0,0,0.26,0.73,0.24,0,0,0,0,0,0,0,8.04,6.61,1.16,0,0,0,0,0,0,0,-3.96,-4.17,3.7,0,0,0,0,0,0,0,96.68,89.47,87.99,0,0,0,0,0,0,0,92.34,85.81,83.32,0,0,0,0,0,0,0,26,72,8,178,686,3.99584548104956,100,2055,1342,0,0,0,0,0,0,0,6.08,6,4.92,0,0,0,0,0,0,0,-0.13,-0.59,-0.84,0,0,0,0,0,0,0,0.25,0.34,0.29,0,0,0,0,0,0,0,8.29,8.05,-0.02,0,0,0,0,0,0,0,-4.13,-6.2,4.29,0,0,0,0,0,0,0,98.46,90.74,88.91,0,0,0,0,0,0,0,93.44,86.66,82.82,0,0,0,0,0,0,0
430912,2014,2015,cainma01,1984,12,20,4,41,182,5.54059340659341,154,432,221,105,79,0,0,0,0,0,6.02,3.25,5.43,5.06,3.81,0,0,0,0,0,0.41,-0.67,-0.98,-0.4,-0.69,0,0,0,0,0,0.21,0.9,0.48,0.37,0.46,0,0,0,0,0,8.01,1.89,1.99,4.71,-4.97,0,0,0,0,0,-5.99,-7.4,1.53,-8.91,7.19,0,0,0,0,0,94.9,89.13,89.17,93.91,80.96,0,0,0,0,0,91.95,85.77,86.04,90.55,77.62,0,0,0,0,0,13,32,2,70,271,4.58218450184502,247,533,276,181,190,0,2,0,0,0,7.13,1.62,5.43,7.89,2.76,0,0,0,0,0,0.4,-1.02,-0.66,-0.33,-0.64,0,0.3,0,0,0,0.24,0.62,0.55,0.3,0.56,0,0.64,0,0,0,8.21,1.42,2.34,4.89,-5.25,0,7.61,0,0,0,-4.91,-6.97,1.86,-8.73,7.48,0,-1.1,0,0,0,95.59,88.7,89.91,95.02,80.91,0,93.13,0,0,0,92.49,86.16,86.87,91.82,78.2,0,91.96,0,0,0
433587,2012,2013,hernafe02,1986,15,46,3,216,613,2.60754323001631,737,636,362,442,1227,0,7,0,0,0,6.29,2.99,6.63,6.36,3.85,0,14.29,0,0,0,-0.02,-1.07,-0.73,-0.33,-0.8,0,-0.76,0,0,0,0.44,0.25,0.16,0.35,0.25,0,1.11,0,0,0,8.42,1.28,-1.63,6.14,-7.37,0,4.34,0,0,0,-2.4,-6.29,1.76,-7.55,6.14,0,-0.62,0,0,0,96.22,93.4,88.1,96.43,85.33,0,92.88,0,0,0,92.66,89.5,84.77,92.27,81.15,0,90.78,0,0,0,14,56,12,223,696,2.83637931034483,639,1031,472,399,934,0,21,0,0,0,6.69,2.19,7.84,4.71,6.27,0,0,0,0,0,0.03,-1.08,-0.63,-0.2,-0.71,0,-0.46,0,0,0,0.45,0.3,0.16,0.37,0.34,0,-0.29,0,0,0,7.75,1,-1.76,6.15,-7.89,0,2.58,0,0,0,-1.41,-4.88,1.97,-6.75,6.5,0,-0.28,0,0,0,96.39,93.5,89.68,95.99,85.19,0,88.72,0,0,0,92.89,89.06,85.54,92.19,81.94,0,86.58,0,0,0
434181,2011,2012,leagubr01,1983,1,33,1,54,216,3.19222222222222,0,0,115,0,741,250,0,0,0,0,0,0,4.35,6.75,0,0.8,0,0,0,0,0,0,-0.56,-0.38,0,-1.35,0,0,0,0,0,0,0.42,0.14,0,0.28,0,0,0,0,0,0,-0.06,4.65,0,1.07,0,0,0,0,0,0,0.1,-9.73,0,-5.67,0,0,0,0,0,0,89.75,98.76,0,89.14,0,0,0,0,0,0,86.85,95.93,0,86.8,0,0,0,0,3,10,2,45,184,2.7804347826087,0,0,59,0,707,272,0,0,0,0,0,0,0,7.07,0,2.21,0,0,0,0,0,0,-0.67,-0.38,0,-1.01,0,0,0,0,0,0,0.46,0.19,0,0.14,0,0,0,0,0,0,-0.85,4.83,0,0.27,0,0,0,0,0,0,-0.6,-10.24,0,-5.76,0,0,0,0,0,0,91.1,100.33,0,90.11,0,0,0,0,0,0,87.81,97.04,0,87.26,0,0,0,0
