mlbam_id,prev_yearID,yearID,key_bbref,birth_year,HR.x,BB.x,HBP.x,SO.x,IPouts.x,FIP.x,Change.x,Fourseam.x,Slider.x,Curve.x,Sinker.x,Split.x,Cutter.x,Knuckler.x,Slow.Curve.x,Screwball.x,Fourseam.bway.x,Change.bway.x,Slider.bway.x,Sinker.bway.x,Curve.bway.x,Split.bway.x,Cutter.bway.x,Knuckler.bway.x,Slow.Curve.bway.x,Screwball.bway.x,Fourseam.vloc.x,Change.vloc.x,Slider.vloc.x,Sinker.vloc.x,Curve.vloc.x,Split.vloc.x,Cutter.vloc.x,Knuckler.vloc.x,Slow.Curve.vloc.x,Screwball.vloc.x,Fourseam.hloc.x,Change.hloc.x,Slider.hloc.x,Sinker.hloc.x,Curve.hloc.x,Split.hloc.x,Cutter.hloc.x,Knuckler.hloc.x,Slow.Curve.hloc.x,Screwball.hloc.x,Fourseam.pfx_z.x,Change.pfx_z.x,Slider.pfx_z.x,Sinker.pfx_z.x,Curve.pfx_z.x,Split.pfx_z.x,Cutter.pfx_z.x,Knuckler.pfx_z.x,Slow.Curve.pfx_z.x,Screwball.pfx_z.x,Fourseam.pfx_x.x,Change.pfx_x.x,Slider.pfx_x.x,Sinker.pfx_x.x,Curve.pfx_x.x,Split.pfx_x.x,Cutter.pfx_x.x,Knuckler.pfx_x.x,Slow.Curve.pfx_x.x,Screwball.pfx_x.x,Fourseam.maxmph.x,Change.maxmph.x,Slider.maxmph.x,Sinker.maxmph.x,Curve.maxmph.x,Split.maxmph.x,Cutter.maxmph.x,Knuckler.maxmph.x,Slow.Curve.maxmph.x,Screwball.maxmph.x,Fourseam.mph.x,Change.mph.x,Slider.mph.x,Sinker.mph.x,Curve.mph.x,Split.mph.x,Cutter.mph.x,Knuckler.mph.x,Slow.Curve.mph.x,Screwball.mph.x,HR.y,BB.y,HBP.y,SO.y,IPouts.y,FIP.y,Change.y,Fourseam.y,Slider.y,Curve.y,Sinker.y,Split.y,Cutter.y,Knuckler.y,Slow.Curve.y,Screwball.y,Fourseam.bway.y,Change.bway.y,Slider.bway.y,Sinker.bway.y,Curve.bway.y,Split.bway.y,Cutter.bway.y,Knuckler.bway.y,Slow.Curve.bway.y,Screwball.bway.y,Fourseam.vloc.y,Change.vloc.y,Slider.vloc.y,Sinker.vloc.y,Curve.vloc.y,Split.vloc.y,Cutter.vloc.y,Knuckler.vloc.y,Slow.Curve.vloc.y,Screwball.vloc.y,Fourseam.hloc.y,Change.hloc.y,Slider.hloc.y,Sinker.hloc.y,Curve.hloc.y,Split.hloc.y,Cutter.hloc.y,Knuckler.hloc.y,Slow.Curve.hloc.y,Screwball.hloc.y,Fourseam.pfx_z.y,Change.pfx_z.y,Slider.pfx_z.y,Sinker.pfx_z.y,Curve.pfx_z.y,Split.pfx_z.y,Cutter.pfx_z.y,Knuckler.pfx_z.y,Slow.Curve.pfx_z.y,Screwball.pfx_z.y,Fourseam.pfx_x.y,Change.pfx_x.y,Slider.pfx_x.y,Sinker.pfx_x.y,Curve.pfx_x.y,Split.pfx_x.y,Cutter.pfx_x.y,Knuckler.pfx_x.y,Slow.Curve.pfx_x.y,Screwball.pfx_x.y,Fourseam.maxmph.y,Change.maxmph.y,Slider.maxmph.y,Sinker.maxmph.y,Curve.maxmph.y,Split.maxmph.y,Cutter.maxmph.y,Knuckler.maxmph.y,Slow.Curve.maxmph.y,Screwball.maxmph.y,Fourseam.mph.y,Change.mph.y,Slider.mph.y,Sinker.mph.y,Curve.mph.y,Split.mph.y,Cutter.mph.y,Knuckler.mph.y,Slow.Curve.mph.y,Screwball.mph.y
329092,2013,2014,choatra01,1975,2,13,5,32,108,3.57644444444444,0,0,180,0,435,0,0,0,0,0,0,0,4.44,4.6,0,0,0,0,0,0,0,0,-0.63,-0.63,0,0,0,0,0,0,0,0,0.78,0.14,0,0,0,0,0,0,0,0,3.69,-3.68,0,0,0,0,0,0,0,0,-5.64,9.16,0,0,0,0,0,0,0,0,77.73,88.62,0,0,0,0,0,0,0,0,75.61,85.39,0,0,0,0,0,0,0,11,2,28,106,2.5668679245283,2,0,158,0,360,0,0,0,0,0,0,0,2.53,5,0,0,0,0,0,0,0,-1.18,-0.61,-0.58,0,0,0,0,0,0,0,-1.53,1.09,0.11,0,0,0,0,0,0,0,-2.94,2.92,-3.55,0,0,0,0,0,0,0,6.92,-5.28,9.11,0,0,0,0,0,0,0,79.58,78.89,89.79,0,0,0,0,0,0,0,77.93,76.64,86.55,0,0,0,0,0,0
346797,2013,2014,balfogr01,1977,3,41,1,57,187,3.95018181818182,65,651,270,116,5,0,0,0,0,0,6.91,3.08,3.7,0,3.45,0,0,0,0,0,-0.03,-0.78,-0.91,-0.23,-0.76,0,0,0,0,0,0.51,0.35,0.56,1.09,0.52,0,0,0,0,0,11.64,7.74,2.77,9.21,-1.3,0,0,0,0,0,-0.78,-4.28,1.59,-6.23,2.42,0,0,0,0,0,95.17,89.35,88.47,92.92,87.26,0,0,0,0,0,92.66,86.82,85.44,92.19,82.74,0,0,0,0,0,7,27,0,72,188,3.4948085106383,6,797,296,120,1,0,0,0,0,0,4.89,16.67,4.73,0,1.67,0,0,0,0,0,-0.02,-0.7,-1.32,-2,-1.01,0,0,0,0,0,0.48,0.45,0.66,0.61,0.61,0,0,0,0,0,11.03,7.17,3.01,10.58,-1.2,0,0,0,0,0,-1.44,-4.46,1.52,-7.06,2.25,0,0,0,0,0,97.43,89.07,90.32,94.26,86.97,0,0,0,0,0,94.48,88.57,87.37,94.26,83.96,0,0,0,0,0
400058,2010,2011,lidgebr01,1976,0,13,1,23,58,2.81810344827586,0,99,249,0,0,0,0,0,0,0,5.05,0,5.62,0,0,0,0,0,0,0,0.14,0,-0.7,0,0,0,0,0,0,0,0.25,0,0.28,0,0,0,0,0,0,0,7.44,0,-0.23,0,0,0,0,0,0,0,-4.64,0,0.47,0,0,0,0,0,0,0,92.4,0,84.13,0,0,0,0,0,0,0,89.82,0,81.65,0,0,0,0,0,0,0,5,24,1,52,137,3.86732116788321,0,333,520,0,0,0,0,0,0,0,5.41,0,5.96,0,0,0,0,0,0,0,0.17,0,-0.67,0,0,0,0,0,0,0,0.24,0,0.3,0,0,0,0,0,0,0,9.2,0,0.87,0,0,0,0,0,0,0,-3.34,0,1.16,0,0,0,0,0,0,0,95.06,0,88.19,0,0,0,0,0,0,0,92.22,0,83.86,0,0,0,0,0,0,0
400089,2010,2011,soriara01,1979,4,18,1,36,118,3.96567796610169,1,425,217,0,54,0,0,0,0,0,7.06,0,5.07,3.7,0,0,0,0,0,0,0.17,-0.63,-0.72,-0.26,0,0,0,0,0,0,0.4,1.39,0.4,0.87,0,0,0,0,0,0,9.24,2.8,-0.27,7.25,0,0,0,0,0,0,-1.72,-4.84,3.83,-7.55,0,0,0,0,0,0,96.76,88.77,87.07,97.94,0,0,0,0,0,0,92.89,88.77,81.91,93.89,0,0,0,0,0,0,4,14,1,57,187,2.80627272727273,1,674,205,0,78,0,0,0,0,0,7.12,0,7.8,1.28,0,0,0,0,0,0,0.14,1.03,-0.9,-0.09,0,0,0,0,0,0,0.31,2.12,0.37,1.01,0,0,0,0,0,0,9.54,5.45,1.45,8.05,0,0,0,0,0,0,-1.49,-6.48,3.81,-8.1,0,0,0,0,0,0,97.39,87.95,88.97,97.01,0,0,0,0,0,0,93.29,87.94,84.16,94.63,0,0,0,0,0,0
407193,2012,2013,lyonbr01,1979,3,13,0,23,103,3.98003883495146,4,107,58,84,161,0,143,0,0,0,5.61,0,0,0.62,5.95,0,4.2,0,0,0,-0.21,-0.88,-1.13,-0.36,-1.04,0,-0.64,0,0,0,0.37,1.21,0.54,0.33,0.24,0,0.7,0,0,0,9.16,6.96,2.52,6.59,-5.64,0,5.9,0,0,0,-3.08,-5.38,1.75,-7.27,8.93,0,1.5,0,0,0,91.79,84.83,85.52,90.61,79.53,0,89.84,0,0,0,88.99,84.02,82.87,88.7,76.55,0,86.58,0,0,0,5,20,3,63,183,3.22614754098361,26,132,0,250,210,0,368,0,0,0,6.82,0,0,5.24,4.8,0,3.26,0,0,0,-0.16,-0.84,0,-0.58,-0.97,0,-0.38,0,0,0,0.51,0.75,0,0.39,0.29,0,0.39,0,0,0,9.48,3.56,0,6.26,-4.74,0,6.45,0,0,0,-2.42,-7.45,0,-6.47,9.16,0,1.62,0,0,0,93.91,88.36,0,93.58,81.66,0,92.45,0,0,0,91.16,86.76,0,90.83,78.68,0,89.62,0,0,0
407297,2011,2012,cruzju02,1978,3,19,3,33,107,4.18845794392523,66,199,123,0,83,0,213,0,0,0,6.53,3.03,8.13,2.41,0,0,6.1,0,0,0,0.12,-0.58,-0.15,0.15,0,0,-0.2,0,0,0,0.6,0.49,0.65,0.8,0,0,0.42,0,0,0,9.58,3.82,-1.13,7.18,0,0,4.41,0,0,0,-6.33,-9.49,9.81,-8.17,0,0,-1.25,0,0,0,96.65,88.49,83.01,97.37,0,0,92.96,0,0,0,94.61,85.25,79.9,93.85,0,0,89.22,0,0,0,5,28,0,46,146,4.19623287671233,72,302,184,0,87,0,274,0,0,0,5.96,4.17,4.35,4.6,0,0,5.11,0,0,0,0.18,-0.28,-0.51,0.16,0,0,-0.32,0,0,0,0.49,0.63,0.49,0.92,0,0,0.53,0,0,0,9.94,5.54,-0.06,7.29,0,0,4.22,0,0,0,-5.23,-8.28,9.5,-8.78,0,0,0.01,0,0,0,96.23,86.53,84.07,95.15,0,0,91.32,0,0,0,93.7,84.2,80.33,92.92,0,0,88.41,0,0,0
407816,2011,2012,putzjj01,1977,4,11,2,65,163,2.37720858895706,0,292,41,0,328,192,0,0,0,0,6.16,0,4.88,5.49,0,1.56,0,0,0,0,0.26,0,-0.5,-0.04,0,-0.96,0,0,0,0,0.27,0,0.32,0.55,0,0.33,0,0,0,0,9.96,0,3.83,7.86,0,2.24,0,0,0,0,-3.58,0,0.16,-7.23,0,-5.02,0,0,0,0,97.29,0,90.77,97.03,0,89.54,0,0,0,0,93.55,0,88.14,93.74,0,86.74,0,0,0,0,4,12,2,61,174,2.54224137931034,0,509,81,0,166,163,0,0,0,0,6.09,0,7.41,9.04,0,5.52,0,0,0,0,0.24,0,-0.88,0.05,0,-0.94,0,0,0,0,0.26,0,0.28,0.34,0,0.39,0,0,0,0,9.76,0,3.14,8.05,0,2.01,0,0,0,0,-4.55,0,0.68,-7.6,0,-4.71,0,0,0,0,97.18,0,90.26,97.11,0,89.05,0,0,0,0,93.77,0,87.25,93.9,0,86.2,0,0,0,0
407842,2010,2011,verasjo01,1980,6,34,4,79,213,3.50387323943662,132,604,0,490,0,0,0,0,0,0,6.46,7.58,0,0,4.08,0,0,0,0,0,-0.12,-0.47,0,0,-0.76,0,0,0,0,0,0.32,0.59,0,0,0.39,0,0,0,0,0,7.18,3.69,0,0,-4.48,0,0,0,0,0,-8.88,-9.19,0,0,8.01,0,0,0,0,0,97.62,88.23,0,0,82.5,0,0,0,0,0,95.05,84.6,0,0,79.41,0,0,0,0,0,5,29,1,54,144,4.05816666666667,89,506,0,225,0,0,0,0,0,0,5.93,1.12,0,0,2.67,0,0,0,0,0,-0.23,-1.06,0,0,-0.82,0,0,0,0,0,0.49,0.89,0,0,0.4,0,0,0,0,0,7.64,4.84,0,0,-4.05,0,0,0,0,0,-9.02,-9.25,0,0,8,0,0,0,0,0,97.89,89.46,0,0,83.22,0,0,0,0,0,95.2,85.41,0,0,80.15,0,0,0,0,0
407842,2013,2014,verasjo01,1980,6,27,3,50,138,4.61026086956522,113,503,0,228,0,0,0,0,0,0,8.35,1.77,0,0,3.95,0,0,0,0,0,-0.06,-0.51,0,0,-0.87,0,0,0,0,0,0.37,0.72,0,0,0.4,0,0,0,0,0,7.04,0.85,0,0,-5.62,0,0,0,0,0,-8.93,-8.75,0,0,10.1,0,0,0,0,0,96.17,87.41,0,0,80.07,0,0,0,0,0,93.74,84.31,0,0,76.79,0,0,0,0,0,6,22,4,60,188,3.62246808510638,161,598,0,358,0,0,0,0,0,0,8.03,0,0,0,3.63,0,0,0,0,0,-0.16,-0.6,0,0,-0.86,0,0,0,0,0,0.43,0.91,0,0,0.24,0,0,0,0,0,7.35,1.85,0,0,-5.69,0,0,0,0,0,-8.63,-8.71,0,0,9.67,0,0,0,0,0,97.34,87.64,0,0,80.43,0,0,0,0,0,94.37,84.71,0,0,77.74,0,0,0,0,0
407845,2010,2011,rodnefe01,1977,1,28,3,26,96,4.7125,161,189,70,0,213,0,0,0,0,0,6.35,4.97,7.14,5.16,0,0,0,0,0,0,0.2,-0.44,-0.74,-0.05,0,0,0,0,0,0,0.12,0.32,0.3,0.03,0,0,0,0,0,0,10.11,3.3,3.94,7.35,0,0,0,0,0,0,-4.8,-10.12,0.72,-7.9,0,0,0,0,0,0,99.8,85.86,92.58,99.1,0,0,0,0,0,0,96.39,83.22,89.36,96.02,0,0,0,0,0,0,4,35,5,53,204,4.04958823529412,397,363,16,0,512,0,0,0,0,0,7.16,6.05,0,5.47,0,0,0,0,0,0,0.3,-0.35,-0.25,0.07,0,0,0,0,0,0,0.04,0.2,0.35,-0.14,0,0,0,0,0,0,9.47,2.2,4.34,6.2,0,0,0,0,0,0,-6.03,-9.94,0.7,-8.77,0,0,0,0,0,0,101.22,87.77,93.79,100.02,0,0,0,0,0,0,97.05,83.69,91.63,96.16,0,0,0,0,0,0
