"Year","Fourseam","Change","Curve","pfx_var","mlbam_id","Sinker","Slider","Cutter","Split","Slow.Curve","Screwball","Knuckler"
2008,8.47,3.75,8.51,"bway",434672,NA,NA,NA,NA,NA,NA,NA
2009,7.34,4.62,5.34,"bway",434672,NA,NA,NA,NA,NA,NA,NA
2010,4.76,7.69,9.68,"bway",434672,NA,NA,NA,NA,NA,NA,NA
2011,0,10,16.67,"bway",434672,NA,NA,NA,NA,NA,NA,NA
2008,-0.08,-0.86,-0.81,"vloc",434672,NA,NA,NA,NA,NA,NA,NA
2009,-0.38,-0.85,-0.64,"vloc",434672,NA,NA,NA,NA,NA,NA,NA
2010,-0.57,-0.79,-0.98,"vloc",434672,NA,NA,NA,NA,NA,NA,NA
2011,-0.5,-1.1,-1.76,"vloc",434672,NA,NA,NA,NA,NA,NA,NA
2008,0.15,0.6,0.44,"hloc",434672,NA,NA,NA,NA,NA,NA,NA
2009,0.21,0.48,0.29,"hloc",434672,NA,NA,NA,NA,NA,NA,NA
2010,-0.16,0.88,0.2,"hloc",434672,NA,NA,NA,NA,NA,NA,NA
2011,-0.15,0.07,0.65,"hloc",434672,NA,NA,NA,NA,NA,NA,NA
2008,8.41,2.08,-2.22,"pfx_z",434672,NA,NA,NA,NA,NA,NA,NA
2009,9.32,3.15,-0.8,"pfx_z",434672,NA,NA,NA,NA,NA,NA,NA
2010,9.94,2.64,-2.52,"pfx_z",434672,NA,NA,NA,NA,NA,NA,NA
2011,8.94,2.54,-0.79,"pfx_z",434672,NA,NA,NA,NA,NA,NA,NA
2008,-7.64,-6.38,6.54,"pfx_x",434672,NA,NA,NA,NA,NA,NA,NA
2009,-7.21,-5.43,6.03,"pfx_x",434672,NA,NA,NA,NA,NA,NA,NA
2010,-7.33,-6.62,5.77,"pfx_x",434672,NA,NA,NA,NA,NA,NA,NA
2011,-9.54,-8.76,1.56,"pfx_x",434672,NA,NA,NA,NA,NA,NA,NA
2008,92.35,80.94,80.47,"maxmph",434672,NA,NA,NA,NA,NA,NA,NA
2009,91.44,77.35,80.4,"maxmph",434672,NA,NA,NA,NA,NA,NA,NA
2010,91.26,75.96,79.83,"maxmph",434672,NA,NA,NA,NA,NA,NA,NA
2011,90.93,77.55,80.91,"maxmph",434672,NA,NA,NA,NA,NA,NA,NA
2008,89.33,76.12,77.74,"mph",434672,NA,NA,NA,NA,NA,NA,NA
2009,88.36,74.03,77.43,"mph",434672,NA,NA,NA,NA,NA,NA,NA
2010,89.06,74.87,78.16,"mph",434672,NA,NA,NA,NA,NA,NA,NA
2011,88.43,75.58,79.01,"mph",434672,NA,NA,NA,NA,NA,NA,NA
2012,10,8,NA,"bway",605476,6.98,4,NA,NA,NA,NA,NA
2013,0,9.09,NA,"bway",605476,12.31,3.13,NA,NA,NA,NA,NA
2014,0,15.79,NA,"bway",605476,5.43,4.41,NA,NA,NA,NA,NA
2015,0,4.76,NA,"bway",605476,6.3,6.68,NA,NA,NA,NA,NA
2012,0.53,-1,NA,"vloc",605476,-0.35,-0.57,NA,NA,NA,NA,NA
2013,-0.03,0.11,NA,"vloc",605476,-0.47,-1.1,NA,NA,NA,NA,NA
2014,0.88,-0.23,NA,"vloc",605476,-0.13,-0.46,NA,NA,NA,NA,NA
2015,0,-0.79,NA,"vloc",605476,-0.41,-0.78,NA,NA,NA,NA,NA
2012,0.04,0.06,NA,"hloc",605476,-0.1,0.48,NA,NA,NA,NA,NA
2013,0.62,0.13,NA,"hloc",605476,0.26,0.49,NA,NA,NA,NA,NA
2014,0.59,0.4,NA,"hloc",605476,0.13,0.3,NA,NA,NA,NA,NA
2015,0,0.56,NA,"hloc",605476,0.34,0.54,NA,NA,NA,NA,NA
2012,6.04,-0.9,NA,"pfx_z",605476,1.94,-2.66,NA,NA,NA,NA,NA
2013,7.86,1.42,NA,"pfx_z",605476,2.35,-1.58,NA,NA,NA,NA,NA
2014,5.19,-2.08,NA,"pfx_z",605476,1.68,-2.2,NA,NA,NA,NA,NA
2015,0,-2.09,NA,"pfx_z",605476,1.07,-1.97,NA,NA,NA,NA,NA
2012,-6.65,-7.4,NA,"pfx_x",605476,-7.75,4.48,NA,NA,NA,NA,NA
2013,-9.08,-10.54,NA,"pfx_x",605476,-10.6,1.52,NA,NA,NA,NA,NA
2014,-7.09,-9.88,NA,"pfx_x",605476,-9.63,7.17,NA,NA,NA,NA,NA
2015,0,-7.28,NA,"pfx_x",605476,-9.21,5.8,NA,NA,NA,NA,NA
2012,95.59,91.84,NA,"maxmph",605476,97.01,88.78,NA,NA,NA,NA,NA
2013,93.76,89.92,NA,"maxmph",605476,94.5,87.5,NA,NA,NA,NA,NA
2014,94.64,90.4,NA,"maxmph",605476,96.94,94.17,NA,NA,NA,NA,NA
2015,0,91.17,NA,"maxmph",605476,97.34,89.01,NA,NA,NA,NA,NA
2012,94.63,88.52,NA,"mph",605476,94.16,85.94,NA,NA,NA,NA,NA
2013,92.65,88.14,NA,"mph",605476,92.12,85.3,NA,NA,NA,NA,NA
2014,93.8,88.72,NA,"mph",605476,93.84,85.18,NA,NA,NA,NA,NA
2015,0,88.68,NA,"mph",605476,93.45,85.44,NA,NA,NA,NA,NA
2008,8.47,4.71,7,"bway",458713,6.56,0,6.25,NA,NA,NA,NA
2009,5.48,6.2,3.82,"bway",458713,7.33,0,10.73,NA,NA,NA,NA
2010,7.31,2.12,5.93,"bway",458713,6.48,0,4.59,NA,NA,NA,NA
2011,6.65,5.88,4.39,"bway",458713,5.82,3.29,0,NA,NA,NA,NA
2013,8.01,2.26,3.38,"bway",458713,10.36,5.76,0,NA,NA,NA,NA
2014,7.69,6.12,8.7,"bway",458713,8.4,5.38,0,NA,NA,NA,NA
2008,0.11,-0.63,-0.65,"vloc",458713,-0.07,0,-0.47,NA,NA,NA,NA
2009,0.39,-0.28,-0.61,"vloc",458713,0.1,0,-0.52,NA,NA,NA,NA
2010,0.43,-0.22,-0.42,"vloc",458713,0.17,0,-0.27,NA,NA,NA,NA
2011,0.29,-0.12,-0.53,"vloc",458713,0.04,-0.51,0,NA,NA,NA,NA
2013,0.13,-0.65,-0.86,"vloc",458713,0.01,-0.47,0,NA,NA,NA,NA
2014,0.4,-0.62,-0.51,"vloc",458713,0.07,-0.37,0,NA,NA,NA,NA
2008,0.37,0.7,0.5,"hloc",458713,0.31,0,0.36,NA,NA,NA,NA
2009,0.26,0.84,0.32,"hloc",458713,0.31,0,0.23,NA,NA,NA,NA
2010,0.09,0.77,0.5,"hloc",458713,0.2,0,0.26,NA,NA,NA,NA
2011,0.1,0.86,0.37,"hloc",458713,0.06,0.32,0,NA,NA,NA,NA
2013,0.27,0.62,0.56,"hloc",458713,0.19,0.29,0,NA,NA,NA,NA
2014,0.1,0.8,0.14,"hloc",458713,0.24,0.39,0,NA,NA,NA,NA
2008,9.78,6.55,-1.56,"pfx_z",458713,7.44,0,5.98,NA,NA,NA,NA
2009,10.17,5.9,-2.46,"pfx_z",458713,8.45,0,5.56,NA,NA,NA,NA
2010,9.75,6.28,-1.28,"pfx_z",458713,7.61,0,6.59,NA,NA,NA,NA
2011,10.25,7.73,-0.41,"pfx_z",458713,7.9,3.81,0,NA,NA,NA,NA
2013,10.59,9.93,-2.19,"pfx_z",458713,8.6,1.73,0,NA,NA,NA,NA
2014,10.73,9.03,-1.43,"pfx_z",458713,8.24,4.88,0,NA,NA,NA,NA
2008,-5.27,-5.95,6.1,"pfx_x",458713,-8.42,0,0.73,NA,NA,NA,NA
2009,-3.98,-6.58,6.21,"pfx_x",458713,-7.15,0,1.8,NA,NA,NA,NA
2010,-4.15,-5.89,4.91,"pfx_x",458713,-7.37,0,1.23,NA,NA,NA,NA
2011,-4.33,-4.83,4.15,"pfx_x",458713,-7.17,2.91,0,NA,NA,NA,NA
2013,-3.82,-4.42,4.72,"pfx_x",458713,-7.55,3.57,0,NA,NA,NA,NA
2014,-4.37,-5.43,3.99,"pfx_x",458713,-7.02,2.5,0,NA,NA,NA,NA
2008,94.97,86.65,79.27,"maxmph",458713,93.86,0,91.6,NA,NA,NA,NA
2009,92.13,86.72,77.33,"maxmph",458713,92.64,0,89,NA,NA,NA,NA
2010,93.77,87.27,79.04,"maxmph",458713,94.62,0,90.32,NA,NA,NA,NA
2011,93.23,87.54,79.37,"maxmph",458713,93.71,86.08,0,NA,NA,NA,NA
2013,93.36,87.19,77.34,"maxmph",458713,93.27,84.58,0,NA,NA,NA,NA
2014,93.67,87.71,78.05,"maxmph",458713,92.3,86.56,0,NA,NA,NA,NA
2008,90.92,83.62,75.09,"mph",458713,90.87,0,86.73,NA,NA,NA,NA
2009,89.42,83.32,74.69,"mph",458713,89.7,0,84.8,NA,NA,NA,NA
2010,90.33,84.1,75.91,"mph",458713,90.3,0,85.97,NA,NA,NA,NA
2011,89.96,84.08,75.67,"mph",458713,89.82,81.84,0,NA,NA,NA,NA
2013,90.17,84.48,73.97,"mph",458713,90.24,80.56,0,NA,NA,NA,NA
2014,90.34,85.67,75.77,"mph",458713,90.23,83.71,0,NA,NA,NA,NA
2008,4.33,2.94,NA,"bway",460657,5.17,5.31,NA,NA,NA,NA,NA
2009,3.51,10,NA,"bway",460657,0,8.33,NA,NA,NA,NA,NA
2010,2.91,7.69,NA,"bway",460657,7.14,4.05,NA,NA,NA,NA,NA
2011,5.88,2.94,NA,"bway",460657,6.52,3.85,NA,NA,NA,NA,NA
2012,8.47,7.41,NA,"bway",460657,9.09,0,NA,NA,NA,NA,NA
2008,0.11,-0.81,NA,"vloc",460657,-0.47,-0.91,NA,NA,NA,NA,NA
2009,0.04,-1.49,NA,"vloc",460657,-0.44,-0.88,NA,NA,NA,NA,NA
2010,0.24,-0.7,NA,"vloc",460657,-0.32,-0.58,NA,NA,NA,NA,NA
2011,0.01,-1.09,NA,"vloc",460657,-0.49,-0.58,NA,NA,NA,NA,NA
2012,-0.09,-0.58,NA,"vloc",460657,-0.46,-0.87,NA,NA,NA,NA,NA
2008,0.01,0.33,NA,"hloc",460657,0.47,0.44,NA,NA,NA,NA,NA
2009,0.22,-0.4,NA,"hloc",460657,0.41,0.74,NA,NA,NA,NA,NA
2010,0.45,0.2,NA,"hloc",460657,0.21,0.48,NA,NA,NA,NA,NA
2011,0.22,0,NA,"hloc",460657,0.32,0.85,NA,NA,NA,NA,NA
2012,0.18,0.11,NA,"hloc",460657,0.16,-0.01,NA,NA,NA,NA,NA
2008,8.73,3.96,NA,"pfx_z",460657,6.31,0.79,NA,NA,NA,NA,NA
2009,8.34,4.29,NA,"pfx_z",460657,5.44,-1.09,NA,NA,NA,NA,NA
2010,8.64,3.65,NA,"pfx_z",460657,5.05,-1.19,NA,NA,NA,NA,NA
2011,9,2.88,NA,"pfx_z",460657,5.34,1.23,NA,NA,NA,NA,NA
2012,8.49,3.27,NA,"pfx_z",460657,5.09,0.46,NA,NA,NA,NA,NA
2008,4.08,5.42,NA,"pfx_x",460657,8.97,-5.01,NA,NA,NA,NA,NA
2009,3.38,5.96,NA,"pfx_x",460657,8.72,-5.73,NA,NA,NA,NA,NA
2010,4.49,6.57,NA,"pfx_x",460657,9.76,-6.42,NA,NA,NA,NA,NA
2011,4.84,7.27,NA,"pfx_x",460657,10.13,-5.08,NA,NA,NA,NA,NA
2012,5.1,6.47,NA,"pfx_x",460657,8.92,-5.9,NA,NA,NA,NA,NA
2008,92.78,85.92,NA,"maxmph",460657,91.28,83.98,NA,NA,NA,NA,NA
2009,92.9,86.31,NA,"maxmph",460657,93.11,84.9,NA,NA,NA,NA,NA
2010,93.76,88.39,NA,"maxmph",460657,93.19,83.51,NA,NA,NA,NA,NA
2011,92.51,87.05,NA,"maxmph",460657,92.36,84.13,NA,NA,NA,NA,NA
2012,90.51,84.02,NA,"maxmph",460657,90.3,82.51,NA,NA,NA,NA,NA
2008,90.03,83.37,NA,"mph",460657,89.32,80.64,NA,NA,NA,NA,NA
2009,91.55,84.59,NA,"mph",460657,91.22,81.95,NA,NA,NA,NA,NA
2010,90.94,85.11,NA,"mph",460657,90.56,80.59,NA,NA,NA,NA,NA
2011,90.1,83.84,NA,"mph",460657,89.88,80.97,NA,NA,NA,NA,NA
2012,89.06,82.1,NA,"mph",460657,88.42,79.34,NA,NA,NA,NA,NA
2010,5.15,8.33,3.45,"bway",460104,NA,NA,NA,NA,NA,NA,NA
2011,7.89,0,6.67,"bway",460104,NA,NA,NA,NA,NA,NA,NA
2010,-0.21,-0.51,-0.79,"vloc",460104,NA,NA,NA,NA,NA,NA,NA
2011,-0.25,0,-0.66,"vloc",460104,NA,NA,NA,NA,NA,NA,NA
2010,0.3,0.97,0.68,"hloc",460104,NA,NA,NA,NA,NA,NA,NA
2011,0.51,0,0.67,"hloc",460104,NA,NA,NA,NA,NA,NA,NA
2010,7.3,0.3,0.59,"pfx_z",460104,NA,NA,NA,NA,NA,NA,NA
2011,8.4,0,-0.47,"pfx_z",460104,NA,NA,NA,NA,NA,NA,NA
2010,-7,-8.77,5.88,"pfx_x",460104,NA,NA,NA,NA,NA,NA,NA
2011,-6.53,0,5.8,"pfx_x",460104,NA,NA,NA,NA,NA,NA,NA
2010,95.05,81.34,79.95,"maxmph",460104,NA,NA,NA,NA,NA,NA,NA
2011,92.24,0,77.68,"maxmph",460104,NA,NA,NA,NA,NA,NA,NA
2010,91.58,79.63,78.17,"mph",460104,NA,NA,NA,NA,NA,NA,NA
2011,89.96,0,76.43,"mph",460104,NA,NA,NA,NA,NA,NA,NA
2009,6.85,NA,NA,"bway",448609,0,2.53,NA,2.63,NA,NA,NA
2010,5.3,NA,NA,"bway",448609,0,6.29,NA,6.9,NA,NA,NA
2011,7.19,NA,NA,"bway",448609,0,4.71,NA,5.95,NA,NA,NA
2012,4.09,NA,NA,"bway",448609,2.08,8.93,NA,3.92,NA,NA,NA
2013,7.4,NA,NA,"bway",448609,8,4.18,NA,7.41,NA,NA,NA
2014,6.12,NA,NA,"bway",448609,3.57,3.47,NA,5.08,NA,NA,NA
2015,5.64,NA,NA,"bway",448609,0,5.93,NA,2.29,NA,NA,NA
2009,0.13,NA,NA,"vloc",448609,0.03,-1.07,NA,-1.1,NA,NA,NA
2010,0.03,NA,NA,"vloc",448609,-0.48,-1.31,NA,-0.72,NA,NA,NA
2011,-0.1,NA,NA,"vloc",448609,0,-0.93,NA,-0.87,NA,NA,NA
2012,0.12,NA,NA,"vloc",448609,-0.39,-0.88,NA,-0.46,NA,NA,NA
2013,0.11,NA,NA,"vloc",448609,-0.59,-0.73,NA,-0.93,NA,NA,NA
2014,-0.01,NA,NA,"vloc",448609,-0.6,-1.05,NA,-0.62,NA,NA,NA
2015,-0.03,NA,NA,"vloc",448609,-0.96,-1.15,NA,-0.99,NA,NA,NA
2009,0.31,NA,NA,"hloc",448609,0.87,0.1,NA,0.13,NA,NA,NA
2010,0.34,NA,NA,"hloc",448609,0.72,0.31,NA,0.46,NA,NA,NA
2011,0.38,NA,NA,"hloc",448609,0,0.16,NA,0.31,NA,NA,NA
2012,0.34,NA,NA,"hloc",448609,0.23,0.39,NA,0.36,NA,NA,NA
2013,0.15,NA,NA,"hloc",448609,-0.04,0.22,NA,0.19,NA,NA,NA
2014,0.32,NA,NA,"hloc",448609,0.21,0.37,NA,0.38,NA,NA,NA
2015,0.54,NA,NA,"hloc",448609,0.39,0.56,NA,0.55,NA,NA,NA
2009,10.91,NA,NA,"pfx_z",448609,2.18,1.08,NA,7.46,NA,NA,NA
2010,10.73,NA,NA,"pfx_z",448609,6.86,1.77,NA,5.87,NA,NA,NA
2011,10.88,NA,NA,"pfx_z",448609,0,1.51,NA,5.13,NA,NA,NA
2012,11.27,NA,NA,"pfx_z",448609,8.94,0.73,NA,3.13,NA,NA,NA
2013,11.38,NA,NA,"pfx_z",448609,8.86,1.27,NA,3.78,NA,NA,NA
2014,10.98,NA,NA,"pfx_z",448609,10.58,0.71,NA,2.74,NA,NA,NA
2015,10.34,NA,NA,"pfx_z",448609,7.8,0.13,NA,3.31,NA,NA,NA
2009,4.56,NA,NA,"pfx_x",448609,8.11,1.26,NA,6.69,NA,NA,NA
2010,4.33,NA,NA,"pfx_x",448609,6.29,1.17,NA,7.38,NA,NA,NA
2011,4.41,NA,NA,"pfx_x",448609,0,1.32,NA,7.07,NA,NA,NA
2012,5.27,NA,NA,"pfx_x",448609,9.5,1.36,NA,7.1,NA,NA,NA
2013,5.6,NA,NA,"pfx_x",448609,9.84,1.42,NA,6.8,NA,NA,NA
2014,5.56,NA,NA,"pfx_x",448609,7.51,1.12,NA,6.69,NA,NA,NA
2015,5.46,NA,NA,"pfx_x",448609,9.64,1.48,NA,6.93,NA,NA,NA
2009,95.22,NA,NA,"maxmph",448609,92.66,86.56,NA,86.82,NA,NA,NA
2010,94.64,NA,NA,"maxmph",448609,93.4,86.39,NA,86.01,NA,NA,NA
2011,95.34,NA,NA,"maxmph",448609,0,86.31,NA,85.57,NA,NA,NA
2012,95.94,NA,NA,"maxmph",448609,92.58,84.21,NA,82.76,NA,NA,NA
2013,94.1,NA,NA,"maxmph",448609,91.76,84.57,NA,81.44,NA,NA,NA
2014,95.62,NA,NA,"maxmph",448609,94.12,85.67,NA,82.09,NA,NA,NA
2015,94.12,NA,NA,"maxmph",448609,92.79,84.15,NA,82.66,NA,NA,NA
2009,92.52,NA,NA,"mph",448609,92.06,83.1,NA,84.21,NA,NA,NA
2010,91.96,NA,NA,"mph",448609,91.35,83.23,NA,83.73,NA,NA,NA
2011,92.11,NA,NA,"mph",448609,0,82.77,NA,82.65,NA,NA,NA
2012,91.84,NA,NA,"mph",448609,90.17,81.15,NA,79.51,NA,NA,NA
2013,91.19,NA,NA,"mph",448609,89.93,80.82,NA,78.38,NA,NA,NA
2014,92.87,NA,NA,"mph",448609,91.46,81.87,NA,79.85,NA,NA,NA
2015,91.77,NA,NA,"mph",448609,90.38,81.19,NA,79.53,NA,NA,NA
2010,9.09,NA,NA,"bway",446213,0,0,NA,NA,NA,NA,NA
2010,-0.12,NA,NA,"vloc",446213,-1.18,-0.55,NA,NA,NA,NA,NA
2010,0.14,NA,NA,"hloc",446213,0.45,-0.09,NA,NA,NA,NA,NA
2010,8.55,NA,NA,"pfx_z",446213,5.79,-0.19,NA,NA,NA,NA,NA
2010,-0.58,NA,NA,"pfx_x",446213,-8.79,4.2,NA,NA,NA,NA,NA
2010,93.16,NA,NA,"maxmph",446213,93.38,84.62,NA,NA,NA,NA,NA
2010,91.47,NA,NA,"mph",446213,92.5,82.95,NA,NA,NA,NA,NA
2008,5.88,4.27,NA,"bway",400067,4.67,3.83,NA,NA,NA,NA,NA
2009,11.11,3.09,NA,"bway",400067,4.07,1.47,NA,NA,NA,NA,NA
2010,2.78,6.08,NA,"bway",400067,4.87,6.27,NA,NA,NA,NA,NA
2008,-0.09,-0.75,NA,"vloc",400067,-0.3,-0.61,NA,NA,NA,NA,NA
2009,0.2,-0.79,NA,"vloc",400067,-0.34,-0.67,NA,NA,NA,NA,NA
2010,0.17,-0.79,NA,"vloc",400067,-0.13,-0.59,NA,NA,NA,NA,NA
2008,0.2,0.56,NA,"hloc",400067,0.26,0.67,NA,NA,NA,NA,NA
2009,-0.26,0.55,NA,"hloc",400067,0.18,0.68,NA,NA,NA,NA,NA
2010,0.01,0.42,NA,"hloc",400067,0.17,0.47,NA,NA,NA,NA,NA
2008,10.67,2.81,NA,"pfx_z",400067,7.21,2.94,NA,NA,NA,NA,NA
2009,9.66,3.2,NA,"pfx_z",400067,6.91,4.11,NA,NA,NA,NA,NA
2010,10.29,1.86,NA,"pfx_z",400067,7.56,0.37,NA,NA,NA,NA,NA
2008,-6.39,-7.85,NA,"pfx_x",400067,-9.06,2.5,NA,NA,NA,NA,NA
2009,-7.24,-8.29,NA,"pfx_x",400067,-9.58,2.38,NA,NA,NA,NA,NA
2010,-7.05,-7.78,NA,"pfx_x",400067,-8.81,2.04,NA,NA,NA,NA,NA
2008,93.52,91.79,NA,"maxmph",400067,94.57,86.14,NA,NA,NA,NA,NA
2009,93.05,83.8,NA,"maxmph",400067,94.35,86.18,NA,NA,NA,NA,NA
2010,93.68,85.79,NA,"maxmph",400067,94.9,85.99,NA,NA,NA,NA,NA
2008,90.86,81.58,NA,"mph",400067,90.77,81.61,NA,NA,NA,NA,NA
2009,90.06,81,NA,"mph",400067,90.68,81.58,NA,NA,NA,NA,NA
2010,91.49,82.27,NA,"mph",400067,91.24,80.22,NA,NA,NA,NA,NA
2012,8.47,0,3.33,"bway",543779,NA,0,NA,NA,NA,NA,NA
2013,5.2,10,1.47,"bway",543779,NA,0,NA,NA,NA,NA,NA
2014,6.07,0,0,"bway",543779,NA,6.45,NA,NA,NA,NA,NA
2015,5.77,4.66,0,"bway",543779,NA,4.3,NA,NA,NA,NA,NA
2012,0.03,-0.91,-0.53,"vloc",543779,NA,0,NA,NA,NA,NA,NA
2013,-0.02,-0.89,-0.4,"vloc",543779,NA,0,NA,NA,NA,NA,NA
2014,0.08,-1.22,-0.66,"vloc",543779,NA,-0.19,NA,NA,NA,NA,NA
2015,-0.14,-0.56,0,"vloc",543779,NA,-0.8,NA,NA,NA,NA,NA
2012,0.19,0.23,0.72,"hloc",543779,NA,0,NA,NA,NA,NA,NA
2013,0.28,-0.33,0.89,"hloc",543779,NA,0,NA,NA,NA,NA,NA
2014,0.24,-0.17,0.82,"hloc",543779,NA,0.96,NA,NA,NA,NA,NA
2015,0.18,0.42,0,"hloc",543779,NA,1.22,NA,NA,NA,NA,NA
2012,4.59,0.7,-2.72,"pfx_z",543779,NA,0,NA,NA,NA,NA,NA
2013,9.59,7.45,-0.76,"pfx_z",543779,NA,0,NA,NA,NA,NA,NA
2014,10.07,8.41,-1.86,"pfx_z",543779,NA,4.13,NA,NA,NA,NA,NA
2015,10.17,6.68,0,"pfx_z",543779,NA,2.66,NA,NA,NA,NA,NA
2012,11.16,11.39,-0.53,"pfx_x",543779,NA,0,NA,NA,NA,NA,NA
2013,7.48,10.67,1.01,"pfx_x",543779,NA,0,NA,NA,NA,NA,NA
2014,7.41,10.09,-0.23,"pfx_x",543779,NA,-1.07,NA,NA,NA,NA,NA
2015,6.92,10.44,0,"pfx_x",543779,NA,-2.12,NA,NA,NA,NA,NA
2012,95.75,84.32,81.63,"maxmph",543779,NA,0,NA,NA,NA,NA,NA
2013,100.03,90.39,83.42,"maxmph",543779,NA,0,NA,NA,NA,NA,NA
2014,98.99,88.11,82.33,"maxmph",543779,NA,87.28,NA,NA,NA,NA,NA
2015,97.7,90.14,0,"maxmph",543779,NA,85.93,NA,NA,NA,NA,NA
2012,92.54,81.81,77.14,"mph",543779,NA,0,NA,NA,NA,NA,NA
2013,96,86.49,80.47,"mph",543779,NA,0,NA,NA,NA,NA,NA
2014,95.24,85.73,78.77,"mph",543779,NA,82.6,NA,NA,NA,NA,NA
2015,94.93,86.16,0,"mph",543779,NA,81.33,NA,NA,NA,NA,NA
2014,3.91,NA,NA,"bway",592741,NA,3.33,NA,0,NA,NA,NA
2015,5.31,NA,NA,"bway",592741,NA,1.09,NA,1.97,NA,NA,NA
2014,-0.34,NA,NA,"vloc",592741,NA,-1.4,NA,-1.51,NA,NA,NA
2015,-0.29,NA,NA,"vloc",592741,NA,-1.18,NA,-1.72,NA,NA,NA
2014,0.31,NA,NA,"hloc",592741,NA,0.5,NA,0.55,NA,NA,NA
2015,0.14,NA,NA,"hloc",592741,NA,0.64,NA,0.22,NA,NA,NA
2014,10.41,NA,NA,"pfx_z",592741,NA,1.41,NA,1.04,NA,NA,NA
2015,10.13,NA,NA,"pfx_z",592741,NA,2.59,NA,0.93,NA,NA,NA
2014,6.76,NA,NA,"pfx_x",592741,NA,-0.21,NA,5.12,NA,NA,NA
2015,7.33,NA,NA,"pfx_x",592741,NA,0.83,NA,6.32,NA,NA,NA
2014,95.22,NA,NA,"maxmph",592741,NA,87.66,NA,86.88,NA,NA,NA
2015,95.37,NA,NA,"maxmph",592741,NA,87.04,NA,85.82,NA,NA,NA
2014,92.47,NA,NA,"mph",592741,NA,84.13,NA,83.77,NA,NA,NA
2015,92.16,NA,NA,"mph",592741,NA,84.08,NA,83.19,NA,NA,NA
2013,4.17,0,0,"bway",533167,8.7,6.25,NA,3.7,NA,NA,NA
2014,5.72,0,8.81,"bway",533167,1.9,6.94,NA,3.7,NA,NA,NA
2015,7.41,0,3.36,"bway",533167,3.76,7.09,NA,3.97,NA,NA,NA
2013,0.19,0,-0.13,"vloc",533167,-0.85,-0.66,NA,-1.18,NA,NA,NA
2014,0.29,0,-0.57,"vloc",533167,-0.39,-0.79,NA,-1,NA,NA,NA
2015,0.09,-1.3,-0.25,"vloc",533167,-0.37,-0.86,NA,-1.16,NA,NA,NA
2013,0.42,0,0.09,"hloc",533167,0.54,0.24,NA,0.44,NA,NA,NA
2014,0.24,0,0.48,"hloc",533167,0.36,0.41,NA,0.22,NA,NA,NA
2015,0.35,0.38,0.66,"hloc",533167,0.32,0.53,NA,0.29,NA,NA,NA
2013,10.87,0,-1.19,"pfx_z",533167,7.39,3,NA,3.7,NA,NA,NA
2014,10.58,0,-1.78,"pfx_z",533167,7.76,2.4,NA,4.06,NA,NA,NA
2015,10.65,5.65,-1.28,"pfx_z",533167,7.95,3.25,NA,4.59,NA,NA,NA
2013,-3.81,0,8.24,"pfx_x",533167,-7.67,0.25,NA,-4.83,NA,NA,NA
2014,-3.12,0,6.63,"pfx_x",533167,-7.38,1.07,NA,-5.52,NA,NA,NA
2015,-2.76,-4.1,7.09,"pfx_x",533167,-7.11,1.12,NA,-4.78,NA,NA,NA
2013,94.33,0,78.09,"maxmph",533167,93.32,83.82,NA,86.78,NA,NA,NA
2014,95.33,0,80.91,"maxmph",533167,94.68,85.92,NA,87.33,NA,NA,NA
2015,94.59,85.2,79.08,"maxmph",533167,94.12,86.34,NA,87.81,NA,NA,NA
2013,91.81,0,76.39,"mph",533167,90.49,82.25,NA,84.5,NA,NA,NA
2014,91.3,0,76.24,"mph",533167,90.91,81.76,NA,84.32,NA,NA,NA
2015,90.82,82.9,75.73,"mph",533167,90.49,81.92,NA,84.28,NA,NA,NA
2008,7.89,0,5.71,"bway",276912,5.89,0,NA,NA,NA,NA,NA
2009,0,0,1.23,"bway",276912,6.17,0,NA,NA,NA,NA,NA
2010,0,0,1.6,"bway",276912,7.52,0,NA,NA,NA,NA,NA
2008,0.54,-1.08,-0.93,"vloc",276912,0.08,0,NA,NA,NA,NA,NA
2009,2.34,0,-1.14,"vloc",276912,0.18,0,NA,NA,NA,NA,NA
2010,0.74,-0.19,-1.09,"vloc",276912,0.12,-0.5,NA,NA,NA,NA,NA
2008,0.44,1.23,0.34,"hloc",276912,0.35,0,NA,NA,NA,NA,NA
2009,0.35,0,0.43,"hloc",276912,0.31,0,NA,NA,NA,NA,NA
2010,0.77,0.4,0.36,"hloc",276912,0.34,-0.02,NA,NA,NA,NA,NA
2008,8.63,5.24,-8.99,"pfx_z",276912,8.66,0,NA,NA,NA,NA,NA
2009,7.1,0,-10.13,"pfx_z",276912,9.3,0,NA,NA,NA,NA,NA
2010,6.39,4.96,-8.12,"pfx_z",276912,8.49,3.38,NA,NA,NA,NA,NA
2008,-8.52,-10.32,4.84,"pfx_x",276912,-8.54,0,NA,NA,NA,NA,NA
2009,-8.31,0,4.98,"pfx_x",276912,-8.36,0,NA,NA,NA,NA,NA
2010,-10.81,-9.82,3.38,"pfx_x",276912,-8.31,0.51,NA,NA,NA,NA,NA
2008,94.8,86.56,84.82,"maxmph",276912,96.57,0,NA,NA,NA,NA,NA
2009,92.43,0,82.33,"maxmph",276912,94.87,0,NA,NA,NA,NA,NA
2010,91.88,87.27,86.54,"maxmph",276912,95.4,92.35,NA,NA,NA,NA,NA
2008,92.8,85.94,80.92,"mph",276912,92.91,0,NA,NA,NA,NA,NA
