Cutter.bway.x,Cutter.bway.y,Cutter.hloc.x,Cutter.hloc.y,Cutter.maxmph.x,Cutter.maxmph.y,Cutter.mph.x,Cutter.mph.y,Cutter.pfx_x.x,Cutter.pfx_x.y,Cutter.pfx_z.x,Cutter.pfx_z.y,Cutter.vloc.x,Cutter.vloc.y,Cutter.x,Cutter.y,FIP.x,FIP.y,Fourseam.bway.x,Fourseam.bway.y,Fourseam.hloc.x,Fourseam.hloc.y,Fourseam.maxmph.x,Fourseam.maxmph.y,Fourseam.mph.x,Fourseam.mph.y,Fourseam.pfx_x.x,Fourseam.pfx_x.y,Fourseam.pfx_z.x,Fourseam.pfx_z.y,Fourseam.vloc.x,Fourseam.vloc.y,Fourseam.x,Fourseam.y,mlbam_id,yearID,tjs_label
7.69,16.67,0.32,-0.66,91.87,91.09,86.92,88.96,3.27,2.19,5.51,5.87,-0.67,-0.41,26,6,2.14336363636364,4.19693617021277,1.92,7.41,0.5,-0.05,92.14,91.99,89.5,89.01,4.93,5.71,7.23,8.55,-0.33,-0.47,52,54,435043,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05357142857143,8.79775,2.94,4.65,0.14,0.13,91.2,93.79,89.47,91.75,8.31,8.88,8.85,8.28,0.32,0.19,34,86,441368,2011,0
5.9,5.52,0.23,0.15,94.72,93.56,90.61,90.26,-0.31,0.06,4.87,5.66,-0.07,0.04,288,942,3.99375,4.73466037735849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444857,2011,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.695,3.65525210084034,0,5,1.06,0.21,93.02,95.76,90.9,93.97,-5.38,-4.56,9.68,8.51,-0.64,0.49,5,20,445001,2012,0
0,0,0,-0.49,0,90.81,0,89.84,0,-2.19,0,7.72,0,-0.23,0,2,1.86200440528634,2.27542857142857,7.25,6.43,0.07,0.05,95.09,94.03,91.94,91.33,3.01,3.7,7.06,7.14,0.42,0.29,207,249,445156,2011,0
0,3.3,-0.16,0.02,87.87,91.85,86.68,87.36,-0.36,1.12,7.34,5.21,0.44,-0.15,5,182,5.09508086253369,4.03459845559846,6.23,5.56,-0.09,-0.02,94.22,96.17,89.48,90.96,4.05,3.69,10.46,9.68,0.3,0.2,706,1007,446399,2011,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75125,3.025,0,25,0,0.65,0,92.83,0,90.81,0,-5.81,0,8.81,0,0.2,0,4,448337,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23978082191781,4.05850364963504,7.31,7.9,0.27,0.42,96.68,98.68,93.74,94.76,-4.17,-4.74,8.04,8.43,0.35,-0.11,219,899,450172,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30878378378378,5.52344444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450212,2011,0
2.94,0,0.51,0,93.8,0,89.99,0,3.07,0,4.69,0,-0.47,0,136,0,2.78220379146919,4.66630434782609,7.69,5.28,0.26,0.25,98.43,97.32,94.42,92.36,-3.23,-3.32,11.15,10.67,0.15,0.13,689,1666,451584,2012,0
0,11.82,0.11,0.37,89.48,91.87,88.1,89.79,2.59,0.82,2.8,3.6,0.49,-0.38,2,110,6.095,5.63538961038961,0,25,0,0.43,0,92.3,0,91.75,0,-4.71,0,7.2,0,-0.86,0,4,451585,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.595,4.88706896551724,8.14,4.71,0.27,0.39,97.8,100.96,94.91,97.57,-7.66,-7.4,8.73,8.4,0.13,0.25,86,170,452764,2012,0
2.99,3.79,0.73,0.71,90.64,88.84,86,85.34,0.63,0.32,2.86,2.43,-0.94,-0.8,234,290,4.51221782178218,3.21160199004975,6.08,6.33,0.4,0.42,96.1,96.51,92.33,92.51,-6.53,-7.24,10.08,9.92,0,0,1793,2260,453178,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27485714285714,5.47957894736842,9.09,6.92,0.27,0.32,94.89,96.09,93.22,93.87,-5.75,-5.09,7.59,8.33,0.26,-0.11,22,347,453184,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11730769230769,6.2320612244898,5.98,6.35,0.09,0.24,98.67,95.71,93.05,91.82,5.03,4.52,8.28,8.75,0.13,-0.02,702,378,453192,2011,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00555963302752,2.84628571428571,11.43,9.52,0.28,0.14,89.31,87.53,86.42,85.43,-3.45,-2.42,10.34,10.36,0.02,0.49,35,21,453214,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.048,6.36466292134831,6.67,7.26,0.24,0.18,96.55,98.08,94.44,93.6,-1.09,-1.32,7.47,6.17,0.62,0.5,15,551,453268,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26551509769094,4.14294871794872,7.04,7.38,0.39,0.24,100.34,99.46,94.97,94.03,-7.54,-6.85,7.9,7.94,-0.15,-0.07,2116,2223,453286,2012,0
5.88,6.08,0.28,0.23,96.89,96.54,93.35,93.28,1.49,0.45,6.91,6.73,-0.21,-0.08,221,263,4.58388888888889,3.25369955156951,7.3,5.54,0.23,0.25,96.49,96.78,94.06,93.71,-1.67,-2.54,8.72,8.43,-0.04,-0.09,233,379,453343,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.732,5.42223312883436,4.93,6.96,0.42,0.29,100.71,99.39,95.11,93.99,-4.05,-4.55,9.92,9.9,0.05,-0.16,345,517,453344,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90184729064039,2.86566666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454535,2011,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63026315789474,3.01482887700535,5.75,6,0.24,0.35,99.4,100.89,94.99,96.11,-2.52,-2.63,8.86,9.1,0.2,0.06,174,833,455009,2011,0
0,5.88,0,0.13,0,90.38,0,86.11,0,1.17,0,3.3,0,-0.46,0,34,5.57936842105263,3.888,4.82,7.42,0.32,0.46,95.94,96.46,91.83,91.12,-5.73,-6.92,9.7,9.68,-0.32,-0.22,83,256,457711,2014,0
0,6.3,-0.21,-0.01,92.62,95.17,89.81,90.09,0.38,0.95,6.19,5.98,-0.24,-0.29,9,127,4.934,3.95214388489209,4.17,5.17,0.06,0.08,95.2,97.38,93.35,94.39,-2.85,-3.02,11.57,10.84,0.2,0.09,24,445,457915,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90313953488372,3.78465665236051,8.14,4.41,0.25,0.13,93.99,95.1,90.62,91.26,-4.49,-4.77,9.81,9.6,-0.04,0.17,221,408,459967,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70146534653465,3.22833333333333,1.83,7.03,-0.09,0.03,95.31,94.85,92.41,92.31,7.24,7.07,10.21,10.79,-0.29,-0.36,109,128,459987,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31581818181818,3.20517073170732,4.39,6.44,0.19,0.12,95.38,98.26,91.95,93.43,-5.22,-5.15,10.6,9.53,0.04,0.16,114,528,460008,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91163636363637,5.13919889502762,8,5.76,0.18,0.01,94.3,95.56,89.6,91.92,4.48,4,6.45,6.45,-0.44,-0.15,125,1736,460069,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91852941176471,2.065,10.94,6.53,0.09,0.34,94.7,96.88,92.03,94.44,-3.55,-6.71,5.44,6.88,0.15,0.05,64,199,460092,2012,0
11.86,2.16,0.17,0.41,87.08,89.17,85.15,85.99,2.11,1.15,3.1,4.07,0.51,-0.24,59,139,3.82264788732394,3.31518348623853,6.41,6.58,0.27,0.33,95.9,96.51,92.91,93.56,-2.07,-4.02,11.72,11.62,0.54,0.37,702,699,461325,2013,0
0,11.86,0,0.17,0,87.08,0,85.15,0,2.11,0,3.1,0,0.51,0,59,2.74811374407583,3.82264788732394,6.43,6.41,0.35,0.27,96.4,95.9,92.64,92.91,-2.73,-2.07,10.87,11.72,0.58,0.54,575,702,461325,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82409698996656,3.63886138613861,5.31,6.13,0.24,0.23,97.41,97.71,94.15,93.8,7.25,7.35,9.69,9.26,0.25,0.23,1338,1322,461829,2012,0
3.39,8.5,0.61,0.42,90.48,91.61,87.25,87.76,1.77,0.84,5.98,7.48,-0.22,-0.14,59,153,4.56364111498258,4.57857142857143,6.35,7.12,0.28,0.33,96.24,96.13,92.76,92.12,-5.03,-4.2,9.27,10.06,0.35,0.37,2238,787,461833,2012,0
50,11.76,-0.12,0.34,87.38,90.9,86.9,88.31,0.12,-1.59,5.25,6.57,-0.16,-0.61,2,17,3.8605,3.34801204819277,4.64,5.52,0.36,0.38,92.74,93.93,90,90.89,-3.53,-4.46,12.03,11.57,-0.11,-0.11,1206,1322,462136,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51465517241379,5.54328571428571,9.65,9.68,0.18,-0.01,95.79,96.21,93.45,92.77,-4.88,-6.08,8.66,8.83,0.02,0.25,114,31,462522,2011,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.134,4.257,3.77,1.02,0.29,0.23,92.49,91.1,90.23,89.14,7.23,6.2,9.29,9.71,-0.09,-0.28,106,98,462945,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82147368421053,3.46860810810811,5.99,6.73,0.19,0.18,93.22,95.65,89.22,91.43,-2.75,-2.58,7.96,8.33,0.03,-0.36,317,1011,468504,2014,0
5.68,4,-0.03,-0.2,91.83,91.97,87.67,88.68,0.1,-0.12,6.96,7.82,-0.07,-0.04,792,325,4.845,4.0627358490566,7.3,6.76,0.15,-0.02,94.6,95.49,90.56,91.27,4.75,5.14,10.95,11.11,0.2,0.15,795,755,475243,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34851813471503,4.15638933764136,7.07,7.86,0.15,0.26,98.08,97.93,93.97,93.64,-6.89,-6.37,5.18,5.19,0.12,0.07,920,1234,475416,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4792380952381,1.64311111111111,5.01,6.2,0.18,0.35,100.99,101.32,97.69,97.58,-1.38,-2.1,8.92,8.57,0.15,0.1,679,710,476454,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79295580110497,2.29639130434783,6.26,5.63,0.55,0.58,101.5,102.19,98.36,99.63,-6.94,-7.46,9.77,8.94,-0.01,-0.08,911,213,477229,2011,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69740963855422,0.9625,7.94,9.82,0.42,0.51,91.12,92.33,89.23,90.39,-7.59,-7.26,6.76,7.66,0.13,0.24,214,224,489265,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45573913043478,6.74069565217391,5.13,5.88,0.21,0.15,98.18,98.43,96.07,95.52,-6.22,-6.51,9.97,10.04,0.04,0.45,117,51,489294,2015,0
7.96,3.42,0.29,0.25,90.39,89.21,86.71,86.18,1.97,1.84,3.86,2.63,-0.05,-0.32,465,146,3.06342105263158,4.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491159,2012,0
6.32,7.96,0.23,0.29,89.06,90.39,86.66,86.71,1.51,1.97,3.16,3.86,-0.11,-0.05,522,465,3.37850847457627,3.06342105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491159,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56455629139073,3.85979514415782,2.74,3.53,0.13,-0.22,94.87,95.05,92.05,92.14,-4.5,-4.43,9.31,9.47,0.57,0.7,219,397,493133,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.895,3.025,7.04,6.41,0.31,0.16,98.39,96.82,95.88,94.41,-3.48,-1.92,7.94,7.41,-0.13,0.13,142,281,500674,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14930612244898,2.85075,6.91,6.25,0.53,0.38,92.09,92.21,89.66,90.32,-10.12,-10.72,2.59,1.76,-0.13,-0.14,188,240,501925,2015,0
9.26,0,0.4,0,91.25,0,88.67,0,0.03,0,3.37,0,-0.61,0,54,0,4.07812048192771,2.79729007633588,5.84,7.27,0.32,0.32,94.38,93.74,91.82,91.81,-3.76,-3.48,8.8,9.41,0.34,0.35,257,220,502004,2013,0
6.56,15.74,-0.14,-0.02,93.19,90.62,90.36,88,2.17,2.23,4.24,2.22,-0.24,0.07,122,108,4.22070967741935,3.85743396226415,5.96,5.99,0.33,0.39,97.55,97.14,94.42,93.54,-4.34,-4.46,10.21,10.14,-0.02,0.01,1376,1253,502032,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05507692307692,5.40094117647059,7.14,6.96,0.39,0.46,96.28,96.76,93.59,93.97,-5.04,-4.5,10.04,9.45,-0.27,0.08,98,115,502139,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26098412698413,2.83818556701031,6.05,5.74,0.4,0.3,96.99,96.85,93.67,94.1,-4.53,-3.69,9.8,9.85,-0.15,0.06,678,679,502202,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09883627608347,4.18747457627119,5.07,6.82,0.33,0.13,94.57,95.47,90.97,92.29,-7.73,-6.59,6.84,8.28,0.06,0.22,276,308,502239,2011,0
5.43,6.11,0.62,0.39,93.25,91.34,88.81,86.85,0.26,0.89,4.57,4.52,-0.45,-0.49,405,409,3.432,3.16090322580645,6.02,7.67,0.57,0.5,96.65,95.9,94.07,92.14,-3.11,-3.13,9.64,9.29,0.12,0.28,515,430,502272,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24259907834101,2.70126633165829,3.23,5.48,0.28,0.61,91.31,91.61,89.91,89.92,-3.04,-2.31,6.08,6.56,0.44,-0.14,31,73,502381,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11354362416107,4.29709090909091,7.34,5.32,0.19,0.27,99.98,100.15,96.48,95.43,-4.31,-2.48,9.41,9.79,-0.14,-0.12,1104,977,503449,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83988235294118,4.44832653061225,4.08,8.21,0.05,0.19,97.44,98.94,94,94.4,-6.51,-6.07,8.16,8.75,0.3,0.23,49,268,516935,2015,0
0,16.67,-0.57,0.2,90.6,93.67,90.6,92.37,0.99,-0.36,1.97,5.93,0.63,-0.27,1,18,3.11301265822785,4.01228571428571,8.02,6.2,0.13,-0.05,95.22,96.92,92.67,94.01,-6.18,-5.16,7.58,7.48,0.12,0.23,162,258,518603,2014,0
0,3.56,0,0.18,0,91.85,0,87.27,0,0.79,0,5.09,0,0.02,0,225,3.70594224924012,4.64948132780083,5.35,5.32,0.31,0.23,94.77,93.73,91.29,90.54,-5.63,-4.67,8.57,9.51,0.55,0.49,449,602,518716,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781170212765958,1.51850649350649,10.13,7.41,0.32,0.32,100.81,100.72,97.81,96.89,-6.21,-5.97,8.39,8.04,-0.04,-0.06,632,931,518886,2012,0
4.69,1.08,0.57,0.56,89.23,87.12,86.43,84.18,0.71,-1.11,2.05,2.89,-0.3,-0.33,128,93,3.07936842105263,5.58646153846154,9.38,16.67,0.21,0.37,92.89,89.69,91.13,88.43,5.34,1.87,6.65,7.75,0.41,0.12,32,12,518927,2014,0
6.98,4.69,0.3,0.57,90.98,89.23,85.63,86.43,0.56,0.71,2.71,2.05,-0.5,-0.3,172,128,3.88924475524476,3.07936842105263,4.31,9.38,-0.22,0.21,93.39,92.89,90.64,91.13,4.82,5.34,7.3,6.65,0.07,0.41,116,32,518927,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12492307692308,2.77067567567568,5.76,8.6,0.34,0.36,94.23,94.04,91.6,90.78,-6.04,-5.49,7.67,7.75,0.42,0.18,139,93,519096,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43139705882353,3.20147058823529,5.88,2.63,0.13,0.17,98.26,97.02,93.71,93.57,-4.79,-6.25,10.48,10.06,0.09,-0.02,1055,76,519105,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73144408945687,2.57452873563218,6.75,7.39,0,0.01,99.41,98.57,95.64,94.89,11.28,11.41,6.27,6.67,0.33,0.17,1349,1123,519242,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.025,4.204,7.8,6.74,0.1,0.28,95.7,95.03,92,92.91,9.27,8.05,7.6,6.78,0.19,0.09,295,178,519259,2011,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36729411764706,4.00767741935484,6.61,3.57,0.1,0.34,99.8,99.47,95.82,96.2,-6.31,-5.8,7.84,8.19,0.09,-0.24,242,56,523260,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60568421052632,3.528,3.41,4.35,0.03,0.14,99.46,101.07,97.27,99.17,-3.72,-3.16,8.18,8.81,-0.16,-0.43,88,115,523848,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40476411960133,3.48946606334842,5.14,6.19,0.45,0.29,96.48,95.59,92.33,92.24,-5.22,-4.2,8.22,8.53,0.26,0.24,1382,1276,527054,2015,0
7.14,10,-0.68,-0.5,85.45,86.6,82.54,83.81,-0.58,1.17,5.97,5.65,-0.48,-0.59,14,20,3.92943708609272,3.93676470588235,10.11,5.13,0.48,0.6,91.9,92.05,89.52,89.76,6.74,7.4,10.07,10.27,-0.4,-0.3,356,429,538227,2012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02283505154639,4.20431034482759,6,5.39,0.52,0.45,98.69,98.08,93.22,93.97,-1.74,-2.37,9.35,9.1,-0.15,-0.36,717,557,542914,2012,0
9.23,6.12,0.23,0.53,92.54,88.41,85.85,84.71,-0.31,0.91,2.94,1.87,-0.37,-0.11,195,98,4.35085714285714,4.145,4.17,6.67,0.32,0.31,94.05,93.44,90.17,89.86,-0.01,-0.91,6.22,5.3,0.12,0.14,456,165,543155,2013,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49085167464115,4.90355555555556,5.87,4.63,0.23,0.28,100.3,99.61,95.32,94.3,-5.4,-6.29,10.42,9.52,-0.24,0.03,545,518,543506,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24737209302326,4.77433576642336,8.21,7.46,0.14,0.15,98.56,95.9,94.1,93.08,-4.3,-3.03,9.7,10.23,0.19,-0.03,889,469,543507,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4886779661017,5.175,7.59,5.39,0.06,0.23,97.97,98.68,95.25,96.23,-4.66,-5.61,9.9,9.92,0.12,0.1,145,204,543725,2013,0
5.09,6.15,0.52,0.35,91.21,90.45,87.84,88.13,1.4,2.16,5.18,4.67,-0.41,-0.21,530,439,2.76836363636364,2.05519424460432,8.36,10.27,0.4,0.34,92.62,93.44,90.65,91.11,-4.92,-3.89,9.44,8.86,0.09,0.28,347,185,543883,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.134,9.132,0,0,0.73,0.84,88.59,89.16,87.07,85.7,-3.92,-5.28,7.72,8.5,0.76,1.54,10,13,544725,2015,0
6.1,0,0.03,0,95.3,0,92.06,0,-0.86,0,4.2,0,-0.49,0,164,0,4.85493023255814,3.882,6.56,4,0.36,0.62,99.68,98.43,96.52,96.24,-7.65,-6.35,8.64,8.79,-0.19,-0.02,381,25,544759,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95218181818182,3.77789235127479,7.52,7.63,0.42,-0.12,96.15,96.77,92.31,93.16,3.83,3.77,10.1,9.64,-0.19,-0.07,133,996,554431,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44978947368421,3.02088888888889,6.67,2.6,0.42,0.59,95.14,94.76,91.68,92.33,6.45,6.65,7.87,8.06,-0.2,0.09,375,77,571057,2015,0
4.23,20,0.21,0.14,95.1,93.97,91.47,91.7,1.18,1.37,6.47,5.27,0.1,-0.09,71,15,3.210125,3.2355,6.79,6.18,0.35,0.34,96.96,98.7,92.38,94.22,-0.77,-2,8.28,8.81,-0.16,-0.18,486,761,573109,2014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70468062827225,2.66881710213777,7.05,7.46,0.41,0.36,99.03,97.93,95.81,94.49,-4.64,-3.73,9.47,9.28,0.27,0.03,1533,992,594798,2015,0
