"playerID","mlbam_id","yearID","stint","teamID","lgID","W","L","G","GS","CG","SHO","SV","IPouts","H","ER","HR","BB","SO","BAOpp","ERA","IBB","WP","HBP","BK","BFP","GF","R","SH","SF","GIDP","FIP"
"parnebo01",458730,2014,1,"NYN","NL",0,0,1,0,0,0,0,3,2,1,0,1,1,0.4,9,0,0,0,0,6,0,1,0,0,0,4.132
"ambrihe01",459932,2010,1,"CLE","AL",0,2,34,0,0,0,0,145,68,30,10,17,37,0.338,5.59,1,4,1,0,224,20,31,2,3,NA,5.35486206896552
"meloajo01",459974,2008,1,"CLE","AL",0,0,2,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,6,1,0,0,0,NA,2.632
"meloajo01",459974,2009,1,"OAK","AL",0,0,6,0,0,0,0,25,3,0,0,2,11,0.111,0,0,0,0,0,29,2,1,0,0,NA,1.177
"hochelu01",460024,2012,1,"KCA","AL",8,16,32,32,2,1,0,556,202,118,27,61,144,0.281,5.73,3,8,13,0,800,0,127,4,3,NA,4.63276978417266
"hochelu01",460024,2013,1,"KCA","AL",5,2,58,0,0,0,2,211,41,15,8,17,82,0.169,1.92,1,2,1,0,262,22,15,2,0,NA,2.96269194312796
"pelfrmi01",460059,2010,1,"NYN","NL",15,9,34,33,0,0,1,612,213,83,12,68,113,0.275,3.66,5,1,6,1,870,1,88,17,4,NA,3.82409803921569
"pelfrmi01",460059,2011,1,"NYN","NL",7,13,34,33,2,0,0,581,220,102,21,65,105,0.286,4.74,7,2,7,2,860,0,111,10,8,NA,4.46561962134251
"pelfrmi01",460059,2012,1,"NYN","NL",0,0,3,3,0,0,0,59,24,5,0,4,13,0.3,2.29,0,1,0,0,85,0,5,1,0,NA,2.38313559322034
"paulife01",462956,2010,1,"HOU","NL",1,9,19,14,0,0,0,275,95,52,4,46,83,0.269,5.11,4,6,3,1,411,0,63,6,3,NA,3.439
"paulife01",462956,2011,1,"COL","NL",0,4,18,0,0,0,0,44,23,12,3,7,14,0.383,7.36,0,1,0,0,68,8,12,0,1,NA,5.20681818181818
"paulife01",462956,2011,2,"KCA","AL",4,6,21,20,0,0,0,374,123,57,10,48,119,0.265,4.11,2,6,8,1,531,0,62,5,6,NA,3.50628342245989
"paulife01",462956,2012,1,"KCA","AL",3,1,7,7,0,0,0,113,31,7,3,15,39,0.223,1.67,0,1,0,0,156,0,8,1,1,NA,3.25429203539823
"escalse01",465065,2011,1,"HOU","NL",2,1,49,0,0,0,0,83,24,9,3,11,25,0.24,2.93,1,2,2,0,115,5,10,2,0,NA,4.03704819277108
"corpama01",466918,2008,1,"COL","NL",3,4,76,0,0,0,4,239,93,40,7,23,50,0.296,4.52,4,1,2,0,346,20,41,6,1,NA,3.96045188284519
"corpama01",466918,2009,1,"COL","NL",1,3,35,0,0,0,1,101,44,22,3,7,24,0.326,5.88,0,0,1,0,146,16,22,2,1,NA,3.54254455445545
"corpama01",466918,2010,1,"COL","NL",3,5,56,0,0,0,10,187,66,32,7,22,47,0.269,4.62,5,1,2,0,274,27,33,2,3,NA,4.18595187165775
"novaiv01",467100,2012,1,"NYA","AL",12,8,28,28,0,0,0,511,194,95,28,56,153,0.288,5.02,3,6,10,2,748,0,100,3,6,NA,4.59793542074364
