"mlbam_id","Year","pfx_var","Fourseam","Change","Slider","Sinker","Curve","Cutter","Split","Knuckler","Slow Curve"
430629,"2008","bway","6.47","4.35","4.27",NA,NA,NA,NA,NA,NA
430629,"2009","bway","5.26","0.00","5.95",NA,NA,NA,NA,NA,NA
430629,"2010","bway","5.04","0.00","5.26",NA,NA,NA,NA,NA,NA
430629,"2011","bway","5.47","0.00","1.69",NA,NA,NA,NA,NA,NA
430629,"2012","bway","6.47","0.00","2.68",NA,NA,NA,NA,NA,NA
430629,"2013","bway","0.81","0.00","5.56",NA,NA,NA,NA,NA,NA
430629,"2008","vloc","0.05","0.41","-1.03",NA,NA,NA,NA,NA,NA
430629,"2009","vloc","-0.16","-1.47","-1.16",NA,NA,NA,NA,NA,NA
430629,"2010","vloc","-0.15","0.00","-0.83",NA,NA,NA,NA,NA,NA
430629,"2011","vloc","-0.07","0.00","-1.15",NA,NA,NA,NA,NA,NA
430629,"2012","vloc","0.00","0.00","-1.39",NA,NA,NA,NA,NA,NA
430629,"2013","vloc","-0.13","0.00","-0.70",NA,NA,NA,NA,NA,NA
430629,"2008","hloc","0.42","0.54","0.49",NA,NA,NA,NA,NA,NA
430629,"2009","hloc","0.39","0.51","0.23",NA,NA,NA,NA,NA,NA
430629,"2010","hloc","0.43","0.00","0.36",NA,NA,NA,NA,NA,NA
430629,"2011","hloc","0.45","0.00","0.36",NA,NA,NA,NA,NA,NA
430629,"2012","hloc","0.45","0.00","0.19",NA,NA,NA,NA,NA,NA
430629,"2013","hloc","0.55","0.00","0.39",NA,NA,NA,NA,NA,NA
430629,"2008","pfx_z","9.08","8.42","2.06",NA,NA,NA,NA,NA,NA
430629,"2009","pfx_z","9.89","9.79","1.85",NA,NA,NA,NA,NA,NA
430629,"2010","pfx_z","8.72","0.00","1.10",NA,NA,NA,NA,NA,NA
430629,"2011","pfx_z","8.51","0.00","0.99",NA,NA,NA,NA,NA,NA
430629,"2012","pfx_z","8.71","0.00","2.94",NA,NA,NA,NA,NA,NA
430629,"2013","pfx_z","9.12","0.00","0.56",NA,NA,NA,NA,NA,NA
430629,"2008","pfx_x","-7.93","-7.65","-0.18",NA,NA,NA,NA,NA,NA
430629,"2009","pfx_x","-7.27","-6.88","-0.05",NA,NA,NA,NA,NA,NA
430629,"2010","pfx_x","-7.69","0.00","-0.29",NA,NA,NA,NA,NA,NA
430629,"2011","pfx_x","-7.76","0.00","-0.37",NA,NA,NA,NA,NA,NA
430629,"2012","pfx_x","-8.04","0.00","-0.81",NA,NA,NA,NA,NA,NA
430629,"2013","pfx_x","-8.07","0.00","0.69",NA,NA,NA,NA,NA,NA
430629,"2008","maxmph","99.16","88.68","89.12",NA,NA,NA,NA,NA,NA
430629,"2009","maxmph","99.68","90.02","88.61",NA,NA,NA,NA,NA,NA
430629,"2010","maxmph","99.91","0.00","89.15",NA,NA,NA,NA,NA,NA
430629,"2011","maxmph","100.65","0.00","89.35",NA,NA,NA,NA,NA,NA
430629,"2012","maxmph","99.61","0.00","91.34",NA,NA,NA,NA,NA,NA
430629,"2013","maxmph","99.88","0.00","88.93",NA,NA,NA,NA,NA,NA
430629,"2008","mph","95.62","85.79","85.65",NA,NA,NA,NA,NA,NA
430629,"2009","mph","95.08","85.95","85.03",NA,NA,NA,NA,NA,NA
430629,"2010","mph","96.89","0.00","86.10",NA,NA,NA,NA,NA,NA
430629,"2011","mph","98.07","0.00","86.61",NA,NA,NA,NA,NA,NA
430629,"2012","mph","96.96","0.00","88.47",NA,NA,NA,NA,NA,NA
430629,"2013","mph","97.47","0.00","86.43",NA,NA,NA,NA,NA,NA
554430,"2010","bway","11.11","0.00","0.00","0.00","0.00",NA,NA,NA,NA
554430,"2012","bway","33.33","0.00","0.00","0.00","0.00",NA,NA,NA,NA
554430,"2013","bway","8.03","5.56","5.58","3.61","3.49",NA,NA,NA,NA
554430,"2014","bway","6.36","1.27","6.87","4.71","3.09",NA,NA,NA,NA
554430,"2010","vloc","0.25","0.05","0.00","0.00","0.00",NA,NA,NA,NA
554430,"2012","vloc","-0.09","-1.36","-1.29","0.52","0.68",NA,NA,NA,NA
554430,"2013","vloc","0.10","-0.79","-0.85","-0.21","-0.98",NA,NA,NA,NA
554430,"2014","vloc","-0.04","-1.15","-0.62","-0.22","-0.96",NA,NA,NA,NA
554430,"2010","hloc","-0.12","1.06","0.00","0.00","0.00",NA,NA,NA,NA
554430,"2012","hloc","-0.23","1.59","0.43","2.33","0.42",NA,NA,NA,NA
554430,"2013","hloc","0.26","0.49","0.26","0.22","0.35",NA,NA,NA,NA
554430,"2014","hloc","0.28","0.52","0.46","0.16","0.24",NA,NA,NA,NA
554430,"2010","pfx_z","8.60","0.98","0.00","0.00","0.00",NA,NA,NA,NA
554430,"2012","pfx_z","9.63","4.13","1.15","7.60","-7.33",NA,NA,NA,NA
554430,"2013","pfx_z","8.66","6.52","1.37","6.60","-7.36",NA,NA,NA,NA
554430,"2014","pfx_z","8.62","6.06","1.97","6.67","-8.20",NA,NA,NA,NA
554430,"2010","pfx_x","-4.94","-12.19","0.00","0.00","0.00",NA,NA,NA,NA
554430,"2012","pfx_x","-5.67","-8.84","0.45","-8.92","5.17",NA,NA,NA,NA
554430,"2013","pfx_x","-4.90","-8.71","0.94","-8.32","5.81",NA,NA,NA,NA
554430,"2014","pfx_x","-6.24","-9.56","0.07","-8.49","6.19",NA,NA,NA,NA
554430,"2010","maxmph","96.77","88.63","0.00","0.00","0.00",NA,NA,NA,NA
554430,"2012","maxmph","98.59","90.79","89.00","95.39","80.99",NA,NA,NA,NA
554430,"2013","maxmph","99.21","89.93","91.88","97.41","81.51",NA,NA,NA,NA
554430,"2014","maxmph","99.43","94.75","94.27","98.82","83.59",NA,NA,NA,NA
554430,"2010","mph","95.74","88.63","0.00","0.00","0.00",NA,NA,NA,NA
554430,"2012","mph","98.02","90.79","89.00","95.39","80.99",NA,NA,NA,NA
554430,"2013","mph","95.45","87.81","88.03","94.82","78.49",NA,NA,NA,NA
554430,"2014","mph","96.17","89.21","90.00","95.69","79.60",NA,NA,NA,NA
425856,"2008","bway","7.15","2.60","9.09","5.26","2.70",NA,NA,NA,NA
425856,"2009","bway","6.98","5.26","6.82","5.07","5.07",NA,NA,NA,NA
425856,"2010","bway","5.37","3.82","4.24","5.85","3.71",NA,NA,NA,NA
425856,"2011","bway","6.39","6.03","6.19","4.00","4.05",NA,NA,NA,NA
425856,"2012","bway","5.95","3.13","8.26","5.11","4.30",NA,NA,NA,NA
425856,"2013","bway","4.29","0.00","5.95","4.88","5.38",NA,NA,NA,NA
425856,"2014","bway","5.98","0.00","4.35","3.31","2.82",NA,NA,NA,NA
425856,"2015","bway","9.21","0.00","0.00","5.56","0.00",NA,NA,NA,NA
425856,"2008","vloc","0.29","-0.37","-0.44","-0.03","-0.69",NA,NA,NA,NA
425856,"2009","vloc","0.20","-0.31","-0.28","-0.37","-0.51",NA,NA,NA,NA
425856,"2010","vloc","0.12","-0.60","-0.41","-0.17","-0.78",NA,NA,NA,NA
425856,"2011","vloc","0.20","-0.37","-0.38","-0.14","-0.69",NA,NA,NA,NA
425856,"2012","vloc","0.18","-0.10","-0.41","-0.30","-0.62",NA,NA,NA,NA
425856,"2013","vloc","0.16","-0.74","-0.46","-0.16","-0.78",NA,NA,NA,NA
425856,"2014","vloc","0.14","-0.98","-0.50","-0.37","-1.00",NA,NA,NA,NA
425856,"2015","vloc","0.06","-0.30","-0.32","-0.41","-1.37",NA,NA,NA,NA
425856,"2008","hloc","0.16","0.90","0.37","0.12","0.50",NA,NA,NA,NA
425856,"2009","hloc","0.33","0.84","0.28","0.47","0.56",NA,NA,NA,NA
425856,"2010","hloc","0.39","0.68","0.37","0.33","0.47",NA,NA,NA,NA
425856,"2011","hloc","0.35","0.77","0.33","0.26","0.46",NA,NA,NA,NA
425856,"2012","hloc","0.44","0.93","0.47","0.23","0.49",NA,NA,NA,NA
425856,"2013","hloc","0.20","0.74","0.38","0.22","0.42",NA,NA,NA,NA
425856,"2014","hloc","0.35","0.51","0.35","0.39","0.35",NA,NA,NA,NA
425856,"2015","hloc","0.46","1.12","0.49","0.37","0.06",NA,NA,NA,NA
425856,"2008","pfx_z","8.86","7.76","3.85","6.22","-5.06",NA,NA,NA,NA
425856,"2009","pfx_z","8.69","6.73","3.61","6.15","-5.52",NA,NA,NA,NA
425856,"2010","pfx_z","8.49","7.47","1.06","6.19","-6.38",NA,NA,NA,NA
425856,"2011","pfx_z","8.54","7.32","3.44","6.63","-5.23",NA,NA,NA,NA
425856,"2012","pfx_z","8.31","4.53","3.02","6.14","-4.50",NA,NA,NA,NA
425856,"2013","pfx_z","8.08","2.42","2.58","5.40","-4.80",NA,NA,NA,NA
425856,"2014","pfx_z","7.84","6.72","3.58","5.59","-3.22",NA,NA,NA,NA
425856,"2015","pfx_z","7.42","6.83","4.64","5.62","-4.42",NA,NA,NA,NA
425856,"2008","pfx_x","-5.19","-7.92","-0.99","-9.16","6.79",NA,NA,NA,NA
425856,"2009","pfx_x","-4.69","-8.43","-0.72","-9.18","8.03",NA,NA,NA,NA
425856,"2010","pfx_x","-4.56","-8.09","0.38","-8.58","7.44",NA,NA,NA,NA
425856,"2011","pfx_x","-4.91","-6.71","-0.81","-7.94","7.52",NA,NA,NA,NA
425856,"2012","pfx_x","-4.39","-8.13","-0.17","-8.28","7.49",NA,NA,NA,NA
425856,"2013","pfx_x","-4.89","-9.02","-0.44","-8.65","7.49",NA,NA,NA,NA
425856,"2014","pfx_x","-4.99","-7.41","-0.71","-8.98","5.12",NA,NA,NA,NA
425856,"2015","pfx_x","-3.64","-6.93","-0.75","-7.80","5.32",NA,NA,NA,NA
425856,"2008","maxmph","95.12","85.25","89.44","95.09","83.41",NA,NA,NA,NA
425856,"2009","maxmph","96.38","89.18","90.80","95.98","83.44",NA,NA,NA,NA
425856,"2010","maxmph","96.51","89.74","88.83","96.40","86.26",NA,NA,NA,NA
425856,"2011","maxmph","95.54","88.41","90.68","95.06","82.56",NA,NA,NA,NA
425856,"2012","maxmph","95.42","90.45","90.53","95.58","83.36",NA,NA,NA,NA
425856,"2013","maxmph","94.52","89.13","89.34","94.92","82.58",NA,NA,NA,NA
425856,"2014","maxmph","95.67","89.20","89.92","95.84","84.29",NA,NA,NA,NA
425856,"2015","maxmph","95.87","89.46","93.76","95.71","83.99",NA,NA,NA,NA
425856,"2008","mph","91.81","82.07","85.69","91.57","79.66",NA,NA,NA,NA
425856,"2009","mph","92.39","84.37","86.44","92.25","80.26",NA,NA,NA,NA
425856,"2010","mph","92.67","84.68","84.36","92.48","78.97",NA,NA,NA,NA
425856,"2011","mph","91.86","84.98","86.18","91.57","79.37",NA,NA,NA,NA
425856,"2012","mph","92.13","86.15","86.21","92.04","80.56",NA,NA,NA,NA
425856,"2013","mph","91.91","86.78","86.48","92.11","80.81",NA,NA,NA,NA
425856,"2014","mph","92.82","85.78","86.69","92.68","81.68",NA,NA,NA,NA
425856,"2015","mph","92.88","87.42","90.02","93.13","81.14",NA,NA,NA,NA
458537,"2010","bway","1.98","0.00","5.77","3.62","0.00",NA,NA,NA,NA
458537,"2011","bway","6.76","2.37","3.80","5.67","5.49",NA,NA,NA,NA
458537,"2012","bway","3.79","5.30","5.19","0.00","2.08",NA,NA,NA,NA
458537,"2010","vloc","0.19","-0.67","-0.50","0.11","0.00",NA,NA,NA,NA
458537,"2011","vloc","0.25","-0.33","-0.74","-0.10","-0.29",NA,NA,NA,NA
458537,"2012","vloc","0.24","-0.71","-0.89","0.24","-0.23",NA,NA,NA,NA
458537,"2010","hloc","0.12","0.61","-0.16","0.59","0.00",NA,NA,NA,NA
458537,"2011","hloc","0.37","0.58","0.10","0.42","0.44",NA,NA,NA,NA
458537,"2012","hloc","0.48","0.27","0.09","0.54","0.34",NA,NA,NA,NA
458537,"2010","pfx_z","10.94","4.85","2.41","8.46","0.00",NA,NA,NA,NA
458537,"2011","pfx_z","10.67","2.55","1.67","9.52","-3.61",NA,NA,NA,NA
458537,"2012","pfx_z","11.66","3.42","4.11","9.70","-2.92",NA,NA,NA,NA
458537,"2010","pfx_x","4.31","8.11","-1.39","8.50","0.00",NA,NA,NA,NA
458537,"2011","pfx_x","4.71","8.94","-1.13","7.05","-0.59",NA,NA,NA,NA
458537,"2012","pfx_x","4.27","8.69","-1.05","6.28","-0.78",NA,NA,NA,NA
458537,"2010","maxmph","94.49","87.52","87.77","94.72","0.00",NA,NA,NA,NA
458537,"2011","maxmph","95.94","88.83","88.40","94.65","83.40",NA,NA,NA,NA
458537,"2012","maxmph","96.06","89.34","89.44","94.29","82.24",NA,NA,NA,NA
458537,"2010","mph","91.57","83.74","83.95","90.97","0.00",NA,NA,NA,NA
458537,"2011","mph","92.25","85.58","84.14","91.54","77.99",NA,NA,NA,NA
458537,"2012","mph","92.24","86.26","86.01","91.75","78.16",NA,NA,NA,NA
543838,"2010","bway","5.88",NA,"0.00","0.00",NA,NA,NA,NA,NA
543838,"2010","vloc","-0.26",NA,"-1.00","-1.33",NA,NA,NA,NA,NA
543838,"2010","hloc","0.06",NA,"0.30","0.69",NA,NA,NA,NA,NA
543838,"2010","pfx_z","9.33",NA,"-0.88","5.31",NA,NA,NA,NA,NA
543838,"2010","pfx_x","-3.14",NA,"3.80","-6.92",NA,NA,NA,NA,NA
543838,"2010","maxmph","95.30",NA,"86.44","93.43",NA,NA,NA,NA,NA
543838,"2010","mph","93.34",NA,"84.79","92.97",NA,NA,NA,NA,NA
541652,"2012","bway","0.00","0.00","0.00","0.00",NA,NA,NA,NA,NA
541652,"2013","bway","6.48","6.38","0.00","0.00",NA,NA,NA,NA,NA
541652,"2015","bway","5.99","2.94","2.23","0.00",NA,NA,NA,NA,NA
541652,"2012","vloc","0.15","0.00","0.00","0.00",NA,NA,NA,NA,NA
541652,"2013","vloc","-0.03","-0.15","-1.01","0.54",NA,NA,NA,NA,NA
541652,"2015","vloc","-0.05","-0.85","-0.91","0.00",NA,NA,NA,NA,NA
541652,"2012","hloc","-0.19","0.00","0.00","0.00",NA,NA,NA,NA,NA
541652,"2013","hloc","0.27","0.99","0.31","0.70",NA,NA,NA,NA,NA
541652,"2015","hloc","0.11","0.85","0.31","0.00",NA,NA,NA,NA,NA
541652,"2012","pfx_z","7.20","0.00","0.00","0.00",NA,NA,NA,NA,NA
541652,"2013","pfx_z","9.20","4.40","1.05","7.60",NA,NA,NA,NA,NA
541652,"2015","pfx_z","9.67","5.29","1.12","0.00",NA,NA,NA,NA,NA
541652,"2012","pfx_x","-7.52","0.00","0.00","0.00",NA,NA,NA,NA,NA
541652,"2013","pfx_x","-4.28","-9.36","0.92","-8.75",NA,NA,NA,NA,NA
541652,"2015","pfx_x","-3.78","-8.63","1.66","0.00",NA,NA,NA,NA,NA
541652,"2012","maxmph","103.20","0.00","0.00","0.00",NA,NA,NA,NA,NA
541652,"2013","maxmph","103.41","93.89","91.24","101.61",NA,NA,NA,NA,NA
541652,"2015","maxmph","101.66","95.46","90.69","0.00",NA,NA,NA,NA,NA
541652,"2012","mph","102.10","0.00","0.00","0.00",NA,NA,NA,NA,NA
541652,"2013","mph","100.35","91.07","88.91","98.66",NA,NA,NA,NA,NA
541652,"2015","mph","98.11","90.18","87.06","0.00",NA,NA,NA,NA,NA
572089,"2012","bway","5.26","0.00","0.00","4.35",NA,"5.41",NA,NA,NA
572089,"2013","bway","2.38","1.43","3.80","1.75",NA,"6.77",NA,NA,NA
572089,"2014","bway","12.50","0.00","7.04","1.75",NA,"6.82",NA,NA,NA
572089,"2015","bway","0.00","0.00","1.69","7.41",NA,"7.41",NA,NA,NA
572089,"2012","vloc","-0.53","-0.19","-0.80","-0.84",NA,"-0.38",NA,NA,NA
572089,"2013","vloc","-0.39","-0.97","-0.83","-0.80",NA,"-0.62",NA,NA,NA
572089,"2014","vloc","-0.40","-0.62","-0.90","-0.90",NA,"-0.77",NA,NA,NA
572089,"2015","vloc","0.00","-1.63","-0.67","-0.37",NA,"-0.47",NA,NA,NA
572089,"2012","hloc","0.78","1.56","0.68","0.61",NA,"0.54",NA,NA,NA
572089,"2013","hloc","0.29","0.67","0.77","0.41",NA,"0.27",NA,NA,NA
572089,"2014","hloc","0.21","0.62","0.54","0.29",NA,"-0.00",NA,NA,NA
572089,"2015","hloc","0.00","0.46","0.31","0.37",NA,"0.64",NA,NA,NA
572089,"2012","pfx_z","6.42","2.19","3.32","3.48",NA,"3.86",NA,NA,NA
572089,"2013","pfx_z","7.34","3.48","2.53","4.75",NA,"4.75",NA,NA,NA
572089,"2014","pfx_z","7.54","4.55","1.95","4.39",NA,"4.03",NA,NA,NA
572089,"2015","pfx_z","0.00","3.48","-1.05","4.46",NA,"3.02",NA,NA,NA
572089,"2012","pfx_x","3.93","7.96","-7.34","8.94",NA,"-0.18",NA,NA,NA
572089,"2013","pfx_x","4.23","7.34","-6.98","8.72",NA,"0.09",NA,NA,NA
572089,"2014","pfx_x","3.65","6.96","-4.88","9.02",NA,"-0.59",NA,NA,NA
572089,"2015","pfx_x","0.00","7.21","-4.97","7.32",NA,"-0.70",NA,NA,NA
572089,"2012","maxmph","93.06","83.85","83.85","91.78",NA,"90.47",NA,NA,NA
572089,"2013","maxmph","92.16","87.18","83.94","92.56",NA,"91.17",NA,NA,NA
572089,"2014","maxmph","92.05","87.10","86.05","91.80",NA,"90.31",NA,NA,NA
572089,"2015","maxmph","0.00","85.58","81.09","90.17",NA,"88.43",NA,NA,NA
572089,"2012","mph","90.94","82.89","81.92","90.53",NA,"87.92",NA,NA,NA
572089,"2013","mph","90.43","84.23","80.63","90.48",NA,"88.05",NA,NA,NA
572089,"2014","mph","89.22","84.39","80.87","88.51",NA,"86.99",NA,NA,NA
572089,"2015","mph","0.00","84.12","78.21","87.93",NA,"85.35",NA,NA,NA
543236,"2009","bway","0.00","0.00","0.00",NA,"0.00",NA,NA,NA,NA
543236,"2010","bway","0.00","0.00","0.00",NA,"0.00",NA,NA,NA,NA
543236,"2009","vloc","0.24","-0.51","-0.41",NA,"-1.43",NA,NA,NA,NA
543236,"2010","vloc","1.37","0.00","-0.06",NA,"-1.98",NA,NA,NA,NA
543236,"2009","hloc","0.47","0.34","0.07",NA,"0.73",NA,NA,NA,NA
543236,"2010","hloc","0.51","0.00","0.46",NA,"-1.19",NA,NA,NA,NA
543236,"2009","pfx_z","10.64","6.42","-1.46",NA,"-6.81",NA,NA,NA,NA
543236,"2010","pfx_z","12.01","0.00","0.10",NA,"-6.13",NA,NA,NA,NA
543236,"2009","pfx_x","-4.28","-7.61","7.16",NA,"7.14",NA,NA,NA,NA
543236,"2010","pfx_x","-2.02","0.00","11.25",NA,"12.52",NA,NA,NA,NA
543236,"2009","maxmph","94.24","84.09","83.49",NA,"79.49",NA,NA,NA,NA
543236,"2010","maxmph","91.69","0.00","81.03",NA,"76.58",NA,NA,NA,NA
543236,"2009","mph","92.98","83.26","82.76",NA,"78.45",NA,NA,NA,NA
543236,"2010","mph","90.64","0.00","80.98",NA,"76.58",NA,NA,NA,NA
116414,"2008","bway","12.10","0.00",NA,"4.61","6.47","5.34",NA,NA,NA
116414,"2009","bway","7.41","0.00",NA,"2.33","9.09","2.38",NA,NA,NA
116414,"2011","bway","4.94","0.00",NA,"9.26","4.28","6.88",NA,NA,NA
116414,"2012","bway","5.43","0.00",NA,"2.78","8.02","6.53",NA,NA,NA
116414,"2008","vloc","0.10","0.00",NA,"-0.39","-0.64","-0.08",NA,NA,NA
116414,"2009","vloc","0.31","0.00",NA,"0.15","-0.26","-0.14",NA,NA,NA
116414,"2011","vloc","0.41","-0.56",NA,"0.27","-0.29","-0.10",NA,NA,NA
116414,"2012","vloc","-0.16","-0.14",NA,"-0.24","-0.43","-0.33",NA,NA,NA
116414,"2008","hloc","0.31","0.00",NA,"0.02","0.27","0.26",NA,NA,NA
116414,"2009","hloc","0.20","0.00",NA,"0.44","0.03","0.42",NA,NA,NA
116414,"2011","hloc","0.32","0.85",NA,"0.43","0.35","0.23",NA,NA,NA
116414,"2012","hloc","0.49","1.37",NA,"0.68","0.29","0.42",NA,NA,NA
116414,"2008","pfx_z","10.46","0.00",NA,"9.60","-9.64","5.51",NA,NA,NA
116414,"2009","pfx_z","11.33","0.00",NA,"9.44","-11.54","5.49",NA,NA,NA
116414,"2011","pfx_z","10.03","3.42",NA,"8.67","-10.49","6.25",NA,NA,NA
116414,"2012","pfx_z","9.89","2.36",NA,"7.08","-10.40","5.37",NA,NA,NA
116414,"2008","pfx_x","-1.45","0.00",NA,"-6.25","4.15","2.05",NA,NA,NA
116414,"2009","pfx_x","-1.01","0.00",NA,"-6.19","5.19","2.72",NA,NA,NA
116414,"2011","pfx_x","-1.48","-7.42",NA,"-5.98","5.69","1.72",NA,NA,NA
116414,"2012","pfx_x","-3.30","-8.65",NA,"-7.95","6.42","1.16",NA,NA,NA
116414,"2008","maxmph","94.61","0.00",NA,"94.48","81.16","93.12",NA,NA,NA
116414,"2009","maxmph","95.33","0.00",NA,"94.35","79.25","91.59",NA,NA,NA
116414,"2011","maxmph","93.52","87.04",NA,"94.63","81.69","92.48",NA,NA,NA
116414,"2012","maxmph","93.15","85.74",NA,"92.28","79.60","91.06",NA,NA,NA
116414,"2008","mph","92.09","0.00",NA,"92.15","79.21","89.25",NA,NA,NA
116414,"2009","mph","92.06","0.00",NA,"92.39","78.18","89.26",NA,NA,NA
116414,"2011","mph","91.22","85.77",NA,"91.65","77.96","89.52",NA,NA,NA
116414,"2012","mph","90.57","84.33",NA,"90.66","76.97","88.37",NA,NA,NA
150274,"2008","bway","6.52","0.00","3.01","5.00","3.70",NA,NA,NA,NA
150274,"2009","bway","4.80","7.69","3.72","5.45","4.76",NA,NA,NA,NA
150274,"2011","bway","5.24","0.00","3.72","1.30","4.46",NA,NA,NA,NA
150274,"2012","bway","6.37","0.00","5.45","1.59","5.98",NA,NA,NA,NA
150274,"2013","bway","6.51","8.33","5.38","2.30","4.55",NA,NA,NA,NA
150274,"2014","bway","7.60","0.00","4.14","3.07","6.08",NA,NA,NA,NA
150274,"2015","bway","0.00","0.00","0.00","0.00","0.00",NA,NA,NA,NA
150274,"2008","vloc","0.28","0.00","-0.94","-0.21","-0.17",NA,NA,NA,NA
150274,"2009","vloc","0.45","0.05","-1.12","-0.40","-0.36",NA,NA,NA,NA
150274,"2011","vloc","0.28","0.17","-0.92","-0.15","-0.23",NA,NA,NA,NA
150274,"2012","vloc","0.29","0.04","-0.81","-0.44","-0.57",NA,NA,NA,NA
150274,"2013","vloc","0.35","-0.23","-0.72","-0.05","-0.73",NA,NA,NA,NA
150274,"2014","vloc","0.34","-0.27","-1.01","-0.30","-0.42",NA,NA,NA,NA
150274,"2015","vloc","0.00","0.00","-1.04","-1.00","0.00",NA,NA,NA,NA
150274,"2008","hloc","0.48","0.00","0.53","0.51","0.64",NA,NA,NA,NA
150274,"2009","hloc","0.45","0.61","0.41","0.25","0.65",NA,NA,NA,NA
150274,"2011","hloc","0.21","1.31","0.57","0.39","0.57",NA,NA,NA,NA
150274,"2012","hloc","0.40","1.31","0.46","0.49","0.62",NA,NA,NA,NA
150274,"2013","hloc","0.44","0.84","0.64","0.86","0.79",NA,NA,NA,NA
150274,"2014","hloc","0.43","1.00","0.63","0.60","0.52",NA,NA,NA,NA
150274,"2015","hloc","0.00","0.00","1.35","-0.28","0.00",NA,NA,NA,NA
150274,"2008","pfx_z","11.88","0.00","3.29","7.29","-3.52",NA,NA,NA,NA
150274,"2009","pfx_z","10.83","8.53","1.77","7.14","-4.36",NA,NA,NA,NA
150274,"2011","pfx_z","10.85","7.98","3.09","6.52","-3.55",NA,NA,NA,NA
150274,"2012","pfx_z","10.46","7.06","2.06","6.04","-5.46",NA,NA,NA,NA
150274,"2013","pfx_z","10.53","8.12","1.48","6.68","-5.01",NA,NA,NA,NA
150274,"2014","pfx_z","10.70","6.15","2.89","6.15","-1.83",NA,NA,NA,NA
150274,"2015","pfx_z","0.00","0.00","1.88","5.44","0.00",NA,NA,NA,NA
150274,"2008","pfx_x","-2.91","0.00","1.91","-8.15","2.27",NA,NA,NA,NA
150274,"2009","pfx_x","-3.52","-6.77","1.78","-8.62","2.01",NA,NA,NA,NA
150274,"2011","pfx_x","-3.46","-6.74","1.56","-7.68","2.21",NA,NA,NA,NA
150274,"2012","pfx_x","-4.03","-6.98","1.86","-8.61","2.53",NA,NA,NA,NA
150274,"2013","pfx_x","-2.85","-7.09","2.64","-7.81","2.47",NA,NA,NA,NA
150274,"2014","pfx_x","-2.95","-6.91","2.54","-7.69","2.67",NA,NA,NA,NA
150274,"2015","pfx_x","0.00","0.00","1.96","-9.25","0.00",NA,NA,NA,NA
150274,"2008","maxmph","96.90","0.00","92.82","97.32","83.97",NA,NA,NA,NA
150274,"2009","maxmph","97.32","90.43","91.53","96.49","85.35",NA,NA,NA,NA
150274,"2011","maxmph","95.66","90.07","91.72","94.68","87.43",NA,NA,NA,NA
150274,"2012","maxmph","97.53","90.49","91.89","96.50","84.77",NA,NA,NA,NA
150274,"2013","maxmph","96.26","89.59","90.35","95.76","85.29",NA,NA,NA,NA
150274,"2014","maxmph","95.02","89.84","90.17","95.03","87.71",NA,NA,NA,NA
150274,"2015","maxmph","0.00","0.00","87.73","92.57","0.00",NA,NA,NA,NA
150274,"2008","mph","94.41","0.00","89.12","94.68","81.36",NA,NA,NA,NA
150274,"2009","mph","94.41","88.33","88.51","94.25","82.18",NA,NA,NA,NA
150274,"2011","mph","93.29","87.66","88.45","92.58","82.19",NA,NA,NA,NA
150274,"2012","mph","94.72","87.03","89.24","93.96","82.23",NA,NA,NA,NA
150274,"2013","mph","93.17","86.27","87.09","92.73","80.79",NA,NA,NA,NA
150274,"2014","mph","92.66","87.49","87.29","92.35","82.62",NA,NA,NA,NA
150274,"2015","mph","0.00","0.00","86.78","92.57","0.00",NA,NA,NA,NA
150302,"2008","bway","6.54","3.90","5.57","5.56","2.17",NA,"0.00",NA,NA
150302,"2009","bway","6.23","1.81","4.79","4.94","6.12",NA,"0.00",NA,NA
150302,"2010","bway","0.00","1.63","7.62","3.76","0.00",NA,"0.00",NA,NA
150302,"2011","bway","9.68","1.78","5.18","4.33","0.00",NA,"0.00",NA,NA
150302,"2012","bway","0.00","5.95","5.66","4.18","0.00",NA,"0.00",NA,NA
150302,"2013","bway","0.00","0.00","4.38","4.44","0.00",NA,"1.92",NA,NA
150302,"2015","bway","0.00","0.00","7.01","3.96","0.00",NA,"1.88",NA,NA
150302,"2008","vloc","0.07","-0.77","-0.50","0.25","-0.47",NA,"0.00",NA,NA
150302,"2009","vloc","0.01","-0.84","-0.81","-0.44","-0.35",NA,"0.00",NA,NA
150302,"2010","vloc","0.00","-0.85","-0.88","-0.20","-0.48",NA,"0.00",NA,NA
150302,"2011","vloc","0.13","-0.85","-0.82","-0.43","0.00",NA,"0.00",NA,NA
150302,"2012","vloc","0.00","-0.66","-0.73","-0.50","0.00",NA,"0.00",NA,NA
150302,"2013","vloc","0.00","0.00","-0.93","-0.59","0.00",NA,"-0.79",NA,NA
150302,"2015","vloc","0.00","0.00","-0.87","-0.58","0.42",NA,"-0.76",NA,NA
150302,"2008","hloc","0.34","0.39","0.31","0.20","0.19",NA,"0.00",NA,NA
150302,"2009","hloc","0.33","0.66","0.35","0.47","0.41",NA,"0.00",NA,NA
150302,"2010","hloc","0.00","0.98","0.38","0.17","0.42",NA,"0.00",NA,NA
150302,"2011","hloc","0.20","0.87","0.12","0.29","0.00",NA,"0.00",NA,NA
150302,"2012","hloc","0.00","0.67","0.34","0.43","0.00",NA,"0.00",NA,NA
150302,"2013","hloc","0.00","0.00","0.38","0.55","0.00",NA,"0.82",NA,NA
