mlbam_id,yearID,HR,BB,HBP,SO,IPouts,FIP,Fourseam,Slider,Change,Curve,Sinker,Cutter,Split,Knuckler,Slow.Curve,Fourseam.bway,Change.bway,Slider.bway,Sinker.bway,Curve.bway,Cutter.bway,Split.bway,Knuckler.bway,Slow.Curve.bway,Fourseam.vloc,Change.vloc,Slider.vloc,Sinker.vloc,Curve.vloc,Cutter.vloc,Split.vloc,Knuckler.vloc,Slow.Curve.vloc,Fourseam.hloc,Change.hloc,Slider.hloc,Sinker.hloc,Curve.hloc,Cutter.hloc,Split.hloc,Knuckler.hloc,Slow.Curve.hloc,Fourseam.pfx_z,Change.pfx_z,Slider.pfx_z,Sinker.pfx_z,Curve.pfx_z,Cutter.pfx_z,Split.pfx_z,Knuckler.pfx_z,Slow.Curve.pfx_z,Fourseam.pfx_x,Change.pfx_x,Slider.pfx_x,Sinker.pfx_x,Curve.pfx_x,Cutter.pfx_x,Split.pfx_x,Knuckler.pfx_x,Slow.Curve.pfx_x,Fourseam.maxmph,Change.maxmph,Slider.maxmph,Sinker.maxmph,Curve.maxmph,Cutter.maxmph,Split.maxmph,Knuckler.maxmph,Slow.Curve.maxmph,Fourseam.mph,Change.mph,Slider.mph,Sinker.mph,Curve.mph,Cutter.mph,Split.mph,Knuckler.mph,Slow.Curve.mph
435400,2012,9,17,2,86,216,3.122777778,731,0,23,0,165,324,0,0,0,8.89,4.35,0,4.85,0,4.94,0,0,0,0.3,-0.08,0,-0.33,0,-0.33,0,0,0,0.19,1.07,0,0.31,0,0.28,0,0,0,9.99,4.16,0,5.47,0,4.34,0,0,0,-5.22,-6.63,0,-8.65,0,0.68,0,0,0,101.05,90.8,0,99.05,0,96.2,0,0,0,97.92,84.93,0,96.33,0,92.48,0,0,0
446398,2011,1,2,0,5,19,4.446052632,131,0,4,26,0,0,0,0,0,6.11,0,0,0,3.85,0,0,0,0,0.06,-0.58,0,0,-1.04,0,0,0,0,0.34,1.31,0,0,0.35,0,0,0,0,10.53,7.78,0,0,-0.32,0,0,0,0,-2.78,-6.72,0,0,7.22,0,0,0,0,97.4,87.53,0,0,84.11,0,0,0,0,95.05,85.97,0,0,81.13,0,0,0,0
446398,2012,0,10,0,8,29,4.543275862,160,0,0,24,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,-0.08,0,0,0,-1.47,0,0,0,0,0.04,0,0,0,0.85,0,0,0,0,11.01,0,0,0,-1.56,0,0,0,0,-1.6,0,0,0,6.83,0,0,0,0,97.31,0,0,0,82.53,0,0,0,0,95.24,0,0,0,80.24,0,0,0,0
447714,2011,2,21,3,67,221,2.536312217,230,311,39,0,540,0,0,0,0,5.65,0,4.82,5.37,0,0,0,0,0,-0.06,-1.08,-0.93,-0.26,0,0,0,0,0,-0.06,0.39,-0.05,0.26,0,0,0,0,0,8.73,4.09,1.48,5.71,0,0,0,0,0,5.66,7.21,-1.34,9.54,0,0,0,0,0,95.79,88.89,89.46,95.18,0,0,0,0,0,92.6,86.19,85.81,92.49,0,0,0,0,0
447714,2012,3,19,2,46,172,3.269418605,123,206,16,0,500,0,0,0,0,8.13,0,4.37,4.8,0,0,0,0,0,0.07,-1.19,-1.2,-0.49,0,0,0,0,0,0.01,0.51,-0.02,0.24,0,0,0,0,0,8.11,5.39,3.17,6.44,0,0,0,0,0,5.17,5.69,-0.86,9.33,0,0,0,0,0,94.34,89.08,90.23,94.46,0,0,0,0,0,91.75,87.17,86.63,91.88,0,0,0,0,0
447714,2013,2,5,0,11,54,4.103555556,0,39,3,0,198,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,-1,-1,-0.54,0,0,0,0,0,0,-0.29,0.27,0.11,0,0,0,0,0,0,3.04,2.23,6.06,0,0,0,0,0,0,5.54,-0.51,9,0,0,0,0,0,0,88.66,89.17,93.5,0,0,0,0,0,0,86.81,86.22,91.25,0,0,0,0,0
448179,2009,7,40,1,46,173,5.212606936,552,8,82,392,70,0,0,0,0,5.07,4.88,12.5,11.43,5.61,0,0,0,0,0.34,-0.37,0.06,0.06,0.02,0,0,0,0,-0.15,-0.03,0.59,0.19,0.17,0,0,0,0,10.41,5.39,-0.05,7.39,-8.63,0,0,0,0,4.46,7.47,-2.6,9.6,-7.91,0,0,0,0,92.05,86.06,81.28,92.8,74.6,0,0,0,0,88.67,82.19,79.5,88.73,71.88,0,0,0,0
448179,2010,0,1,0,3,12,2.329,32,0,3,37,0,0,0,0,0,9.38,0,0,0,8.11,0,0,0,0,0.48,-0.89,0,0,-0.17,0,0,0,0,0.38,0.63,0,0,0.21,0,0,0,0,4.15,-2.55,0,0,-4.29,0,0,0,0,10.27,10.57,0,0,-8.78,0,0,0,0,91.48,84.96,0,0,75.57,0,0,0,0,89.75,83.87,0,0,73.56,0,0,0,0
448179,2011,0,3,1,12,24,1.525,32,0,0,98,0,0,0,0,0,6.25,0,0,0,6.12,0,0,0,0,-0.01,0,0,0,-0.15,0,0,0,0,0.2,0,0,0,0.23,0,0,0,0,3.94,0,0,0,-3.62,0,0,0,0,12.43,0,0,0,-9.6,0,0,0,0,93.45,0,0,0,77.82,0,0,0,0,91.61,0,0,0,75.98,0,0,0,0
450203,2010,15,26,7,59,239,5.288205021,454,132,138,256,387,46,0,0,0,8.37,2.9,3.79,6.98,3.52,0,0,0,0,0.05,-0.52,-0.74,-0.34,-1.04,-0.72,0,0,0,0.22,0.38,0.24,0.29,0.28,0.14,0,0,0,7.98,2.76,-0.29,5.12,-7.24,3.74,0,0,0,-7.59,-9.93,2.17,-9.2,7.13,0.5,0,0,0,97.16,87.24,87.4,96.77,82.83,91.69,0,0,0,94.17,83.64,83.56,93.29,78.01,88.35,0,0,0
450203,2011,6,77,13,110,515,3.770631068,233,0,0,452,1677,176,202,0,0,4.72,0,0,5.61,6.64,4.55,3.47,0,0,0.22,0,0,-0.37,-0.78,-0.17,-0.81,0,0,-0.02,0,0,-0.08,0.09,-0.31,0.2,0,0,5.91,0,0,1.59,-6.18,3.96,0.94,0,0,-6.89,0,0,-9.78,6.75,-2.17,-6.05,0,0,96.8,0,0,96.56,82.58,93.68,90.46,0,0,93.02,0,0,92.18,79.29,89.15,84.86,0,0
450203,2012,5,11,2,25,151,4.167847682,74,0,0,193,334,136,54,0,0,10.81,0,0,5.99,6.22,6.62,1.85,0,0,0.43,0,0,-0.44,-0.7,-0.04,-0.86,0,0,-0.06,0,0,-0.13,0.17,-0.04,0.1,0,0,5.94,0,0,1.28,-5.71,3.17,-1.15,0,0,-8.48,0,0,-9.44,7.29,-1.21,-5.48,0,0,94.56,0,0,94.97,80.8,91.6,85.96,0,0,91.97,0,0,90.76,78.49,86.92,83.42,0,0
450306,2013,17,46,5,109,450,4.088,1153,0,669,354,223,37,0,0,0,5.12,2.84,0,6.28,4.52,2.7,0,0,0,-0.07,-0.83,0,-0.05,-0.82,-1.08,0,0,0,0.37,0.5,0,-0.12,0.47,0.45,0,0,0,10.59,6.74,0,7.34,-3.22,2.85,0,0,0,6.84,11.16,0,10.36,-1.35,-0.02,0,0,0,91.38,84.17,0,91.58,81.38,84.85,0,0,0,88.29,81.04,0,88.77,76.58,82.81,0,0,0
450306,2014,19,41,6,128,561,3.837882353,1484,0,1069,439,574,2,0,0,0,4.85,2.71,0,4.01,4.33,0,0,0,0,-0.07,-1.08,0,-0.22,-0.82,-1.26,0,0,0,0.07,0.53,0,0.17,0.49,0.6,0,0,0,10.44,7.35,0,8.43,-4.88,4.63,0,0,0,6.33,10.1,0,9.01,-1.72,4.2,0,0,0,91.15,84.84,0,90.86,81.12,88.2,0,0,0,88.34,81.37,0,88.14,75.72,88.15,0,0,0
450306,2015,5,12,1,27,129,4.296790698,195,0,198,99,191,0,0,0,0,4.62,3.03,0,0.52,1.01,0,0,0,0,-0.1,-1.02,0,-0.45,-0.94,0,0,0,0,0.03,0.53,0,0.06,0.23,0,0,0,0,10.94,7.98,0,9.11,-4.8,0,0,0,0,6.09,10.66,0,9.32,-1.22,0,0,0,0,91.19,84.16,0,91.11,79.27,0,0,0,0,88.13,81.97,0,88.61,75.36,0,0,0,0
451532,2011,14,84,7,152,564,3.828191489,1194,130,197,433,589,586,0,0,78,7.37,4.06,3.08,6.62,4.85,6.48,0,0,6.41,0.09,-0.42,-0.61,-0.24,-0.79,-0.44,0,0,-0.28,0.15,0.58,0.26,0.19,0.29,0.15,0,0,0.28,8.43,4.22,0.03,6.63,-7.71,3.99,0,0,-9.49,-1.55,-7.28,3.02,-6.81,6.41,1.59,0,0,5.38,95.78,89.13,89.1,95.1,81.04,92.97,0,0,75.38,92.44,85.8,85.51,91.81,77.67,88.99,0,0,68.45
451532,2012,11,45,5,128,449,3.342216036,1048,201,126,331,399,203,0,0,59,7.54,3.97,3.48,6.77,2.72,4.43,0,0,1.69,0.13,-0.5,-1,-0.09,-0.83,-0.4,0,0,-0.31,0.24,0.7,0.24,0.14,0.34,0,0,0,0.42,8.24,3.97,-0.07,6.63,-8.01,3.76,0,0,-10.23,-1.01,-7.48,3.47,-6.62,7.29,1.61,0,0,6.27,95.64,89.18,88.84,94.76,80.11,93.31,0,0,73.01,92.39,85.97,84.84,91.45,77.48,88.6,0,0,67.69
451532,2013,1,5,0,6,36,4.381333333,95,0,19,35,48,26,0,0,7,3.16,0,0,4.17,2.86,0,0,0,0,-0.04,-0.39,0,-0.11,-1.07,-0.57,0,0,-0.34,0.35,0.85,0,0.42,0.41,0.15,0,0,0.72,8.83,3.53,0,6.55,-8.08,5.05,0,0,-8.71,-1.85,-8.53,0,-7.72,6.01,1.87,0,0,5.83,94.58,88.1,0,93.83,80.98,93.43,0,0,73.16,92.66,86.26,0,91.77,78.51,89.64,0,0,70.56
451775,2011,6,30,3,57,157,4.228821656,571,0,64,266,43,21,0,0,0,6.3,3.13,0,6.98,4.51,0,0,0,0,0.12,-0.63,0,-0.32,-0.97,-0.61,0,0,0,0.24,0.6,0,0.42,0.15,0.32,0,0,0,10.5,4.32,0,9.13,-7.92,7.51,0,0,0,-4.92,-8.12,0,-8.22,4.08,-1.89,0,0,0,96.21,88.24,0,95.45,82.6,93.06,0,0,0,93.31,86.19,0,93.4,78.53,90.86,0,0,0
451775,2012,10,34,1,78,211,4.218222749,765,0,71,349,59,13,0,0,0,8.24,2.82,0,1.69,4.3,0,0,0,0,0.3,-0.78,0,0.01,-1.21,-0.53,0,0,0,0.29,0.64,0,0.48,0.25,0.55,0,0,0,10.63,5.08,0,8.37,-5.96,7.95,0,0,0,-4.73,-8.04,0,-7.35,2.7,-1.37,0,0,0,97.54,88.61,0,96.13,84.27,93.62,0,0,0,94.83,86.2,0,94.02,80.46,91.59,0,0,0
455092,2011,1,14,1,34,100,2.725,349,247,0,0,0,0,0,0,0,4.3,0,8.91,0,0,0,0,0,0,0.15,0,-0.61,0,0,0,0,0,0,0.24,0,0.24,0,0,0,0,0,0,10.52,0,1.18,0,0,0,0,0,0,6.25,0,0.09,0,0,0,0,0,0,95.46,0,90.82,0,0,0,0,0,0,92.44,0,88.03,0,0,0,0,0,0
455092,2012,3,13,1,29,98,3.799081633,341,248,15,0,0,0,0,0,0,5.57,6.67,4.84,0,0,0,0,0,0,-0.05,-0.62,-0.83,0,0,0,0,0,0,0.19,1.14,0.33,0,0,0,0,0,0,11.07,5.81,1.39,0,0,0,0,0,0,6.65,8.79,0.1,0,0,0,0,0,0,95.84,91.01,92.31,0,0,0,0,0,0,92.97,87.44,88.85,0,0,0,0,0,0
456167,2012,10,19,1,64,247,3.848036437,866,0,187,259,0,191,0,0,0,6.7,2.67,0,0,6.56,7.85,0,0,0,0.08,-0.49,0,0,-0.39,-0.09,0,0,0,0.19,0.72,0,0,0.33,0.46,0,0,0,10.49,7.08,0,0,-6.73,4.07,0,0,0,-6.1,-6.36,0,0,7.75,1.62,0,0,0,93.66,83.48,0,0,72.66,87.85,0,0,0,90.7,80.8,0,0,69.5,84.37,0,0,0
456167,2013,36,54,4,171,600,4.548,1965,0,457,529,0,391,0,0,0,6.67,2.84,0,0,5.1,7.42,0,0,0,-0.05,-0.7,0,0,-0.37,-0.41,0,0,0,0.16,0.55,0,0,0.33,0.6,0,0,0,10.2,7.13,0,0,-8.24,2.32,0,0,0,-6.43,-6.27,0,0,8.43,2.53,0,0,0,93.96,85.74,0,0,72.83,88.81,0,0,0,90.01,81.91,0,0,69.33,82.14,0,0,0
456496,2010,6,9,1,26,65,5.663615385,224,175,0,0,0,0,0,0,0,4.02,0,4.57,0,0,0,0,0,0,0.02,0,-0.79,0,0,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,7.15,0,2.13,0,0,0,0,0,0,-7.05,0,2.46,0,0,0,0,0,0,98.16,0,90.49,0,0,0,0,0,0,94.83,0,86.99,0,0,0,0,0,0
456496,2011,2,10,0,25,69,3.285869565,221,161,7,0,0,0,0,0,0,9.05,14.29,3.73,0,0,0,0,0,0,-0.02,-0.48,-0.77,0,0,0,0,0,0,0.4,0.28,0.36,0,0,0,0,0,0,7.96,7.07,2.28,0,0,0,0,0,0,-6.84,-6.25,2.02,0,0,0,0,0,0,98.8,90.87,91.19,0,0,0,0,0,0,94.91,88.63,87.14,0,0,0,0,0,0
456696,2012,4,22,3,98,205,2.085243902,686,374,36,0,0,0,0,0,0,7.14,5.56,4.55,0,0,0,0,0,0,0.19,-0.31,-0.71,0,0,0,0,0,0,0.27,0.63,0.17,0,0,0,0,0,0,9.01,5.3,-0.66,0,0,0,0,0,0,-7.06,-6.5,6.32,0,0,0,0,0,0,99.03,89.45,85.39,0,0,0,0,0,0,95.68,86.93,82.33,0,0,0,0,0,0
456696,2013,10,24,4,66,187,4.363508021,681,346,39,0,0,0,0,0,0,7.64,2.56,7.23,0,0,0,0,0,0,0.22,-0.42,-0.87,0,0,0,0,0,0,0.27,0.9,0.26,0,0,0,0,0,0,8.91,5.83,-0.24,0,0,0,0,0,0,-7.07,-6.16,5.92,0,0,0,0,0,0,98.58,90.74,85.41,0,0,0,0,0,0,95.8,86.72,82.85,0,0,0,0,0,0
456701,2013,20,54,10,199,627,3.306373206,1618,531,0,399,468,0,430,0,0,7.35,0,4.33,2.78,6.27,0,1.4,0,0,0.06,0,-0.62,-0.41,-0.84,0,-1.14,0,0,0.17,0,0.32,0.3,0.42,0,0.32,0,0,8.58,0,3.5,6.96,-3.09,0,2.18,0,0,-5.81,0,-0.09,-8.32,6.03,0,-5.73,0,0,100.1,0,93.45,99.14,85.64,0,91.86,0,0,95.2,0,89.28,94.34,80.41,0,86.87,0,0
456701,2014,16,45,7,124,437,3.928338673,1073,507,0,176,288,0,274,0,0,7.55,0,5.72,2.78,2.27,0,1.09,0,0,0.09,0,-0.72,-0.7,-1.28,0,-1.31,0,0,0.08,0,0.31,0.29,0.45,0,0.2,0,0,8.19,0,1.99,6.56,-2.88,0,2.92,0,0,-5.14,0,1.29,-8.28,5.7,0,-5.58,0,0,98.46,0,92.94,98.36,85.77,0,89.57,0,0,95.17,0,88.03,94.75,80.41,0,86.89,0,0
456701,2015,3,4,0,3,34,7.104588235,65,43,0,1,23,0,31,0,0,6.15,0,0,0,0,0,0,0,0,-0.54,0,-1.36,-1.07,-2.47,0,-1.39,0,0,-0.01,0,0.7,0.36,-1.05,0,0.23,0,0,8.07,0,4.91,5.66,-7.71,0,3.45,0,0,-5.5,0,0.74,-8.92,4.42,0,-5.48,0,0,95.85,0,90.98,93.77,71.58,0,85.77,0,0,91.68,0,86.42,90.92,71.58,0,83.31,0,0
458537,2010,3,6,1,18,53,4.437490566,101,52,55,0,138,0,0,0,0,1.98,0,5.77,3.62,0,0,0,0,0,0.19,-0.67,-0.5,0.11,0,0,0,0,0,0.12,0.61,-0.16,0.59,0,0,0,0,0,10.94,4.85,2.41,8.46,0,0,0,0,0,4.31,8.11,-1.39,8.5,0,0,0,0,0,94.49,87.52,87.77,94.72,0,0,0,0,0,91.57,83.74,83.95,90.97,0,0,0,0,0
458537,2011,12,44,2,154,419,2.924761337,1508,553,169,91,141,0,0,0,0,6.76,2.37,3.8,5.67,5.49,0,0,0,0,0.25,-0.33,-0.74,-0.1,-0.29,0,0,0,0,0.37,0.58,0.1,0.42,0.44,0,0,0,0,10.67,2.55,1.67,9.52,-3.61,0,0,0,0,4.71,8.94,-1.13,7.05,-0.59,0,0,0,0,95.94,88.83,88.4,94.65,83.4,0,0,0,0,92.25,85.58,84.14,91.54,77.99,0,0,0,0
458537,2012,1,8,0,23,93,2.804677419,475,135,132,48,14,0,0,0,0,3.79,5.3,5.19,0,2.08,0,0,0,0,0.24,-0.71,-0.89,0.24,-0.23,0,0,0,0,0.48,0.27,0.09,0.54,0.34,0,0,0,0,11.66,3.42,4.11,9.7,-2.92,0,0,0,0,4.27,8.69,-1.05,6.28,-0.78,0,0,0,0,96.06,89.34,89.44,94.29,82.24,0,0,0,0,92.24,86.26,86.01,91.75,78.16,0,0,0,0
458550,2012,9,18,2,62,281,3.660836299,602,259,203,224,217,0,0,0,0,6.15,3.94,4.63,2.77,4.46,0,0,0,0,0.1,-0.7,-0.33,-0.42,-0.6,0,0,0,0,0.18,0.7,0.53,0.44,0.4,0,0,0,0,9.97,5.28,3.56,6.04,-9.02,0,0,0,0,-4.49,-8.66,1.52,-7.82,6.35,0,0,0,0,94.34,87.59,90.6,92.96,79.24,0,0,0,0,91.38,84.94,87.18,90.45,76.04,0,0,0,0
458550,2013,20,37,5,99,392,4.48677551,783,456,236,222,317,0,0,0,0,7.54,2.97,5.04,3.79,7.21,0,0,0,0,0.1,-0.97,-0.62,-0.57,-0.91,0,0,0,0,0.07,0.79,0.58,0.13,0.39,0,0,0,0,9.58,3.59,1.78,6.34,-8.53,0,0,0,0,-4.66,-9.42,2.32,-8.24,5.94,0,0,0,0,94.73,87.79,89.08,93.41,80.66,0,0,0,0,92,85.33,85.99,91.18,77.09,0,0,0,0
458589,2010,2,17,2,29,157,3.556707006,35,221,15,0,579,0,0,0,0,11.43,0,6.33,3.11,0,0,0,0,0,-0.04,-1.09,-0.63,-0.46,0,0,0,0,0,0.2,0.37,0.41,-0.14,0,0,0,0,0,7.32,2.94,0.73,4,0,0,0,0,0,-7.44,-9.41,1.75,-9.96,0,0,0,0,0,95.75,87.11,88.26,96.46,0,0,0,0,0,93.46,84.09,83.19,92.83,0,0,0,0,0
458589,2011,9,24,2,39,171,5.077631579,15,201,81,0,595,0,0,0,0,0,3.7,4.98,5.21,0,0,0,0,0,-0.03,-0.98,-0.64,-0.25,0,0,0,0,0,-0.19,0.21,0.38,0.02,0,0,0,0,0,7.25,3.52,-1.03,3.89,0,0,0,0,0,-7.54,-8.24,1.99,-9.81,0,0,0,0,0,95.52,86.24,89.74,95.88,0,0,0,0,0,93.39,84.55,83.68,92.8,0,0,0,0,0
458589,2012,1,1,0,8,23,3.095,7,33,16,0,95,0,0,0,0,14.29,6.25,6.06,5.26,0,0,0,0,0,-0.03,-1.31,-0.76,-0.33,0,0,0,0,0,-0.82,0.23,0.06,0.13,0,0,0,0,0,9.19,3.97,-2.2,4.07,0,0,0,0,0,-8.53,-8.47,2.8,-9.83,0,0,0,0,0,95.05,86.65,83.72,94.72,0,0,0,0,0,92.63,84.92,81.61,92.08,0,0,0,0,0
458681,2013,14,76,11,198,605,3.281057851,1912,0,133,389,755,448,0,0,0,8.16,3.01,0,2.25,1.54,3.35,0,0,0,0.11,-1.04,0,-0.48,-1.19,-0.7,0,0,0,0.36,1.14,0,0.21,0.49,0.61,0,0,0,7.88,2.54,0,2.35,-6.09,2.85,0,0,0,-5.18,-6.34,0,-7.67,6.27,0.61,0,0,0,96.69,89.48,0,95.95,83.9,92.33,0,0,0,93.47,85.41,0,92.45,79.98,87.89,0,0,0
458681,2014,13,72,7,181,611,3.34803928,1944,0,94,298,929,386,0,0,0,6.69,2.13,0,2.05,4.7,4.4,0,0,0,0.27,-0.63,0,-0.46,-0.99,-0.64,0,0,0,0.38,1.06,0,0.27,0.54,0.7,0,0,0,8.14,4.01,0,2.92,-5.74,3.91,0,0,0,-5.27,-7.67,0,-7.81,4.95,-0.07,0,0,0,97.54,90.9,0,95.82,83.67,93.19,0,0,0,93.87,86.29,0,92.19,80.17,88.59,0,0,0
458681,2015,13,68,5,167,526,3.441984791,1728,0,95,146,840,241,0,0,0,6.83,3.16,0,2.62,2.74,5.81,0,0,0,0.21,-0.58,0,-0.57,-0.82,-0.47,0,0,0,0.56,1.25,0,0.21,0.65,0.98,0,0,0,7.82,3.06,0,3.07,-5.72,3.62,0,0,0,-4.57,-7.1,0,-7.44,5.87,0.86,0,0,0,96.73,91.69,0,96.32,82.56,92.46,0,0,0,93.12,86.03,0,91.75,78.45,87.45,0,0,0
458708,2010,10,19,3,43,219,4.585849315,402,0,115,114,149,323,0,0,0,4.48,2.61,0,3.36,6.14,5.26,0,0,0,0.19,-0.69,0,-0.53,-0.59,-0.53,0,0,0,0.29,0.69,0,0.54,0.29,0.15,0,0,0,10.77,4.02,0,7.64,-7.47,4.16,0,0,0,-4.15,-6.88,0,-7.21,4.1,1.69,0,0,0,93.89,84.36,0,92.44,80.26,89.29,0,0,0,89.9,80.79,0,88.34,76.25,85.86,0,0,0
458708,2011,24,21,3,89,496,4.270967742,904,0,253,349,145,736,0,0,0,6.08,8.3,0,7.59,4.87,5.84,0,0,0,0.21,-0.45,0,-0.23,-0.68,-0.47,0,0,0,0.27,0.53,0,0.38,0.29,0.36,0,0,0,10.37,4.37,0,7.88,-7.74,4.8,0,0,0,-3.41,-6.87,0,-7.43,4.47,1.64,0,0,0,92.83,86.74,0,92.2,78.88,89.32,0,0,0,88.78,81.17,0,87.61,74.77,85.1,0,0,0
458708,2012,18,25,3,56,310,5.088548387,558,0,210,226,76,591,0,0,0,6.27,3.81,0,6.58,4.42,3.55,0,0,0,0.02,-0.48,0,-0.53,-0.76,-0.42,0,0,0,0.31,0.54,0,0.45,0.23,0.34,0,0,0,10.79,5.45,0,7.17,-7.78,5.82,0,0,0,-3.79,-7.12,0,-7.6,4.54,1.11,0,0,0,94.24,86.75,0,92.33,80.71,91.72,0,0,0,90.16,82.94,0,88.77,75.82,86.57,0,0,0
458730,2012,4,20,1,61,206,2.993058252,403,0,0,292,419,0,0,0,0,7.44,0,0,3.58,5.48,0,0,0,0,-0.09,0,0,-0.3,-0.85,0,0,0,0,0.32,0,0,0.37,0.41,0,0,0,0,8.79,0,0,7.07,-6.53,0,0,0,0,-5.86,0,0,-7.94,3.84,0,0,0,0,101.97,0,0,102.46,88.63,0,0,0,0,96.86,0,0,96.6,83.67,0,0,0,0
458730,2013,1,12,1,44,150,2.328,298,0,0,201,252,0,19,0,0,6.38,0,0,8.33,3.98,0,5.26,0,0,-0.03,0,0,-0.19,-1.01,0,-0.54,0,0,0.17,0,0,0.32,0.34,0,0.63,0,0,8.8,0,0,7.8,-3.57,0,4.26,0,0,-6.26,0,0,-7.78,1.64,0,-6.42,0,0,99.91,0,0,100.23,89.74,0,93.62,0,0,95.97,0,0,96.22,85.64,0,90.87,0,0
458730,2014,0,1,0,1,3,4.132,0,0,0,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.55,-2.82,0,-1.79,0,0,0,0,0,0.55,-0.12,0,-0.29,0,0,0,0,0,8.06,-7.06,0,2.39,0,0,0,0,0,-9.43,3.98,0,-10.81,0,0,0,0,0,95.88,85.8,0,88.13,0,0,0,0,0,93.18,85.8,0,88.13,0,0
460024,2012,27,61,13,144,556,4.632769784,1212,220,198,645,536,469,0,0,0,6.11,6.57,8.64,5.78,6.82,4.48,0,0,0,0.2,-0.66,-0.46,-0.4,-0.51,-0.19,0,0,0,0.26,0.55,0.22,-0.07,0.27,0.3,0,0,0,9.18,4.74,-0.17,4.4,-8.14,3.86,0,0,0,-5.91,-7.91,2.79,-8.65,6.89,1.06,0,0,0,96.6,89.46,88.4,96.29,82.1,92.21,0,0,0,93.41,85.62,85.44,93.09,78.75,88.8,0,0,0
460024,2013,8,17,1,82,211,2.962691943,499,0,16,190,139,385,0,0,0,7.82,0,0,2.88,1.58,5.97,0,0,0,0.18,-0.93,0,-0.21,-0.87,-0.4,0,0,0,0.46,0.77,0,0.04,0.4,0.28,0,0,0,10.12,3.84,0,6.19,-8.21,4,0,0,0,-4.99,-7.92,0,-8.28,6.33,1.74,0,0,0,98.66,90.16,0,98,83.34,94.3,0,0,0,96.14,87.63,0,95.57,80.42,91.04,0,0,0
460059,2010,12,68,6,113,612,3.824098039,907,293,0,190,1449,0,604,0,0,7.17,0,2.73,6.42,5.79,0,3.64,0,0,0.15,0,-0.62,-0.08,-0.64,0,-0.94,0,0,0.29,0,0.64,0.18,0.59,0,0.55,0,0,8.64,0,4.01,6.76,-2.32,0,2.48,0,0,-6.46,0,1.7,-8.02,2.22,0,-6.89,0,0,96.77,0,88.4,96.78,80.9,0,92.84,0,0,93.18,0,84.68,92.84,76.26,0,85.52,0,0
460059,2011,21,65,7,105,581,4.465619621,881,509,0,193,1168,16,414,0,0,7.95,0,4.32,6.68,3.63,0,3.38,0,0,0.2,0,-0.41,0,-0.91,-0.39,-0.84,0,0,0.24,0,0.53,0.13,0.54,0.84,0.73,0,0,8.26,0,3.85,6.5,-2.63,7.29,1.7,0,0,-6.5,0,1.32,-8.09,1.39,-1.47,-6.75,0,0,97.17,0,90.93,97.51,84.1,92.9,91.53,0,0,93.13,0,85.42,92.89,77,89.14,85.16,0,0
460059,2012,0,4,0,13,59,2.383135593,65,49,0,29,126,0,36,0,0,6.15,0,4.08,3.97,10.34,0,0,0,0,0.32,0,-0.65,-0.32,-0.73,0,-1.14,0,0,0.2,0,0.63,0.3,0.52,0,0.92,0,0,8.36,0,3.15,4.73,-3.93,0,2.32,0,0,-5.97,0,0.98,-9.19,2.48,0,-7.13,0,0,96.74,0,90.27,96.94,79.17,0,90.22,0,0,94.7,0,87.53,94.84,76.18,0,87.54,0,0
462956,2010,4,46,3,83,275,3.439,898,374,104,220,2,0,0,0,0,6.12,1.92,5.08,50,4.09,0,0,0,0,-0.21,-0.34,-0.75,0.33,-0.6,0,0,0,0,0.3,0.58,0.43,0.7,0.41,0,0,0,0,9.17,6.46,-0.02,8.37,-3.59,0,0,0,0,-5.98,-5.01,-0.69,-7.92,0.37,0,0,0,0,99.44,90.98,91.64,96.56,81.73,0,0,0,0,95.82,85.98,87.98,96.32,77.87,0,0,0,0
462956,2011,13,55,8,133,418,8.713101604,1300,715,209,143,30,0,0,0,0,6.62,4.78,4.34,10,4.9,0,0,0,0,0.1,-0.46,-0.74,0.36,-0.04,0,0,0,0,0.16,0.53,0.3,0.42,0.34,0,0,0,0,8.51,6.98,-0.64,7.71,-5.3,0,0,0,0,-7.14,-5,-0.23,-9.12,2.18,0,0,0,0,99.67,91.03,92,98.17,83.2,0,0,0,0,95.74,87.03,87.99,95.89,78.71,0,0,0,0
462956,2012,3,15,0,39,113,3.254292035,467,223,63,59,0,0,0,0,0,6.42,3.17,3.14,0,8.47,0,0,0,0,-0.02,-0.58,-0.54,0,-0.13,0,0,0,0,0.21,0.33,0.36,0,0.45,0,0,0,0,8.78,7.67,-2.09,0,-5.53,0,0,0,0,-7.59,-6.02,-0.13,0,2.25,0,0,0,0,98.22,89.17,89.87,0,80.73,0,0,0,0,95.52,86.63,86.46,0,77.7,0,0,0,0
467100,2012,28,56,10,153,511,4.597935421,1423,398,82,772,0,0,0,0,0,6.25,7.32,5.78,0,3.11,0,0,0,0,0.12,-0.66,-0.7,0,-0.58,0,0,0,0,0.21,0.94,0.34,0,0.47,0,0,0,0,7.72,6.98,3.85,0,-6.58,0,0,0,0,-5.19,-7.88,-0.75,0,5.33,0,0,0,0,98.09,89.25,91.65,0,85.52,0,0,0,0,93.79,86.98,87.99,0,81.05,0,0,0,0
