mlbam_id,yearID,HR,BB,HBP,SO,IPouts,FIP,Fourseam,Slider,Change,Curve,Sinker,Cutter,Split,Knuckler,Slow.Curve,Fourseam.bway,Change.bway,Slider.bway,Sinker.bway,Curve.bway,Cutter.bway,Split.bway,Knuckler.bway,Slow.Curve.bway,Fourseam.vloc,Change.vloc,Slider.vloc,Sinker.vloc,Curve.vloc,Cutter.vloc,Split.vloc,Knuckler.vloc,Slow.Curve.vloc,Fourseam.hloc,Change.hloc,Slider.hloc,Sinker.hloc,Curve.hloc,Cutter.hloc,Split.hloc,Knuckler.hloc,Slow.Curve.hloc,Fourseam.pfx_z,Change.pfx_z,Slider.pfx_z,Sinker.pfx_z,Curve.pfx_z,Cutter.pfx_z,Split.pfx_z,Knuckler.pfx_z,Slow.Curve.pfx_z,Fourseam.pfx_x,Change.pfx_x,Slider.pfx_x,Sinker.pfx_x,Curve.pfx_x,Cutter.pfx_x,Split.pfx_x,Knuckler.pfx_x,Slow.Curve.pfx_x,Fourseam.maxmph,Change.maxmph,Slider.maxmph,Sinker.maxmph,Curve.maxmph,Cutter.maxmph,Split.maxmph,Knuckler.maxmph,Slow.Curve.maxmph,Fourseam.mph,Change.mph,Slider.mph,Sinker.mph,Curve.mph,Cutter.mph,Split.mph,Knuckler.mph,Slow.Curve.mph
467100,2013,9,44,14,116,418,3.471444976,610,27,58,735,649,0,0,0,0,7.54,6.9,7.41,2.62,4.63,0,0,0,0,0.1,-0.55,0.04,-0.46,-0.84,0,0,0,0,0.18,0.79,0.43,0.43,0.33,0,0,0,0,7.96,4.95,2.96,4.56,-5.62,0,0,0,0,-4.63,-8.18,-1.33,-8.55,4.98,0,0,0,0,97.99,90.26,91.88,97.71,85.77,0,0,0,0,94.31,86.39,87.88,93.52,81.5,0,0,0,0
467100,2014,6,6,2,12,62,6.906193548,111,0,13,99,103,0,0,0,0,3.6,7.69,0,2.91,6.06,0,0,0,0,0.12,-0.88,0,-0.33,-0.67,0,0,0,0,0.26,0.65,0,0.45,0.32,0,0,0,0,7.81,5.57,0,4.69,-6.11,0,0,0,0,-5.1,-8.45,0,-9.06,4.54,0,0,0,0,96.23,87.76,0,95.97,83.55,0,0,0,0,93.44,85.59,0,93.16,80.22,0,0,0,0
469167,2010,1,11,1,9,26,6.655923077,86,54,6,0,42,0,0,0,0,3.49,0,3.7,4.76,0,0,0,0,0,0.1,-3.59,-0.73,-0.39,0,0,0,0,0,0.17,0.2,0.28,0.54,0,0,0,0,0,10.2,8.44,0.53,9.73,0,0,0,0,0,-0.89,-7.07,4.12,-4.84,0,0,0,0,0,97.62,87.97,88.82,97.18,0,0,0,0,0,94.91,86.76,85.17,94.75,0,0,0,0,0
469167,2011,1,12,0,21,61,3.369262295,168,95,33,0,28,27,0,0,0,7.14,0,7.37,3.57,0,14.81,0,0,0,0.18,-1.37,-0.64,-0.44,0,-0.25,0,0,0,0.08,0.78,0.05,0.17,0,0.35,0,0,0,10.14,5.29,2.13,9.51,0,5.38,0,0,0,-2.41,-6.45,2.65,-6.62,0,1.89,0,0,0,97.98,88.72,90.85,96.69,0,93.62,0,0,0,94.22,85.37,86.26,93.86,0,90.53,0,0,0
469802,2011,9,27,5,54,195,4.640384615,1,204,96,0,797,0,0,0,0,0,4.17,5.88,6.78,0,0,0,0,0,0.03,-0.86,-0.88,-0.11,0,0,0,0,0,-0.43,0.29,0.06,0.07,0,0,0,0,0,7.68,5.69,-0.87,4.43,0,0,0,0,0,8.6,6.31,0.42,10.67,0,0,0,0,0,94.05,86.81,85.79,96.29,0,0,0,0,0,94.05,83.54,82.91,93.41,0,0,0,0,0
469802,2012,3,16,3,39,126,3.523571429,99,121,132,0,301,0,0,0,0,5.05,8.33,3.31,6.98,0,0,0,0,0,0.59,-0.18,-0.73,0.21,0,0,0,0,0,0.05,0.32,0.23,0.15,0,0,0,0,0,6.76,6.12,0.05,4.31,0,0,0,0,0,8.47,7.17,0.16,10.88,0,0,0,0,0,96.23,87.82,87.75,96.59,0,0,0,0,0,93.67,85.42,85.02,94.16,0,0,0,0,0
471896,2012,2,15,0,14,65,5.079615385,264,50,38,0,0,0,0,0,0,7.2,5.26,2,0,0,0,0,0,0,0.03,-0.35,-0.78,0,0,0,0,0,0,0.13,0.43,0.37,0,0,0,0,0,0,7.27,7.85,3.12,0,0,0,0,0,0,9.8,8.3,2.19,0,0,0,0,0,0,99.79,93.26,93.77,0,0,0,0,0,0,96.37,89.12,89.13,0,0,0,0,0,0
471896,2013,2,3,0,3,9,12.71466667,0,10,4,0,68,0,0,0,0,0,0,10,2.94,0,0,0,0,0,0,-1,-0.39,-0.11,0,0,0,0,0,0,0.18,0.77,0.01,0,0,0,0,0,0,5.67,4.56,6.82,0,0,0,0,0,0,10.19,2.79,10.24,0,0,0,0,0,0,90.39,92.16,99.5,0,0,0,0,0,0,90.18,89.79,96.42,0,0,0,0,0
471896,2014,1,3,2,3,27,5.576444444,2,49,15,0,147,0,0,0,0,0,6.67,4.08,7.48,0,0,0,0,0,-0.86,-0.77,-0.93,-0.37,0,0,0,0,0,-0.08,-0.12,0.5,0.01,0,0,0,0,0,8.41,7.7,5.17,7.33,0,0,0,0,0,6.93,9.41,1.65,9.86,0,0,0,0,0,96.2,92.46,91.86,98.43,0,0,0,0,0,95.95,87.93,87.67,95.49,0,0,0,0,0
471911,2009,6,11,0,11,67,7.082074627,165,12,102,47,69,0,0,0,0,9.09,3.92,8.33,2.9,8.51,0,0,0,0,0.13,-0.79,-0.58,-0.4,-0.11,0,0,0,0,0.29,0.6,0.6,0.53,0.07,0,0,0,0,8.91,0.13,0.07,4.76,-6.33,0,0,0,0,-6.16,-5.75,0.28,-9.62,7.04,0,0,0,0,96.92,89.6,85.2,95.21,80.64,0,0,0,0,93.39,86.18,82.43,92.45,77.48,0,0,0,0
471911,2010,6,14,1,38,134,4.131238806,243,20,144,121,147,0,0,0,0,7.82,6.25,5,3.4,5.79,0,0,0,0,0.07,-0.77,-0.68,-0.31,-0.47,0,0,0,0,0.26,0.31,0.61,0.53,0.3,0,0,0,0,8.01,-0.21,0.81,4.37,-4.78,0,0,0,0,-7.46,-6.34,0.15,-9.45,6.37,0,0,0,0,96.35,89.2,86.78,95.93,83.39,0,0,0,0,93.66,86.51,84.62,92.65,80.79,0,0,0,0
471911,2011,15,40,4,85,374,4.284358289,825,233,336,215,258,0,0,0,0,6.3,7.14,4.72,4.65,3.72,0,0,0,0,0.09,-0.81,-0.59,-0.3,-0.69,0,0,0,0,0.25,0.4,0.4,0.38,0.4,0,0,0,0,8,-0.19,1.52,4.14,-3.97,0,0,0,0,-7.85,-5.89,0.32,-9.93,6.08,0,0,0,0,96.64,89.81,87.82,95.31,84.16,0,0,0,0,93.42,86.31,84.36,92.51,80.39,0,0,0,0
474463,2009,20,45,3,150,526,3.690155894,1417,921,232,160,78,0,0,0,0,7.41,3.88,7.17,6.41,5.63,0,0,0,0,0.08,-0.38,-0.52,-0.2,-0.26,0,0,0,0,-0.03,0.49,-0.21,0.34,0.38,0,0,0,0,8.41,6.37,-5.19,5.7,-7.93,0,0,0,0,7.42,8.69,-0.73,9.33,-2.5,0,0,0,0,98.66,91.77,88.9,96.88,81.23,0,0,0,0,93.2,84.57,84.19,91.97,77.55,0,0,0,0
474463,2010,6,22,7,75,337,3.212531157,725,523,143,161,157,0,0,0,0,8,4.9,4.78,3.18,5.59,0,0,0,0,0.18,-0.53,-0.52,-0.31,-0.3,0,0,0,0,-0.07,0.58,-0.29,0.26,0.31,0,0,0,0,8.29,5.82,-4.42,5.5,-6.5,0,0,0,0,7.5,8.65,-0.82,9.6,-1.97,0,0,0,0,97.28,88.83,88.19,96.55,81.86,0,0,0,0,93.46,84.95,84.63,91.83,78.78,0,0,0,0
474463,2011,8,25,7,61,250,3.961,428,570,80,115,240,0,0,0,0,3.97,13.75,6.49,6.67,6.96,0,0,0,0,0.2,-0.16,-0.31,-0.1,-0.29,0,0,0,0,-0.1,0.26,-0.17,0.17,0.17,0,0,0,0,8.27,6.28,-6.18,6.92,-8.59,0,0,0,0,7.16,9.24,-3.08,9.5,-3.82,0,0,0,0,95.99,90.29,86.51,94.5,79.65,0,0,0,0,92.32,83.58,81.53,91.25,75.76,0,0,0,0
475138,2010,2,5,0,12,51,4.079,91,0,25,37,78,27,0,0,0,4.4,0,0,3.85,0,11.11,0,0,0,-0.28,-1.4,0,-0.67,-1.6,-1.02,0,0,0,0.57,0.98,0,0.77,0.61,0.23,0,0,0,11.16,6.31,0,8.72,-1.25,6.06,0,0,0,-3.61,-8.13,0,-7.66,2.83,0.89,0,0,0,97.36,90.84,0,97.66,87.76,94.05,0,0,0,94.78,87.67,0,95.04,85.23,91.2,0,0,0
475138,2011,10,55,1,51,236,5.516525424,538,0,119,139,390,285,0,0,0,4.46,0,0,1.28,2.16,5.96,0,0,0,-0.29,-1.22,0,-0.63,-1.72,-0.6,0,0,0,0.34,1.06,0,0.48,0.3,0.4,0,0,0,10.22,4.13,0,7.42,-2.98,5.85,0,0,0,-3.3,-8.84,0,-7.6,2.89,0.49,0,0,0,97.39,90.83,0,96.84,86.83,94.74,0,0,0,94.49,87.03,0,94.14,82.58,91.36,0,0,0
475138,2012,10,47,1,47,214,5.618364486,384,0,145,153,439,180,0,0,0,3.39,0.69,0,2.96,1.31,2.78,0,0,0,-0.3,-1.06,0,-0.77,-1.63,-0.81,0,0,0,0.46,0.97,0,0.53,0.19,0.32,0,0,0,9.98,3.28,0,5.87,-1.99,6.6,0,0,0,-3.84,-6.91,0,-7.98,3.84,0.34,0,0,0,97.05,89.71,0,96.22,84.19,93.71,0,0,0,93.64,85.84,0,93.01,81.41,91.11,0,0,0
491703,2010,5,18,5,71,208,2.963615385,1060,185,37,0,0,0,0,0,0,8.3,10.81,5.95,0,0,0,0,0,0,0.29,0.2,-0.34,0,0,0,0,0,0,0.4,0.48,0.68,0,0,0,0,0,0,9.51,5.15,-0.22,0,0,0,0,0,0,-6.65,-8.55,7.3,0,0,0,0,0,0,103.38,91.38,85.35,0,0,0,0,0,0,97.63,88.36,80.43,0,0,0,0,0,0
491703,2011,4,30,0,54,187,3.570454545,1145,200,56,0,0,89,0,0,0,6.38,3.57,4,0,0,6.74,0,0,0,0.13,-0.46,-0.46,0,0,-0.23,0,0,0,0.44,0.62,0.61,0,0,0.73,0,0,0,9.8,5.33,-1.03,0,0,3.84,0,0,0,-6.21,-9.08,7.22,0,0,-0.66,0,0,0,102.07,92.09,87.79,0,0,92.4,0,0,0,97.16,88.9,80.18,0,0,87.86,0,0,0
491703,2012,5,23,2,37,128,4.641875,521,157,121,20,0,0,0,0,0,6.72,5.79,7.01,0,10,0,0,0,0,0.44,-0.49,-0.66,0,-0.81,0,0,0,0,0.34,0.6,0.39,0,0.32,0,0,0,0,8.78,3.54,1.57,0,-2.47,0,0,0,0,-6.83,-9.57,2.81,0,4.45,0,0,0,0,99.61,91.17,88.7,0,83.2,0,0,0,0,95.47,87.39,83.37,0,79.16,0,0,0,0
493137,2009,10,30,2,54,178,5.085764045,565,281,0,6,110,224,94,0,0,6.19,0,7.83,6.36,0,4.91,2.13,0,0,0.22,0,-0.45,-0.2,-0.03,-0.04,-0.8,0,0,0.25,0,0.36,0.04,-0.05,0.38,0.76,0,0,9.36,0,1.35,6.54,-3.66,5.73,3.95,0,0,-6.49,0,5.25,-9,10.1,-0.36,-10.02,0,0,94.91,0,86.67,94,80.84,91.78,84.61,0,0,91.57,0,81.84,90.65,77.95,88.73,81.5,0,0
493137,2010,13,74,8,133,461,4.048631236,963,515,0,21,541,443,195,0,0,7.06,0,6.99,3.7,4.76,6.32,1.03,0,0,-0.04,0,-0.59,-0.14,-0.61,-0.07,-0.36,0,0,0.35,0,0.38,0.42,0.39,0.22,1.05,0,0,8.86,0,-0.95,6.81,-5.04,6.58,1.88,0,0,-5.68,0,6.6,-8.04,8.36,-1.25,-9.67,0,0,96.29,0,86.86,95.36,82.8,94.6,89.16,0,0,92.4,0,81.98,92.1,77.93,90.83,81.95,0,0
493137,2011,4,23,1,26,112,4.953571429,48,159,0,0,270,102,78,0,0,8.33,0,6.29,2.96,0,12.75,2.56,0,0,-0.1,0,-0.52,0.08,0,0.04,-1.05,0,0,0.19,0,0.45,0.39,0,0.28,0.7,0,0,9.34,0,-2.64,7.39,0,7.14,1.53,0,0,-6.08,0,7.93,-8.71,0,-2.42,-9.62,0,0,93.37,0,83.81,93.89,0,92.77,87.41,0,0,91.51,0,80.58,91.17,0,90.01,82.12,0,0
493603,2013,5,31,2,78,235,3.15012766,549,612,55,0,63,0,0,0,0,6.74,0,5.23,1.59,0,0,0,0,0,0.11,-0.53,-0.81,-0.37,0,0,0,0,0,0.3,0.91,0.31,0.54,0,0,0,0,0,5.43,3.01,-0.44,2.1,0,0,0,0,0,-3.88,-5.84,6.12,-7.41,0,0,0,0,0,97.1,90.76,87.53,95.3,0,0,0,0,0,92.61,86.46,83.29,92.05,0,0,0,0,0
493603,2014,6,16,4,70,195,3.101230769,478,529,9,0,110,0,0,0,0,6.28,0,7.37,4.55,0,0,0,0,0,-0.07,-1.23,-0.75,-0.12,0,0,0,0,0,0.08,0.84,0.23,0.82,0,0,0,0,0,5.75,1.94,-1.39,3.48,0,0,0,0,0,-5.62,-8.07,6.79,-8.43,0,0,0,0,0,99.78,89.79,86.68,98.5,0,0,0,0,0,94.66,87.9,83.04,94.86,0,0,0,0,0
493603,2015,0,2,1,13,31,1.48883871,33,57,0,0,36,16,0,0,0,0,0,5.26,2.78,0,0,0,0,0,0.18,0,-0.66,0.01,0,-0.24,0,0,0,0.26,0,0.49,0.36,0,-0.46,0,0,0,8.67,0,-0.59,4.72,0,2.14,0,0,0,-7.07,0,5.41,-9.39,0,0.51,0,0,0,98.4,0,86.57,97.4,0,94.46,0,0,0,96.46,0,84.19,95.9,0,90.16,0,0,0
497807,2011,7,16,0,34,169,4.28535503,766,176,44,0,0,0,0,0,0,5.48,0,3.41,0,0,0,0,0,0,0.03,-1.44,-0.56,0,0,0,0,0,0,0.35,0.74,0.23,0,0,0,0,0,0,9.38,4.45,1.85,0,0,0,0,0,0,-6.71,-6.95,1.1,0,0,0,0,0,0,97.74,90.7,89.27,0,0,0,0,0,0,94.68,87.54,85.55,0,0,0,0,0,0
497807,2012,1,4,0,14,58,2.939827586,225,37,7,46,0,0,0,0,0,7.56,0,10.81,0,0,0,0,0,0,0.06,-0.78,-0.61,0,-0.32,0,0,0,0,0.33,1,0.17,0,0.53,0,0,0,0,9.71,3.95,0.36,0,-8.2,0,0,0,0,-6.24,-8.34,0.87,0,5.01,0,0,0,0,97.67,89.37,88.78,0,83.05,0,0,0,0,95.38,87.41,85.94,0,79.79,0,0,0,0
501955,2009,21,76,12,133,472,4.819457627,1719,646,122,246,89,0,0,0,0,4.42,6.56,6.35,2.25,6.91,0,0,0,0,0.11,-0.34,-0.73,-0.32,-0.52,0,0,0,0,0.41,0.74,0.25,0.12,0.49,0,0,0,0,9.97,5.32,-0.22,7.69,-5.84,0,0,0,0,-3.35,-8.41,2.56,-7.6,6.12,0,0,0,0,99.36,87.04,92.11,95.74,84.74,0,0,0,0,93.64,83.09,85.58,91.88,78.43,0,0,0,0
501955,2010,6,22,1,77,215,2.981325581,773,322,1,97,24,0,0,0,0,7.37,0,4.66,12.5,2.06,0,0,0,0,-0.07,1.11,-0.83,-0.23,-0.69,0,0,0,0,0.53,2.6,0.42,0.46,0.56,0,0,0,0,10.28,7.45,1.19,8.4,-5.34,0,0,0,0,-3.08,-8.38,2.38,-6.5,5.37,0,0,0,0,99.95,81.94,91.74,98.97,88.32,0,0,0,0,95.79,81.94,88.19,96.01,81.58,0,0,0,0
501955,2011,3,7,1,24,86,3.548255814,243,125,5,53,0,0,0,0,0,4.94,0,3.2,0,7.55,0,0,0,0,-0.01,-0.83,-0.88,0,-0.67,0,0,0,0,0.41,0.46,0.38,0,0.35,0,0,0,0,9.62,8.09,0.99,0,-6.07,0,0,0,0,-4.02,-7.96,1.65,0,5.45,0,0,0,0,99.38,86.43,90.27,0,84.65,0,0,0,0,95.3,85.49,87.1,0,81.03,0,0,0,0
502028,2010,6,22,1,31,149,4.790409396,21,137,70,0,631,0,0,0,0,4.76,2.86,5.11,4.75,0,0,0,0,0,0.49,-1.15,-0.65,-0.27,0,0,0,0,0,-0.11,0.75,0.31,0.29,0,0,0,0,0,10.2,4.01,3.21,6.59,0,0,0,0,0,-4.75,-8.26,0.95,-8.74,0,0,0,0,0,97.57,89.23,90.61,98.44,0,0,0,0,0,95.81,86.26,87.08,95.13,0,0,0,0,0
502028,2011,5,32,3,62,209,3.685287081,24,383,66,1,719,0,0,0,0,0,4.55,5.48,6.95,0,0,0,0,0,0.43,-0.8,-0.95,-0.16,-2.21,0,0,0,0,-0.18,0.58,0.39,0.22,-0.96,0,0,0,0,10.13,1.94,3.05,6.96,-7.59,0,0,0,0,-4.71,-6.74,1.09,-8.31,1.42,0,0,0,0,98.29,89.73,92.37,100.69,86.16,0,0,0,0,96.7,86.19,88.57,96.12,86.16,0,0,0,0
502171,2013,13,45,3,134,430,3.361953488,84,0,0,579,951,0,785,0,0,2.38,0,0,6.62,4.49,0,3.18,0,0,-0.09,0,0,-0.14,-0.85,0,-1.01,0,0,0.36,0,0,0.06,0.22,0,0.31,0,0,10.19,0,0,7.82,-10.44,0,2.12,0,0,-6.4,0,0,-8.22,5.44,0,-7.93,0,0,95.14,0,0,95.25,85.16,0,90.8,0,0,91.89,0,0,92.23,81,0,87,0,0
502171,2014,11,47,10,149,499,3.228192385,102,0,0,511,978,0,964,0,0,10.78,0,0,5.42,3.33,0,1.45,0,0,-0.04,0,0,-0.01,-0.89,0,-1.16,0,0,0.07,0,0,0.05,0.2,0,0.2,0,0,10.1,0,0,8.43,-10,0,3.21,0,0,-6.09,0,0,-7.3,4.05,0,-8.06,0,0,94.73,0,0,94.92,84.54,0,90.52,0,0,92.95,0,0,92.65,81.71,0,87.91,0,0
502229,2011,15,25,4,37,154,13.34051988,450,95,0,1,251,0,107,0,0,4.44,0,5.26,1.99,0,0,0.93,0,0,-0.05,0,-0.7,-0.82,-0.18,0,-1.14,0,0,0.22,0,0.5,0.07,-0.41,0,0.58,0,0,7.42,0,1.91,2.73,7.72,0,2.86,0,0,-4.57,0,0.87,-7.81,-0.36,0,-5.74,0,0,97.06,0,90.28,95.08,86.05,0,89.72,0,0,93.71,0,85.88,91.73,86.05,0,87.35,0,0
502229,2012,13,51,5,64,294,5.227653061,761,332,0,0,523,2,142,0,0,8.8,0,2.71,0.57,0,0,2.11,0,0,-0.26,0,-1.16,-0.88,0,-0.29,-0.99,0,0,0.27,0,0.47,0.2,0,0.51,0.56,0,0,7.13,0,0.79,2.94,0,4.92,3.37,0,0,-3.7,0,1.46,-6.62,0,-0.08,-5.38,0,0,96.96,0,89.27,95.8,0,90.84,90.17,0,0,92.57,0,83.9,90.31,0,88.3,85.77,0,0
502264,2014,2,5,2,9,30,6.032,31,79,4,1,124,0,0,0,0,3.23,0,6.33,0.81,0,0,0,0,0,-0.37,0.66,-0.44,-0.71,-1.33,0,0,0,0,0.13,1.29,0.35,0.29,0.72,0,0,0,0,7.6,1.83,0.79,2.25,-2.73,0,0,0,0,-5.96,-9.77,2.16,-8.8,9.04,0,0,0,0,97.11,90.06,91.09,96.67,80.62,0,0,0,0,93.49,88.12,87.11,93.45,80.62,0,0,0,0
502264,2015,3,12,1,13,54,6.022888889,106,78,6,0,146,0,0,0,0,10.38,0,1.28,4.11,0,0,0,0,0,-0.4,-0.98,-1.06,-0.87,0,0,0,0,0,0.1,1.13,0.69,0.4,0,0,0,0,0,5.62,1.55,0.02,1.63,0,0,0,0,0,-4.31,-7.31,1.09,-8.41,0,0,0,0,0,97.72,94,92.24,96.98,0,0,0,0,0,94.85,90.51,88.66,94.2,0,0,0,0,0
502578,2014,1,20,1,49,122,2.591016393,154,232,12,0,284,0,0,0,0,4.55,0,5.6,5.63,0,0,0,0,0,0.23,-0.31,-0.94,-0.07,0,0,0,0,0,0.15,0.11,0.31,0.08,0,0,0,0,0,9.38,6.82,-0.63,6.66,0,0,0,0,0,-2.23,-4.72,7.1,-6.95,0,0,0,0,0,96.91,89.35,88.3,96.66,0,0,0,0,0,94.42,87.94,85.8,94.35,0,0,0,0,0
502578,2015,1,7,3,35,88,2.213545455,87,188,2,0,198,0,0,0,0,2.3,0,4.79,2.02,0,0,0,0,0,0.2,0.18,-0.84,-0.18,0,0,0,0,0,0.23,0.47,0.48,0.14,0,0,0,0,0,9.06,5.96,-0.74,6.26,0,0,0,0,0,-3.47,-4.31,7.22,-7.84,0,0,0,0,0,96.64,85.76,88.19,98.14,0,0,0,0,0,94.78,84.63,86.1,94.63,0,0,0,0,0
506433,2013,26,80,8,277,629,3.276934817,1114,1097,12,229,313,581,181,0,100,5.57,8.33,6.65,4.15,2.62,5.85,2.76,0,6,-0.19,-0.96,-0.63,-0.47,-0.99,-0.45,-0.8,0,-0.39,0.54,0.88,0.34,0.58,0.41,0.13,0.54,0,0.47,10.34,4.8,-2.02,6.41,-6.87,5.92,3.8,0,-10.65,-2.86,-6.45,9.24,-7.98,7.28,1.9,-5.73,0,7.98,98.95,91.17,88.57,98.76,85.33,94.34,95.08,0,74.55,93.68,86.97,82.26,93.39,79.78,89.93,88.57,0,66.93
506433,2014,13,49,2,182,433,2.841006928,973,398,93,188,314,281,61,0,106,6.58,3.23,7.54,4.14,3.19,6.76,1.64,0,5.66,-0.23,-0.92,-0.7,-0.53,-0.8,-0.67,-1.12,0,-0.53,0.4,0.64,0.22,0.3,0.39,0.1,0.43,0,0.58,9.55,4.05,-3.6,6.19,-7.02,4.55,3.31,0,-10.54,-2.26,-5.51,9.6,-7.31,8.25,3.09,-4.5,0,7.91,97.88,91.07,86.71,96.57,83.29,96.28,93.85,0,78.29,93.37,87.58,81.09,93.07,78.32,89.08,88.4,0,69.46
518633,2011,15,51,5,87,316,4.819303797,1289,53,297,408,58,0,0,0,0,6.28,5.39,5.66,3.45,5.15,0,0,0,0,-0.02,-0.74,-0.45,-0.43,-0.27,0,0,0,0,0.11,0.09,0.24,0.19,0.16,0,0,0,0,10.29,6.52,-2.28,7.46,-7.67,0,0,0,0,4.89,9.45,-3.04,9.68,-5.12,0,0,0,0,98.61,88.44,84.89,95.13,80.92,0,0,0,0,93.83,83.79,80.74,92.74,76.07,0,0,0,0
518633,2012,2,18,0,28,83,3.96246988,398,2,63,111,13,24,0,0,0,5.53,7.94,0,7.69,4.5,8.33,0,0,0,-0.04,-0.4,0.02,-0.43,-0.16,-1.29,0,0,0,0.06,0.16,1.11,-0.01,-0.05,0.64,0,0,0,11.58,8.73,-1.44,10.25,-7.62,1.82,0,0,0,4.36,8.91,-6.39,9.24,-5.04,0.54,0,0,0,99.73,88.29,79.57,99.25,80.32,87.77,0,0,0,95.48,85.78,79.45,94.41,77.35,86.06,0,0,0
518715,2012,1,5,2,20,60,2.795,0,68,30,0,181,0,0,0,0,0,3.33,7.35,4.42,0,0,0,0,0,0,-0.95,-0.35,-0.4,0,0,0,0,0,0,0.89,0.43,0.07,0,0,0,0,0,0,-3.71,0.91,-2.32,0,0,0,0,0,0,-7.18,4.95,-10.48,0,0,0,0,0,0,86.35,86.2,96.1,0,0,0,0,0,0,84.07,83.69,91.67,0,0,0,0,0
518715,2013,2,16,4,23,93,4.338322581,0,164,40,0,281,0,0,0,0,0,0,3.05,6.05,0,0,0,0,0,0,-0.93,-0.65,-0.4,0,0,0,0,0,0,0.62,0.86,-0.02,0,0,0,0,0,0,-4.66,1.07,-1.7,0,0,0,0,0,0,-6.12,6.63,-9.86,0,0,0,0,0,0,84.64,84.76,92.32,0,0,0,0,0,0,82.59,80.88,89.36,0,0,0,0,0
518774,2012,5,26,3,70,178,3.297247191,596,133,114,90,45,0,0,0,0,7.05,4.39,0.75,4.44,3.33,0,0,0,0,0.33,-0.56,-0.29,-0.11,-0.35,0,0,0,0,0.28,0.58,0.51,0.58,0.19,0,0,0,0,10.21,5.37,4.02,7.13,-3.12,0,0,0,0,-6.15,-9.17,1.21,-9.13,1.48,0,0,0,0,100.07,89.98,93.26,97.89,86.85,0,0,0,0,95.78,86.66,89.13,95.22,83.03,0,0,0,0
518774,2013,7,31,4,191,535,2.005009346,1543,504,310,367,0,0,0,0,0,7.32,4.52,3.17,0,7.08,0,0,0,0,0.29,-0.75,-0.67,0,-0.42,0,0,0,0,0.29,0.74,0.53,0,0.27,0,0,0,0,9.17,4.67,4.05,0,-3.23,0,0,0,0,-6.82,-9.06,1.06,0,1.3,0,0,0,0,101.18,91.37,94.23,0,89.05,0,0,0,0,96.96,88.21,90.86,0,84.54,0,0,0,0
518813,2013,3,18,0,103,201,1.361432836,681,453,0,0,0,0,36,0,0,6.75,0,3.75,0,0,0,0,0,0,-0.14,0,-1.14,0,0,0,-1.26,0,0,0.43,0,0.21,0,0,0,0.5,0,0,11.79,0,0.01,0,0,0,3.85,0,0,-1.86,0,2.68,0,0,0,-3.39,0,0,100.46,0,92.67,0,0,0,91.49,0,0,96.65,0,87.58,0,0,0,87.12,0,0
518813,2014,3,20,0,90,187,1.832534759,705,551,0,0,0,0,26,0,0,5.53,0,3.09,0,0,0,11.54,0,0,-0.09,0,-0.88,0,0,0,-1.64,0,0,0.34,0,0.32,0,0,0,0.64,0,0,10.93,0,-0.56,0,0,0,3.82,0,0,-0.63,0,2.4,0,0,0,-2.33,0,0,100.03,0,91.41,0,0,0,90.69,0,0,96.33,0,86.4,0,0,0,88.58,0,0
518813,2015,2,26,0,49,134,3.268328358,327,313,0,37,0,0,10,0,0,6.73,0,4.47,0,5.41,0,0,0,0,-0.32,0,-0.79,0,-1.45,0,-1.21,0,0,0.4,0,0.31,0,0.46,0,0.95,0,0,10.51,0,0.89,0,-6.19,0,4.02,0,0,-0.34,0,2.52,0,2.85,0,-3.45,0,0,97.65,0,90.82,0,81.29,0,89.1,0,0,94.29,0,86.22,0,77.97,0,86.54,0,0
519043,2012,18,81,7,175,532,3.929586466,1805,0,536,518,242,0,0,0,0,7.7,5.6,0,6.2,5.02,0,0,0,0,0.07,-0.69,0,-0.31,-0.66,0,0,0,0,0,0.18,0,0.21,-0.17,0,0,0,0,10.38,5.86,0,8.64,-5.02,0,0,0,0,8.29,10.8,0,10.79,-2.95,0,0,0,0,98.25,90.55,0,98.52,86.87,0,0,0,0,95.07,86.26,0,94.99,82.72,0,0,0,0
519043,2013,14,76,4,143,451,3.952656319,1484,0,514,533,281,0,0,0,0,5.86,5.45,0,3.91,5.25,0,0,0,0,0.07,-0.84,0,-0.21,-0.5,0,0,0,0,0.07,-0.09,0,0.14,-0.03,0,0,0,0,10.93,5.83,0,9.14,-5.77,0,0,0,0,8.17,10.1,0,10.36,-2.31,0,0,0,0,96.6,89.38,0,96.62,85.43,0,0,0,0,93.3,84.82,0,93.62,81.61,0,0,0,0
519043,2014,1,5,0,6,30,4.732,42,0,32,23,73,9,0,0,0,4.76,3.13,0,4.11,0,11.11,0,0,0,0.52,-0.75,0,-0.22,-1.14,-0.59,0,0,0,-0.14,-0.35,0,0.27,0.09,-0.19,0,0,0,10.56,6.4,0,9.44,-7.31,7.63,0,0,0,5.4,10,0,9.42,-1.73,3.61,0,0,0,96.06,87.55,0,96.29,83.11,92.77,0,0,0,92.79,85.47,0,92.74,80.91,91.23,0,0,0
